species,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
Segatella hominis,0,0,0,0,1,0,0,0
Segatella salivae,0,0,0,0,0,0,0,4
Senegalimassilia anaerobia,6,7,0,8,0,0,1,0
Serratia liquefaciens,0,0,0,0,0,0,4,0
Serratia plymuthica,0,0,0,0,0,0,4,0
Serratia ureilytica,0,0,0,0,0,0,1,0
Sharpea azabuensis,0,0,0,0,16,16,54,32
Sharpea porci,0,0,0,0,5,11,32,15
Shigella dysenteriae,0,0,0,0,0,0,1,0
Shigella flexneri,0,0,0,0,0,0,11,0
Shigella sonnei,0,0,0,0,4,19,0,9
Simiaoa sunii,0,0,8,10,0,5,0,0
Slackia isoflavoniconvertens,0,0,0,0,6000,15698,65707,22626
Stomatobaculum longum,0,0,0,0,14,16,2,0
Streptococcus agalactiae,0,0,0,0,0,2,0,0
Streptococcus australis,0,0,0,0,2,5,1,2
Streptococcus bouchesdurhonensis,0,0,0,0,0,0,9,0
Streptococcus caecimuris,0,0,0,0,0,0,6,3
Streptococcus canis,0,0,0,0,0,4,0,0
Streptococcus cristatus,0,0,0,0,0,0,2,0
Streptococcus dentalis,0,0,0,0,9,26,1,34
Streptococcus dysgalactiae,0,0,0,0,0,2,0,0
Streptococcus gingivalis,0,0,0,0,5,2,28,0
Streptococcus gordonii,0,0,0,0,0,0,2,0
Streptococcus gwangjuense,0,0,0,0,2,0,14,3
Streptococcus halotolerans,0,0,0,0,0,0,0,2
Streptococcus hyovaginalis,0,0,0,0,0,0,0,9
Streptococcus ilei,0,0,0,0,0,0,0,4
Streptococcus infantarius,0,0,0,0,0,15,10,0
Streptococcus lingualis,0,0,0,0,0,3,95,8
Streptococcus lutetiensis,0,0,0,0,0,4,12,6
Streptococcus parapneumoniae,0,0,0,0,3,0,0,0
Streptococcus parasanguinis,0,0,0,0,4078,10674,60710,15376
Streptococcus parasuis,0,0,0,0,0,0,6,0
Streptococcus parauberis,0,0,0,0,0,3,0,0
Streptococcus pasteurianus,0,0,0,0,0,0,1,0
Streptococcus pluranimalium,0,0,0,0,0,0,0,1
Streptococcus plurextorum,0,0,0,0,2,0,0,0
Streptococcus porcinus,0,0,0,0,0,0,4,0
Streptococcus porcorum,0,0,0,0,0,0,0,10
Streptococcus pseudoporcinus,0,0,0,0,0,0,0,3
Streptococcus respiraculi,0,0,0,0,0,0,0,2
Streptococcus ruminicola,0,0,0,0,6,0,0,0
Streptococcus salivarius,0,0,0,0,13262,34652,63088,49929
Streptococcus shenyangsis,0,0,0,0,0,1,0,0
Streptococcus suis,0,0,0,0,1,0,26,3
Streptococcus thalassemiae,0,0,0,0,1,0,0,0
Streptococcus thermophilus,0,0,0,0,9574,25108,48249,36208
Streptococcus timonensis,0,0,0,0,0,0,4,1
Streptococcus toyakuensis,0,0,0,0,0,1,13,0
Streptococcus urinalis,0,0,0,0,0,8,28,11
Streptococcus vestibularis,0,0,0,0,0,13,1,18
Suilimivivens aceti,2,1,6,0,0,0,5,4
Suonthocola fibrivorans,0,0,0,0,4,0,0,0
Tatumella morbirosei,0,0,0,0,0,0,1,0
Terrisporobacter glycolicus,0,0,0,0,0,5,2,3
Terrisporobacter mayombei,0,0,0,0,0,0,16,0
Tidjanibacter massiliensis,0,0,0,0,11356,29717,64995,42800
Traorella massiliensis,0,0,0,0,0,7,0,0
Urinicoccus massiliensis,0,0,0,0,0,1,4,4
Vagococcus carniphilus,0,0,0,0,0,3,0,0
Vagococcus lutrae,0,0,0,0,0,0,13,0
Vagococcus xieshaowenii,0,0,0,0,0,0,2,0
Variimorphobacter saccharofermentans,0,1,0,0,0,0,0,0
Veillonella dispar,0,0,0,0,0,0,0,9
Veillonella parvula,0,0,0,0,3000,7841,60267,11292
Veillonella rodentium,0,0,0,0,0,0,2,0
Veillonella sp. S12025-13,0,0,0,0,0,4,30,1
Vescimonas fastidiosa,27,0,30,6,0,0,0,7
Victivallis lenta,0,0,0,0,0,6,0,0
