species,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
Acetivibrio ethanolgignens,0,0,0,0,0,0,19,19
Acidaminococcus hominis,0,0,0,0,0,0,1,0
Acidaminococcus intestini,0,0,0,0,485,1271,6428,1831
Adlercreutzia equolifaciens,0,0,0,0,930,2431,8095,3502
Adlercreutzia hattorii,0,0,0,0,0,0,1,0
Agathobacter rectalis,49352,74264,100300,44554,21865,19700,9937,35167
Agathobaculum butyriciproducens,0,0,0,0,1792,4689,7512,2884
Akkermansia muciniphila,0,0,0,0,8119,21233,8140,13051
Alistipes finegoldii,0,0,0,0,4238,11224,8868,7761
Alistipes provencensis,0,0,25,0,0,0,0,0
Alistipes putredinis,29733,44146,73180,26601,13182,10794,6552,20901
Alistipes shahii,0,0,0,0,1267,3325,11578,4767
Amedibacillus hominis,0,0,1,0,0,9,8,0
Anaerobutyricum hallii,0,0,0,0,6372,16983,9559,10369
Anaerobutyricum soehngenii,0,0,0,0,3,4,0,0
Anaerostipes hadrus,0,0,0,0,7566,19473,8266,12014
Anaerotruncus colihominis,0,0,0,0,6,0,0,0
Angelakisella massiliensis,0,0,6,0,2,0,0,0
Bacillus andreraoultii,0,0,0,0,0,1,0,0
Bacillus rubiinfantis,0,0,0,0,1,0,0,0
Bacteroides bouchesdurhonensis,0,0,0,0,1,0,0,0
Bacteroides caccae,0,0,0,0,8079,21215,16127,14234
Bacteroides cellulosilyticus,53,1,41,0,5540,15557,25744,9463
Bacteroides clarus,0,0,0,0,540,1402,10768,2135
Bacteroides eggerthii,0,0,0,4,3568,9400,12094,5606
Bacteroides faecalis,262,442,851,188,5,2,3,1
Bacteroides faecis,0,0,0,0,1401,3687,16630,5409
Bacteroides finegoldii,0,0,0,0,1121,2913,12163,4435
Bacteroides fluxus,0,0,0,0,0,3,0,0
Bacteroides fragilis,0,0,0,0,4861,12275,14893,7873
Bacteroides humanifaecis,0,0,1,0,0,0,0,1
Bacteroides intestinalis,3,23,125,9,1883,4964,15895,9058
Bacteroides koreensis,0,0,0,56,0,0,0,0
Bacteroides kribbi,0,17,0,0,0,0,1,3
Bacteroides oleiciplenus,4,0,0,0,0,0,12,0
Bacteroides ovatus,0,0,0,0,12075,31324,15338,19295
Bacteroides parvus,2,0,0,0,1,0,0,0
Bacteroides propionicigenes,0,0,0,0,0,1,1,0
Bacteroides rhinocerotis,37,0,2,43,0,1,0,0
Bacteroides rodentium,0,0,6,12,0,0,0,0
Bacteroides salyersiae,8,0,14,0,1085,2781,16236,4003
Bacteroides stercorirosoris,0,0,0,10,0,0,0,0
Bacteroides stercoris,15,61,236,62,9748,28412,10296,15680
Bacteroides thetaiotaomicron,0,0,0,0,7828,20693,21673,13020
Bacteroides togonis,0,6,0,6,0,0,0,0
Bacteroides uniformis,85935,129396,132375,165959,37868,33528,15082,61153
Bacteroides xylanisolvens,125,220,213,264,2897,7383,24134,4132
Bacteroides zhangwenhongii,0,0,0,0,0,4,9,1
Barnesiella intestinihominis,45,0,0,0,5291,13641,10267,7384
Bifidobacterium actinocoloniiforme,0,0,0,0,0,0,1,0
Bifidobacterium adolescentis,28244,42495,60400,25499,12228,11094,5659,19675
Bifidobacterium angulatum,0,8,4,0,514,1379,5678,1948
Bifidobacterium animalis,1,0,0,0,381,997,5485,1438
Bifidobacterium bifidum,0,0,0,0,1656,4333,6207,2667
Bifidobacterium catenulatum,3,0,0,0,620,1608,5346,2823
Bifidobacterium longum,0,0,3,0,7958,20965,6827,12791
Bifidobacterium pseudocatenulatum,0,0,0,0,1547,4075,7272,2177
Bifidobacterium pseudolongum,0,1,0,3,0,0,0,0
Bifidobacterium ramosum,0,3,0,1,0,0,0,0
Bifidobacterium ruminantium,3,0,10,2,0,3,0,0
Bifidobacterium saguini,0,0,0,0,2,2,0,5
Bifidobacterium scardovii,0,0,2,0,0,0,0,0
Bifidobacterium simiiventris,0,0,0,0,0,0,2,0
Blautia ammoniilytica,0,0,0,5,0,0,0,2
Blautia aquisgranensis,0,0,0,3,0,0,0,0
Blautia celeris,0,0,0,0,2,3,0,0
Blautia faecicola,0,0,0,0,1,1,0,0
Blautia faecis,0,0,0,0,0,8,0,19
Blautia fusiformis,0,2,0,0,0,0,6,0
Blautia glucerasea,0,15,0,0,0,0,0,0
Blautia hansenii,0,0,0,0,0,7,5,0
Blautia intestinihominis,0,0,0,0,0,11,4,3
Blautia luti,0,1,0,0,2,3,3,7
Blautia obeum,0,0,0,0,4990,13095,10891,7931
Blautia segnis,0,0,0,0,0,26,1,14
Blautia stercoris,0,0,0,0,0,0,7,0
Blautia wexlerae,0,0,0,0,5223,13959,14592,8035
Brotaphodocola catenula,0,0,0,0,0,0,4,0
Brotocaccenecus cirricatena,0,0,0,0,3,0,1,0
Brotomerdimonas butyrica,0,0,0,0,0,0,0,6
Butyricimonas faecalis,0,0,0,0,0,0,0,7
Butyricimonas hominis,16,1,5,35,0,0,0,0
Butyricimonas paravirosa,0,18,0,17,0,0,0,0
Candidatus Bacteroides intestinigallinarum,0,118,134,34,2,0,3,9
