"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_10_1",174,3096,3161,325,0.348697394789579,0.505194182515583
"abundance_cols.Healthy_stool_10_10",174,3096,3180,325,0.348697394789579,0.506692160611855
"abundance_cols.Healthy_stool_10_100",174,3096,3163,325,0.348697394789579,0.505352292698514
"abundance_cols.Healthy_stool_10_50",174,3096,3144,325,0.348697394789579,0.503846153846154
"abundance_cols.Healthy_stool_100_1",174,3096,3442,325,0.348697394789579,0.526460691342918
"abundance_cols.Healthy_stool_100_10",174,3096,3891,325,0.348697394789579,0.556891369686561
"abundance_cols.Healthy_stool_100_100",174,3096,3962,325,0.348697394789579,0.56134882402947
"abundance_cols.Healthy_stool_100_50",174,3096,3890,325,0.348697394789579,0.556827941597481
