"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_10_1_noerr",143,5323,1773,356,0.286573146292585,0.249859075535513
"abundance_cols.Healthy_stool_10_10_noerr",152,5323,1812,347,0.304609218436874,0.25395935529082
"abundance_cols.Healthy_stool_10_100_noerr",149,5323,1765,350,0.298597194388778,0.249012415349887
"abundance_cols.Healthy_stool_10_50_noerr",152,5323,1802,347,0.304609218436874,0.252912280701754
"abundance_cols.Healthy_stool_100_1_noerr",153,5323,1843,346,0.306613226452906,0.25718671504326
"abundance_cols.Healthy_stool_100_10_noerr",160,5323,1822,339,0.32064128256513,0.255003498950315
"abundance_cols.Healthy_stool_100_100_noerr",163,5323,1886,336,0.326653306613226,0.261617422666112
"abundance_cols.Healthy_stool_100_50_noerr",164,5323,1901,335,0.328657314629259,0.263150609080842
