"abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
0.0992605949240089,0.101592376297865,0.102834645918942,0.0848104541985884,0.0806488442733245,0.0497209472678979,0.0203640563581456,0.0864490962408844
