"","MCC"
"abundance_cols.Healthy_stool_10_1",0.013059145027697
"abundance_cols.Healthy_stool_10_10",0.0166157735975119
"abundance_cols.Healthy_stool_10_100",0.0150855367318334
"abundance_cols.Healthy_stool_10_50",0.0180260424363151
"abundance_cols.Healthy_stool_100_1",0.0175438708886003
"abundance_cols.Healthy_stool_100_10",0.0231108484425391
"abundance_cols.Healthy_stool_100_100",0.021588305390358
"abundance_cols.Healthy_stool_100_50",0.0227892122364713
