"","TPR","FPR"
"abundance_cols.Healthy_stool_10_1",0.770942408376963,0.260316128129808
"abundance_cols.Healthy_stool_10_10",0.770513675783856,0.261967899511514
"abundance_cols.Healthy_stool_10_100",0.777423469387755,0.256258790436006
"abundance_cols.Healthy_stool_10_50",0.769750168804862,0.263919821826281
"abundance_cols.Healthy_stool_100_1",0.766393442622951,0.263304541655057
"abundance_cols.Healthy_stool_100_10",0.772572980312288,0.260936408106219
"abundance_cols.Healthy_stool_100_100",0.762108262108262,0.267691455477081
"abundance_cols.Healthy_stool_100_50",0.768698060941828,0.26402226861517
