"","abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
"RRMSE",1460.78228550959,1751.00134815336,1756.71040774144,2033.02991423973,863.161987141955,888.881050636079,793.418490673892,972.761958452683
"AVGRE",101.773343779748,101.591926424621,100.383707638785,104.714939927174,97.6771929923997,97.7727154317833,98.0380014803703,97.7382214913414
"NRMSE",630.594165959109,698.212714148361,755.533696600475,686.024303215496,604.734473686032,708.394432901947,719.585572303988,699.034359338967
