"abundance_cols.Healthy_stool_10_1_noerr","abundance_cols.Healthy_stool_10_10_noerr","abundance_cols.Healthy_stool_10_100_noerr","abundance_cols.Healthy_stool_10_50_noerr","abundance_cols.Healthy_stool_100_1_noerr","abundance_cols.Healthy_stool_100_10_noerr","abundance_cols.Healthy_stool_100_100_noerr","abundance_cols.Healthy_stool_100_50_noerr"
0.100685116595803,0.10182402176967,0.103035998916458,0.0848267855253122,0.086839866165613,0.052035880792083,0.022371756228519,0.0898839813823234
