"","abundance_cols.Healthy_stool_10_1_noerr","abundance_cols.Healthy_stool_10_10_noerr","abundance_cols.Healthy_stool_10_100_noerr","abundance_cols.Healthy_stool_10_50_noerr","abundance_cols.Healthy_stool_100_1_noerr","abundance_cols.Healthy_stool_100_10_noerr","abundance_cols.Healthy_stool_100_100_noerr","abundance_cols.Healthy_stool_100_50_noerr"
"RRMSE",1580.07164843373,1839.998249044,1812.17975921452,2139.05476478027,902.11028228829,866.674817657295,763.162268242637,984.812741327292
"AVGRE",100.222387221775,104.874428246822,100.404320962331,107.469195190223,97.564514964398,97.7099366452749,98.0818908155812,97.7374538278864
"NRMSE",610.048921559279,685.287971981794,747.999542536048,676.013154015375,577.092635629916,695.179158620714,701.766044903894,677.944613711152
