"","MCC"
"abundance_cols.Healthy_stool_10_1",-0.00977734118413147
"abundance_cols.Healthy_stool_10_10",-0.0117185309699468
"abundance_cols.Healthy_stool_10_100",-0.0086508347389287
"abundance_cols.Healthy_stool_10_50",-0.0108617030372422
"abundance_cols.Healthy_stool_100_1",-0.0124613274749871
"abundance_cols.Healthy_stool_100_10",-0.0140881116146866
"abundance_cols.Healthy_stool_100_100",-0.0144196245079154
"abundance_cols.Healthy_stool_100_50",-0.0154849964795519
