"sample","r2"
"healthy_stool_100_1",0.00688923994014472
"healthy_stool_100_10",0.222185527053586
"healthy_stool_100_100",0.227569784765962
"healthy_stool_100_50",0.217880019009472
"healthy_stool_10_1",0.0348450369665967
"healthy_stool_10_10",0.17525292617408
"healthy_stool_10_100",0.34929167265591
"healthy_stool_10_50",0.172642047058896
