"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_10_1_noerr",173,4417,2463,326,0.346693386773547,0.357994186046512
"abundance_cols.Healthy_stool_10_10_noerr",174,4417,2521,325,0.348697394789579,0.363361199192851
"abundance_cols.Healthy_stool_10_100_noerr",174,4417,2478,325,0.348697394789579,0.359390862944162
"abundance_cols.Healthy_stool_10_50_noerr",174,4417,2538,325,0.348697394789579,0.364917325664989
"abundance_cols.Healthy_stool_100_1_noerr",174,4417,2591,325,0.348697394789579,0.369720319634703
"abundance_cols.Healthy_stool_100_10_noerr",174,4417,2676,325,0.348697394789579,0.377273368109404
"abundance_cols.Healthy_stool_100_100_noerr",174,4417,2718,325,0.348697394789579,0.38093903293623
"abundance_cols.Healthy_stool_100_50_noerr",174,4417,2749,325,0.348697394789579,0.383617080658666
