"","abundance_cols.Healthy_stool_10_1_noerr","abundance_cols.Healthy_stool_10_10_noerr","abundance_cols.Healthy_stool_10_100_noerr","abundance_cols.Healthy_stool_10_50_noerr","abundance_cols.Healthy_stool_100_1_noerr","abundance_cols.Healthy_stool_100_10_noerr","abundance_cols.Healthy_stool_100_100_noerr","abundance_cols.Healthy_stool_100_50_noerr"
"RRMSE",1904.66244304081,2194.74653058504,2171.57179282206,2545.35933036245,1069.83254731968,1029.3426478855,870.772629606169,1193.27520707187
"AVGRE",99.32778823996,99.4064680640787,99.4273657003171,99.3755673913663,99.6446716811531,99.7618407332354,99.7745399293226,99.7573398604901
"NRMSE",1650.51833206976,1867.52198861515,2034.47564455183,1830.01338486524,1571.15431511233,1877.68485025526,1890.48948769683,1850.16436052311
