"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1400.90953040584,1033.28663476422,947.493751295502,1112.30768400185,1501.07477225736,443.623781636615,343.671361544749,568.978196924687
"AVGRE",216.739595757518,279.742472391469,307.019497926085,204.913145518276,93.3197454174263,93.4665699993344,95.3418316216905,93.4903410495989
"NRMSE",5668.93303682,5479.8473945041,5377.01304458472,5374.71738401496,4969.51985306437,4527.09142561697,4177.08684166047,4487.40863299401
