"sample","r2"
"healthy_stool_100_1",0.996969742399742
"healthy_stool_100_10",0.886727162688128
"healthy_stool_100_100",0.762582848262495
"healthy_stool_100_50",0.883320275345223
"healthy_stool_10_1",0.984617393527655
"healthy_stool_10_10",0.929451298348628
"healthy_stool_10_100",0.851495759975607
"healthy_stool_10_50",0.92922375672592
