"","MCC"
"abundance_cols.healthy_stool_10_1",0.00698930095135142
"abundance_cols.healthy_stool_10_10",0.00820588887286706
"abundance_cols.healthy_stool_10_100",0.00784312967658075
"abundance_cols.healthy_stool_10_50",0.0105480358792261
"abundance_cols.healthy_stool_100_1",0.0341406308435115
"abundance_cols.healthy_stool_100_10",0.0344267163800903
"abundance_cols.healthy_stool_100_100",0.0359331995701295
"abundance_cols.healthy_stool_100_50",0.0367929098587821
