"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",33,22031,30,466,0.0661322645290581,0.00135986582657178
"abundance_cols.healthy_stool_10_10",31,22031,35,468,0.062124248496994,0.00158615063899211
"abundance_cols.healthy_stool_10_100",39,22031,36,460,0.0781563126252505,0.00163139529614356
"abundance_cols.healthy_stool_10_50",32,22031,30,467,0.064128256513026,0.00135986582657178
"abundance_cols.healthy_stool_100_1",120,22031,120,379,0.240480961923848,0.00541736264728455
"abundance_cols.healthy_stool_100_10",128,22031,132,371,0.256513026052104,0.00595587239994586
"abundance_cols.healthy_stool_100_100",126,22031,142,373,0.25250501002004,0.00640418527037388
"abundance_cols.healthy_stool_100_50",129,22031,149,370,0.258517034068136,0.00671776375112714
