"","MCC"
"abundance_cols.healthy_stool_10_1",0.00964602586331208
"abundance_cols.healthy_stool_10_10",0.00901647541416127
"abundance_cols.healthy_stool_10_100",0.0113977529705424
"abundance_cols.healthy_stool_10_50",0.00934758935565912
"abundance_cols.healthy_stool_100_1",0.0350763767642002
"abundance_cols.healthy_stool_100_10",0.0373983875374069
"abundance_cols.healthy_stool_100_100",0.0367415361132441
"abundance_cols.healthy_stool_100_50",0.0375981892798014
