"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",24,22145,23,475,0.0480961923847695,0.001037531577048
"abundance_cols.healthy_stool_10_10",28,22145,19,471,0.0561122244488978,0.000857245984479336
"abundance_cols.healthy_stool_10_100",27,22145,29,472,0.0541082164328657,0.0013078380084784
"abundance_cols.healthy_stool_10_50",36,22145,25,463,0.0721442885771543,0.001127649977447
"abundance_cols.healthy_stool_100_1",116,22145,62,383,0.232464929859719,0.00279191246003512
"abundance_cols.healthy_stool_100_10",117,22145,64,382,0.234468937875752,0.00288171462019902
"abundance_cols.healthy_stool_100_100",123,22145,112,376,0.246492985971944,0.00503212472480568
"abundance_cols.healthy_stool_100_50",126,22145,118,373,0.25250501002004,0.00530027399721511
