"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",51,21735,70,448,0.102204408817635,0.00321027287319422
"abundance_cols.healthy_stool_10_10",49,21735,80,450,0.0981963927855711,0.00366720146688059
"abundance_cols.healthy_stool_10_100",54,21735,76,445,0.108216432865731,0.00348448030810142
"abundance_cols.healthy_stool_10_50",47,21735,65,452,0.094188376753507,0.00298165137614679
"abundance_cols.healthy_stool_100_1",153,21735,230,346,0.306613226452906,0.0104712041884817
"abundance_cols.healthy_stool_100_10",142,21735,241,357,0.284569138276553,0.0109665089188205
"abundance_cols.healthy_stool_100_100",156,21735,283,343,0.312625250501002,0.0128531201744028
"abundance_cols.healthy_stool_100_50",146,21735,272,353,0.292585170340681,0.0123597037306312
