"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1222.71254128441,850.711697452478,745.118281047029,899.939962848578,1250.19162534111,350.512121329936,262.476052140813,432.251248077399
"AVGRE",547.872904178375,230.175160326715,381.426531066059,364.394927787166,96.7547613506757,95.0221575922175,95.9136525002161,95.7044408299189
"NRMSE",6082.8912854402,6053.79243900476,6047.72641131049,6083.14036890451,5587.73412649492,5531.27491735403,5481.8021763035,5454.79994605436
