"old_name","current_name"
"Ruminococcus albus [ref_mOTU_v31_10747]","Ruminococcus albus"
"Ruegeria pomeroyi [ref_mOTU_v31_10748]","Ruegeria pomeroyi"
"Wolbachia endosymbiont of Cimex lectularius [ref_mOTU_v31_10749]","Wolbachia endosymbiont of Cimex lectularius"
"Thermococcus sp. AM4 [ref_mOTU_v31_10750]","Thermococcus sp. AM4"
"Candidatus Jettenia caeni [ref_mOTU_v31_10751]","Candidatus Jettenia caeni"
"marine gamma proteobacterium HTCC2143 [ref_mOTU_v31_10752]","marine gamma proteobacterium HTCC2143"
"marine gamma proteobacterium HTCC2148 [ref_mOTU_v31_10753]","marine gamma proteobacterium HTCC2148"
"Enterococcus hermanniensis [ref_mOTU_v31_10754]","Enterococcus hermanniensis"
"Gloeobacter violaceus [ref_mOTU_v31_10755]","Gloeobacter violaceus"
"Chroococcidiopsis thermalis [ref_mOTU_v31_10756]","Chroococcidiopsis thermalis"
"Alicyclobacillus vulcanalis [ref_mOTU_v31_10757]","Alicyclobacillus vulcanalis"
"Pseudooceanicola batsensis [ref_mOTU_v31_10758]","Pseudooceanicola batsensis"
"Chryseobacterium indologenes [ref_mOTU_v31_10759]","Chryseobacterium indologenes"
"Shimia aestuarii [ref_mOTU_v31_10760]","Shimia aestuarii"
"Bacillus farraginis [ref_mOTU_v31_10761]","Bacillus farraginis"
"Bradyrhizobium canariense [ref_mOTU_v31_10762]","Bradyrhizobium canariense"
"Acetanaerobacterium elongatum [ref_mOTU_v31_10763]","Acetanaerobacterium elongatum"
"Marinilactibacillus piezotolerans [ref_mOTU_v31_10764]","Marinilactibacillus piezotolerans"
"Methanococcoides burtonii [ref_mOTU_v31_10765]","Methanococcoides burtonii"
"Asticcacaulis taihuensis [ref_mOTU_v31_10766]","Asticcacaulis taihuensis"
"Pseudonocardia ammonioxydans [ref_mOTU_v31_10767]","Pseudonocardia ammonioxydans"
"Psychrobacter alimentarius [ref_mOTU_v31_10768]","Psychrobacter alimentarius"
"Nitrosomonas sp. Is79A3 [ref_mOTU_v31_10769]","Nitrosomonas sp. Is79A3"
"Buchnera aphidicola [ref_mOTU_v31_10770]","Buchnera aphidicola"
"Ferroplasma sp. Type II [ref_mOTU_v31_10771]","Ferroplasma sp. Type II"
"Treponema porcinum [ref_mOTU_v31_10772]","Treponema porcinum"
"Janibacter melonis [ref_mOTU_v31_10773]","Janibacter melonis"
"Bacillus humi [ref_mOTU_v31_10774]","Bacillus humi"
"Pilibacter termitis [ref_mOTU_v31_10775]","Pilibacter termitis"
"Chlamydia felis [ref_mOTU_v31_10776]","Chlamydia felis"
"Methylobacillus flagellatus [ref_mOTU_v31_10777]","Methylobacillus flagellatus"
"Aquimonas voraii [ref_mOTU_v31_10778]","Aquimonas voraii"
"Rubrobacter xylanophilus [ref_mOTU_v31_10779]","Rubrobacter xylanophilus"
"Chelativorans sp. BNC1 [ref_mOTU_v31_10780]","Chelativorans sp. BNC1"
"Salibacterium qingdaonense [ref_mOTU_v31_10781]","Salibacterium qingdaonense"
"Kineococcus radiotolerans [ref_mOTU_v31_10782]","Kineococcus radiotolerans"
"Mycoplasma mobile [ref_mOTU_v31_10783]","[Mycoplasma] mobile"
"Nitrincola lacisaponensis [ref_mOTU_v31_10784]","Nitrincola lacisaponensis"
"Paenibacillus wynnii [ref_mOTU_v31_10785]","Paenibacillus wynnii"
"Natronomonas moolapensis [ref_mOTU_v31_10786]","Natronomonas moolapensis"
"Sporolactobacillus nakayamae [ref_mOTU_v31_10787]","Sporolactobacillus nakayamae"
"Gardnerella vaginalis [ref_mOTU_v31_10788]","Gardnerella vaginalis"
"Anabaena cylindrica [ref_mOTU_v31_10789]","Anabaena cylindrica"
"Leptolyngbya boryana [ref_mOTU_v31_10790]","Leptolyngbya boryana"
"Aeropyrum pernix [ref_mOTU_v31_10791]","Aeropyrum pernix"
"Mycoplasma penetrans [ref_mOTU_v31_10792]","Malacoplasma penetrans"
"Mycoplasma pulmonis [ref_mOTU_v31_10793]","Mycoplasmopsis pulmonis"
"Pyrococcus abyssi [ref_mOTU_v31_10794]","Pyrococcus abyssi"
"Sulfurisphaera tokodaii [ref_mOTU_v31_10795]","Sulfurisphaera tokodaii"
"Thermoplasma acidophilum [ref_mOTU_v31_10796]","Thermoplasma acidophilum"
"Thermoplasma volcanium [ref_mOTU_v31_10797]","Thermoplasma volcanium"
"Wolinella succinogenes [ref_mOTU_v31_10798]","Wolinella succinogenes"
"Microbacterium hydrocarbonoxydans [ref_mOTU_v31_10799]","Microbacterium hydrocarbonoxydans"
"Peptococcus niger [ref_mOTU_v31_10800]","Peptococcus niger"
"Chlorobaculum limnaeum [ref_mOTU_v31_10801]","Chlorobaculum limnaeum"
"uncultured marine group II euryarchaeote [ref_mOTU_v31_10802]","uncultured marine group II euryarchaeote"
"Thermus filiformis [ref_mOTU_v31_10803]","Thermus filiformis"
"Acidobacteriaceae bacterium TAA166 [ref_mOTU_v31_10804]","Acidobacteriaceae bacterium TAA166"
"Bacillus alveayuensis [ref_mOTU_v31_10805]","Bacillus alveayuensis"
"Algoriphagus alkaliphilus [ref_mOTU_v31_10806]","Algoriphagus alkaliphilus"
"Flavobacterium granuli [ref_mOTU_v31_10807]","Flavobacterium granuli"
"Corynebacterium flavescens [ref_mOTU_v31_10808]","Corynebacterium flavescens"
"Rhodoferax fermentans [ref_mOTU_v31_10809]","Rhodoferax fermentans"
"Nostoc sp. PCC 7524 [ref_mOTU_v31_10810]","Nostoc sp. PCC 7524"
"Legionella birminghamensis [ref_mOTU_v31_10811]","Legionella birminghamensis"
"Paraburkholderia caryophylli [ref_mOTU_v31_10812]","Paraburkholderia caryophylli"
"Dechloromonas denitrificans [ref_mOTU_v31_10813]","Dechloromonas denitrificans"
"Magnetovibrio blakemorei [ref_mOTU_v31_10814]","Magnetovibrio blakemorei"
"Geotoga petraea [ref_mOTU_v31_10815]","Geotoga petraea"
"Acidianus manzaensis [ref_mOTU_v31_10816]","Acidianus manzaensis"
"Fructobacillus durionis [ref_mOTU_v31_10817]","Fructobacillus durionis"
"Bizionia paragorgiae [ref_mOTU_v31_10818]","Bizionia paragorgiae"
"Mycobacterium intermedium [ref_mOTU_v31_10819]","Mycobacterium intermedium"
"Leptospira alstonii [ref_mOTU_v31_10820]","Leptospira alstonii"
"Halomonas taeanensis [ref_mOTU_v31_10821]","Halomonas taeanensis"
"Bacillus koreensis [ref_mOTU_v31_10822]","Bacillus koreensis"
"Sanguibacter marinus [ref_mOTU_v31_10823]","Sanguibacter marinus"
"Bacillus subterraneus [ref_mOTU_v31_10824]","Bacillus subterraneus"
"Renibacterium salmoninarum [ref_mOTU_v31_10826]","Renibacterium salmoninarum"
"Methanofollis liminatans [ref_mOTU_v31_10827]","Methanofollis liminatans"
"Acetivibrio ethanolgignens [ref_mOTU_v31_10828]","Acetivibrio ethanolgignens"
"Eubacterium coprostanoligenes [ref_mOTU_v31_10829]","Eubacterium coprostanoligenes"
"Chlorobium phaeobacteroides [ref_mOTU_v31_10830]","Chlorobium phaeobacteroides"
"Chlorobium phaeovibrioides [ref_mOTU_v31_10831]","Chlorobium phaeovibrioides"
"Jannaschia sp. CCS1 [ref_mOTU_v31_10832]","Jannaschia sp. CCS1"
"Prosthecochloris aestuarii [ref_mOTU_v31_10833]","Prosthecochloris aestuarii"
"Methylophaga muralis [ref_mOTU_v31_10834]","Methylophaga muralis"
"Erythrobacter vulgaris [ref_mOTU_v31_10835]","Erythrobacter vulgaris"
"Altererythrobacter troitsensis [ref_mOTU_v31_10836]","Altererythrobacter troitsensis"
"Thiobacillus denitrificans [ref_mOTU_v31_10837]","Thiobacillus denitrificans"
"Symbiobacterium thermophilum [ref_mOTU_v31_10838]","Symbiobacterium thermophilum"
"Cyanobacterium stanieri [ref_mOTU_v31_10839]","Cyanobacterium stanieri"
"Cyanobium gracile [ref_mOTU_v31_10840]","Cyanobium gracile"
"Wolbachia endosymbiont of Brugia malayi [ref_mOTU_v31_10841]","Wolbachia endosymbiont of Brugia malayi"
"[Clostridium] cellulosi [ref_mOTU_v31_10842]",""
"[Clostridium] thermoalcaliphilum [ref_mOTU_v31_10843]",""
"[Clostridium] polysaccharolyticum [ref_mOTU_v31_10844]",""
"Clostridium puniceum [ref_mOTU_v31_10845]","Clostridium puniceum"
"Staphylococcus auricularis [ref_mOTU_v31_10846]","Staphylococcus auricularis"
"Alkaliphilus metalliredigens [ref_mOTU_v31_10847]","Alkaliphilus metalliredigens"
"Nitrobacter vulgaris [ref_mOTU_v31_10848]","Nitrobacter vulgaris"
"Legionella brunensis [ref_mOTU_v31_10849]","Legionella brunensis"
"Anoxybacillus amylolyticus [ref_mOTU_v31_10850]","Anoxybacillus amylolyticus"
"Candidatus Berkiella aquae [ref_mOTU_v31_10851]","Candidatus Berkiella aquae"
"Porphyromonas circumdentaria [ref_mOTU_v31_10852]","Porphyromonas circumdentaria"
"Thermoleophilum album [ref_mOTU_v31_10853]","Thermoleophilum album"
"Mycoplasma canadense [ref_mOTU_v31_10854]","Mycoplasma canadense"
"Mycoplasma gallinaceum [ref_mOTU_v31_10855]","Mycoplasma gallinaceum"
"Mycoplasma gallinarum [ref_mOTU_v31_10856]","Mycoplasmopsis gallinarum"
"Candidatus Hepatoplasma crinochetorum [ref_mOTU_v31_10857]","Candidatus Hepatoplasma crinochetorum"
"Halanaerobium salsuginis [ref_mOTU_v31_10858]","Halanaerobium salsuginis"
"Halomonas subglaciescola [ref_mOTU_v31_10859]","Halomonas subglaciescola"
"Roseivirga echinicomitans [ref_mOTU_v31_10860]","Roseivirga echinicomitans"
"Polaromonas sp. JS666 [ref_mOTU_v31_10861]","Polaromonas sp. JS666"
"Paenibacillus rhizosphaerae [ref_mOTU_v31_10862]","Paenibacillus rhizosphaerae"
"Tateyamaria omphalii [ref_mOTU_v31_10863]","Tateyamaria omphalii"
"Bacillus alkalitelluris [ref_mOTU_v31_10864]","Bacillus alkalitelluris"
"Methanocella paludicola [ref_mOTU_v31_10865]","Methanocella paludicola"
"Algoriphagus locisalis [ref_mOTU_v31_10866]","Algoriphagus locisalis"
"Natronorubrum thiooxidans [ref_mOTU_v31_10867]","Natronorubrum thiooxidans"
"Coprothermobacter proteolyticus [ref_mOTU_v31_10868]","Coprothermobacter proteolyticus"
"Dictyoglomus thermophilum [ref_mOTU_v31_10869]","Dictyoglomus thermophilum"
"Thermomicrobium roseum [ref_mOTU_v31_10870]","Thermomicrobium roseum"
"Streptomyces rubidus [ref_mOTU_v31_10871]","Streptomyces rubidus"
"Streptomyces guanduensis [ref_mOTU_v31_10872]","Streptomyces guanduensis"
"Chryseobacterium soldanellicola [ref_mOTU_v31_10873]","Chryseobacterium soldanellicola"
"Labrenzia alba [ref_mOTU_v31_10874]","Labrenzia alba"
"Candidatus Caldiarchaeum subterraneum [ref_mOTU_v31_10875]","Candidatus Caldiarchaeum subterraneum"
"marine actinobacterium PHSC20C1 [ref_mOTU_v31_10876]","marine actinobacterium PHSC20C1"
"Jannaschia seosinensis [ref_mOTU_v31_10877]","Jannaschia seosinensis"
"Janibacter sp. HTCC2649 [ref_mOTU_v31_10878]","Janibacter sp. HTCC2649"
"Polaribacter irgensii [ref_mOTU_v31_10879]","Polaribacter irgensii"
"Robiginitalea biformata [ref_mOTU_v31_10880]","Robiginitalea biformata"
"Maribacter sp. HTCC2170 [ref_mOTU_v31_10881]","Maribacter sp. HTCC2170"
"Lentisphaera araneosa [ref_mOTU_v31_10882]","Lentisphaera araneosa"
"Erythrobacter litoralis [ref_mOTU_v31_10883]","Erythrobacter litoralis"
"Blastopirellula marina [ref_mOTU_v31_10884]","Blastopirellula marina"
"Yoonia vestfoldensis [ref_mOTU_v31_10885]","Yoonia vestfoldensis"
"Nitrobacter sp. Nb-311A [ref_mOTU_v31_10886]","Nitrobacter sp. Nb-311A"
"Oceanicaulis sp. HTCC2633 [ref_mOTU_v31_10887]","Oceanicaulis sp. HTCC2633"
"Oceanicola granulosus [ref_mOTU_v31_10888]","Oceanicola granulosus"
"Parvularcula bermudensis [ref_mOTU_v31_10889]","Parvularcula bermudensis"
"Salipiger bermudensis [ref_mOTU_v31_10890]","Salipiger bermudensis"
"Rhodobacteraceae bacterium HTCC2083 [ref_mOTU_v31_10891]","Rhodobacteraceae bacterium HTCC2083"
"Maritimibacter alkaliphilus [ref_mOTU_v31_10892]","Maritimibacter alkaliphilus"
"Nitrococcus mobilis [ref_mOTU_v31_10893]","Nitrococcus mobilis"
"Psychromonas sp. CNPT3 [ref_mOTU_v31_10894]","Psychromonas sp. CNPT3"
"Reinekea blandensis [ref_mOTU_v31_10895]","Reinekea blandensis"
"Congregibacter litoralis [ref_mOTU_v31_10896]","Congregibacter litoralis"
"gamma proteobacterium HTCC2207 [ref_mOTU_v31_10897]","gamma proteobacterium HTCC2207"
"Palleronia marisminoris [ref_mOTU_v31_10898]","Palleronia marisminoris"
"Rhodopseudomonas palustris [ref_mOTU_v31_10899]","Rhodopseudomonas palustris"
"Rhodopseudomonas palustris [ref_mOTU_v31_10900]","Rhodopseudomonas palustris"
"Rhodopseudomonas palustris [ref_mOTU_v31_10901]","Rhodopseudomonas palustris"
"Synechococcus sp. RCC307 [ref_mOTU_v31_10902]","Synechococcus sp. RCC307"
"Microbispora sp. ATCC PTA-5024 [ref_mOTU_v31_10903]","Microbispora sp. ATCC PTA-5024"
"Hydrogenovibrio crunogenus [ref_mOTU_v31_10904]","Hydrogenovibrio crunogenus"
"Sphingopyxis alaskensis [ref_mOTU_v31_10905]","Sphingopyxis alaskensis"
"Nostoc sp. PCC 7107 [ref_mOTU_v31_10906]","Nostoc sp. PCC 7107"
"Shewanella denitrificans [ref_mOTU_v31_10907]","Shewanella denitrificans"
"Clostridium sulfidigenes [ref_mOTU_v31_10908]","Clostridium sulfidigenes"
"Pelodictyon luteolum [ref_mOTU_v31_10909]","Pelodictyon luteolum"
"Pediococcus cellicola [ref_mOTU_v31_10910]","Pediococcus cellicola"
"Phenylobacterium immobile [ref_mOTU_v31_10911]","Phenylobacterium immobile"
"Deinococcus geothermalis [ref_mOTU_v31_10912]","Deinococcus geothermalis"
"Beggiatoa leptomitoformis [ref_mOTU_v31_10913]","Beggiatoa leptomitoformis"
"Enterococcus devriesei [ref_mOTU_v31_10914]","Enterococcus devriesei"
"Campylobacter sputorum [ref_mOTU_v31_10915]","Campylobacter sputorum"
"Acidovorax konjaci [ref_mOTU_v31_10916]","Acidovorax konjaci"
"Neoasaia chiangmaiensis [ref_mOTU_v31_10917]","Neoasaia chiangmaiensis"
"Synechococcus sp. WH 7803 [ref_mOTU_v31_10918]","Synechococcus sp. WH 7803"
"Pedosphaera parvula [ref_mOTU_v31_10919]","Pedosphaera parvula"
"Photobacterium ganghwense [ref_mOTU_v31_10920]","Photobacterium ganghwense"
"Cyclobacterium amurskyense [ref_mOTU_v31_10921]","Cyclobacterium amurskyense"
"Shimia marina [ref_mOTU_v31_10922]","Shimia marina"
"Synechococcus sp. JA-3-3Ab [ref_mOTU_v31_10923]","Synechococcus sp. JA-3-3Ab"
"Synechococcus sp. JA-2-3B'a(2-13) [ref_mOTU_v31_10924]","Synechococcus sp. JA-2-3B'a(2-13)"
"Citreimonas salinaria [ref_mOTU_v31_10925]","Citreimonas salinaria"
"Halarsenatibacter silvermanii [ref_mOTU_v31_10926]","Halarsenatibacter silvermanii"
"Nitrobacter hamburgensis [ref_mOTU_v31_10927]","Nitrobacter hamburgensis"
"Nitrobacter winogradskyi [ref_mOTU_v31_10928]","Nitrobacter winogradskyi"
"Methanospirillum hungatei [ref_mOTU_v31_10929]","Methanospirillum hungatei"
"Pelodictyon phaeoclathratiforme [ref_mOTU_v31_10930]","Pelodictyon phaeoclathratiforme"
"Psychroserpens mesophilus [ref_mOTU_v31_10931]","Psychroserpens mesophilus"
"Coxiella endosymbiont of Amblyomma americanum [ref_mOTU_v31_10932]","Coxiella endosymbiont of Amblyomma americanum"
"Shewanella amazonensis [ref_mOTU_v31_10933]","Shewanella amazonensis"
"Sulfurimonas denitrificans [ref_mOTU_v31_10934]","Sulfurimonas denitrificans"
"Chloroflexus aggregans [ref_mOTU_v31_10935]","Chloroflexus aggregans"
"Neisseria animaloris [ref_mOTU_v31_10936]","Neisseria animaloris"
"Demequina aestuarii [ref_mOTU_v31_10938]","Demequina aestuarii"
"Bifidobacterium crudilactis [ref_mOTU_v31_10939]","Bifidobacterium crudilactis"
"Enterococcus aquimarinus [ref_mOTU_v31_10940]","Enterococcus aquimarinus"
"Acaryochloris marina [ref_mOTU_v31_10941]","Acaryochloris marina"
"Neisseria perflava [ref_mOTU_v31_10942]","Neisseria perflava"
"Blattabacterium sp. (Blattella germanica) [ref_mOTU_v31_10943]","Blattabacterium sp. (Blattella germanica)"
"Simkania negevensis [ref_mOTU_v31_10944]","Simkania negevensis"
"Nonlabens spongiae [ref_mOTU_v31_10945]","Nonlabens spongiae"
"Chlorobium phaeobacteroides [ref_mOTU_v31_10946]","Chlorobium phaeobacteroides"
"Pediococcus stilesii [ref_mOTU_v31_10947]","Pediococcus stilesii"
"alpha proteobacterium BAL199 [ref_mOTU_v31_10948]","alpha proteobacterium BAL199"
"Parapedobacter koreensis [ref_mOTU_v31_10949]","Parapedobacter koreensis"
"Bacillus okhensis [ref_mOTU_v31_10950]","Bacillus okhensis"
"Roseivirga spongicola [ref_mOTU_v31_10951]","Roseivirga spongicola"
"Gracilibacillus orientalis [ref_mOTU_v31_10952]","Gracilibacillus orientalis"
"Sporosarcina koreensis [ref_mOTU_v31_10953]","Sporosarcina koreensis"
"Syntrophobacter fumaroxidans [ref_mOTU_v31_10954]","Syntrophobacter fumaroxidans"
"Paracoccus tibetensis [ref_mOTU_v31_10955]","Paracoccus tibetensis"
"Vulcanibacillus modesticaldus [ref_mOTU_v31_10956]","Vulcanibacillus modesticaldus"
"Roseovarius pacificus [ref_mOTU_v31_10957]","Roseovarius pacificus"
"Catenuloplanes japonicus [ref_mOTU_v31_10958]","Catenuloplanes japonicus"
"Rathayibacter tritici [ref_mOTU_v31_10959]","Rathayibacter tritici"
"Pelobacter carbinolicus [ref_mOTU_v31_10960]","Syntrophotalea carbinolica"
"Pelobacter propionicus [ref_mOTU_v31_10961]","Pelobacter propionicus"
"Mycoplasma agassizii [ref_mOTU_v31_10962]","Mycoplasma agassizii"
"Actinobacillus succinogenes [ref_mOTU_v31_10963]","Actinobacillus succinogenes"
"Caryophanon latum [ref_mOTU_v31_10964]","Caryophanon latum"
"Caryophanon tenue [ref_mOTU_v31_10965]","Caryophanon tenue"
"Thiomonas bhubaneswarensis [ref_mOTU_v31_10966]","Thiomonas bhubaneswarensis"
"Paracoccus alcaliphilus [ref_mOTU_v31_10967]","Paracoccus alcaliphilus"
"Chlorobium chlorochromatii [ref_mOTU_v31_10968]","Chlorobium chlorochromatii"
"Actinoalloteichus hymeniacidonis [ref_mOTU_v31_10969]","Actinoalloteichus hymeniacidonis"
"Moraxella caviae [ref_mOTU_v31_10970]","Moraxella caviae"
"Brevinema andersonii [ref_mOTU_v31_10971]","Brevinema andersonii"
"Desulfallas arcticus [ref_mOTU_v31_10972]","Desulfotruncus arcticus"
"Pyrococcus sp. NA2 [ref_mOTU_v31_10973]","Pyrococcus sp. NA2"
"Gimesia maris [ref_mOTU_v31_10974]","Gimesia maris"
"Pseudoxanthomonas dokdonensis [ref_mOTU_v31_10975]","Pseudoxanthomonas dokdonensis"
"Luteibacter yeojuensis [ref_mOTU_v31_10976]","Luteibacter yeojuensis"
"Kutzneria sp. 744 [ref_mOTU_v31_10977]","Kutzneria sp. 744"
"Geobacter pickeringii [ref_mOTU_v31_10978]","Geobacter pickeringii"
"Lactobacillus siliginis [ref_mOTU_v31_10979]","Lactobacillus siliginis"
"Natronomonas pharaonis [ref_mOTU_v31_10980]","Natronomonas pharaonis"
"Thalassotalea agarivorans [ref_mOTU_v31_10981]","Thalassotalea agarivorans"
"Megasphaera paucivorans [ref_mOTU_v31_10982]","Megasphaera paucivorans"
"Rhodobacter sphaeroides [ref_mOTU_v31_10983]","Cereibacter sphaeroides"
"Psychrobacter sp. PRwf-1 [ref_mOTU_v31_10984]","Psychrobacter sp. PRwf-1"
"Halorhodospira halophila [ref_mOTU_v31_10985]","Halorhodospira halophila"
"Desulfotomaculum reducens [ref_mOTU_v31_10986]","Desulforamulus reducens"
"Methanothrix thermoacetophila [ref_mOTU_v31_10987]","Methanothrix thermoacetophila"
"Hahella chejuensis [ref_mOTU_v31_10988]","Hahella chejuensis"
"Alkaliphilus oremlandii [ref_mOTU_v31_10989]","Alkaliphilus oremlandii"
"Roseobacter sp. AzwK-3b [ref_mOTU_v31_10990]","Roseobacter sp. AzwK-3b"
"Methanocella arvoryzae [ref_mOTU_v31_10991]","Methanocella arvoryzae"
"Geobacter uraniireducens [ref_mOTU_v31_10992]","Geotalea uraniireducens"
"Acidothermus cellulolyticus [ref_mOTU_v31_10993]","Acidothermus cellulolyticus"
"Amphritea atlantica [ref_mOTU_v31_10994]","Amphritea atlantica"
"Halobacterium jilantaiense [ref_mOTU_v31_10995]","Halobacterium jilantaiense"
"Thermostaphylospora chromogena [ref_mOTU_v31_10996]","Thermostaphylospora chromogena"
"Chryseobacterium wanjuense [ref_mOTU_v31_10997]","Chryseobacterium wanjuense"
"Albimonas donghaensis [ref_mOTU_v31_10998]","Albimonas donghaensis"
"Dactylosporangium aurantiacum [ref_mOTU_v31_10999]","Dactylosporangium aurantiacum"
"Corynebacterium kutscheri [ref_mOTU_v31_11000]","Corynebacterium kutscheri"
"Psychromonas ingrahamii [ref_mOTU_v31_11001]","Psychromonas ingrahamii"
"Roseiflexus sp. RS-1 [ref_mOTU_v31_11002]","Roseiflexus sp. RS-1"
"Agrobacterium tumefaciens [ref_mOTU_v31_11003]","Agrobacterium tumefaciens"
"Campylobacter hominis [ref_mOTU_v31_11004]","Campylobacter hominis"
"Longilinea arvoryzae [ref_mOTU_v31_11005]","Longilinea arvoryzae"
"Devosia soli [ref_mOTU_v31_11006]","Devosia soli"
"Altererythrobacter epoxidivorans [ref_mOTU_v31_11007]","Altererythrobacter epoxidivorans"
"Terribacillus halophilus [ref_mOTU_v31_11008]","Terribacillus halophilus"
"Spiroplasma cantharicola [ref_mOTU_v31_11009]","Spiroplasma cantharicola"
"Sulfurivirga caldicuralii [ref_mOTU_v31_11010]","Sulfurivirga caldicuralii"
"Pseudomonas pohangensis [ref_mOTU_v31_11011]","Pseudomonas pohangensis"
"Paracoccus homiensis [ref_mOTU_v31_11012]","Paracoccus homiensis"
"Cognatiyoonia koreensis [ref_mOTU_v31_11013]","Cognatiyoonia koreensis"
"Polaromonas naphthalenivorans [ref_mOTU_v31_11014]","Polaromonas naphthalenivorans"
"Ramlibacter tataouinensis [ref_mOTU_v31_11015]","Ramlibacter tataouinensis"
"Loktanella atrilutea [ref_mOTU_v31_11016]","Loktanella atrilutea"
"Pseudonocardia oroxyli [ref_mOTU_v31_11017]","Pseudonocardia oroxyli"
"Phycicoccus jejuensis [ref_mOTU_v31_11018]","Phycicoccus jejuensis"
"Rhodobacterales bacterium HTCC2255 [ref_mOTU_v31_11019]","Rhodobacterales bacterium HTCC2255"
"Microbacterium aurum [ref_mOTU_v31_11021]","Microbacterium aurum"
"Thermofilum pendens [ref_mOTU_v31_11022]","Thermofilum pendens"
"Maledivibacter halophilus [ref_mOTU_v31_11023]","Maledivibacter halophilus"
"Anaerotignum neopropionicum [ref_mOTU_v31_11024]","Anaerotignum neopropionicum"
"Oxobacter pfennigii [ref_mOTU_v31_11025]","Oxobacter pfennigii"
"Thiobacillus denitrificans [ref_mOTU_v31_11026]","Thiobacillus denitrificans"
"Wigglesworthia glossinidia [ref_mOTU_v31_11027]","Wigglesworthia glossinidia"
"Flaviramulus basaltis [ref_mOTU_v31_11028]","Flaviramulus basaltis"
"Pelotomaculum thermopropionicum [ref_mOTU_v31_11029]","Pelotomaculum thermopropionicum"
"Mycolicibacterium rutilum [ref_mOTU_v31_11030]","Mycolicibacterium rutilum"
"Microbacterium pygmaeum [ref_mOTU_v31_11031]","Microbacterium pygmaeum"
"Mastigocoleus testarum [ref_mOTU_v31_11032]","Mastigocoleus testarum"
"Aerococcus suis [ref_mOTU_v31_11033]","Aerococcus suis"
"Rhodobacter sp. SW2 [ref_mOTU_v31_11034]","Rhodobacter sp. SW2"
"Buchnera aphidicola [ref_mOTU_v31_11035]","Buchnera aphidicola"
"Halothermothrix orenii [ref_mOTU_v31_11036]","Halothermothrix orenii"
"Rivularia sp. PCC 7116 [ref_mOTU_v31_11037]","Rivularia sp. PCC 7116"
"Candidatus Baumannia cicadellinicola [ref_mOTU_v31_11038]","Candidatus Palibaumannia cicadellinicola"
"Candidatus Korarchaeum cryptofilum [ref_mOTU_v31_11039]","Candidatus Korarchaeum cryptofilum"
"Janthinobacterium sp. Marseille [ref_mOTU_v31_11040]","Janthinobacterium sp. Marseille"
"Gulbenkiania indica [ref_mOTU_v31_11041]","Gulbenkiania indica"
"Marinobacter gudaonensis [ref_mOTU_v31_11042]","Marinobacter gudaonensis"
"Desulfuromusa kysingii [ref_mOTU_v31_11043]","Desulfuromusa kysingii"
"Halomonas gudaonensis [ref_mOTU_v31_11044]","Halomonas gudaonensis"
"[Clostridium] populeti [ref_mOTU_v31_11045]",""
"Clostridium algidicarnis [ref_mOTU_v31_11046]","Clostridium algidicarnis"
"Candidatus Phytoplasma mali [ref_mOTU_v31_11047]","Candidatus Phytoplasma mali"
"Gemmatimonas aurantiaca [ref_mOTU_v31_11048]","Gemmatimonas aurantiaca"
"Sinomonas atrocyanea [ref_mOTU_v31_11049]","Sinomonas atrocyanea"
"Arthrobacter crystallopoietes [ref_mOTU_v31_11050]","Crystallibacter crystallopoietes"
"Marinobacter pelagius [ref_mOTU_v31_11051]","Marinobacter pelagius"
"Glycomyces sambucus [ref_mOTU_v31_11052]","Glycomyces sambucus"
"Streptomyces alni [ref_mOTU_v31_11053]","Streptomyces alni"
"Methanolobus vulcani [ref_mOTU_v31_11054]","Methanolobus vulcani"
"Herbiconiux ginsengi [ref_mOTU_v31_11055]","Herbiconiux ginsengi"
"Thermocrinis minervae [ref_mOTU_v31_11056]","Thermocrinis minervae"
"Fervidobacterium nodosum [ref_mOTU_v31_11057]","Fervidobacterium nodosum"
"Verrucomicrobiae bacterium DG1235 [ref_mOTU_v31_11058]","Verrucomicrobiae bacterium DG1235"
"Corynebacterium mycetoides [ref_mOTU_v31_11059]","Corynebacterium mycetoides"
"Roseiflexus castenholzii [ref_mOTU_v31_11060]","Roseiflexus castenholzii"
"Erythrobacter sp. JL475 [ref_mOTU_v31_11061]","Erythrobacter sp. JL475"
"Pyrobaculum islandicum [ref_mOTU_v31_11062]","Pyrobaculum islandicum"
"Cryobacterium psychrotolerans [ref_mOTU_v31_11063]","Cryobacterium psychrotolerans"
"Nitratiruptor sp. SB155-2 [ref_mOTU_v31_11064]","Nitratiruptor sp. SB155-2"
"Archaeoglobus sulfaticallidus [ref_mOTU_v31_11065]","Archaeoglobus sulfaticallidus"
"Cyclobacterium lianum [ref_mOTU_v31_11066]","Cyclobacterium lianum"
"Algoriphagus machipongonensis [ref_mOTU_v31_11067]","Algoriphagus machipongonensis"
"Pedobacter rhizosphaerae [ref_mOTU_v31_11068]","Pedobacter rhizosphaerae"
"Yoonia tamlensis [ref_mOTU_v31_11069]","Yoonia tamlensis"
"Desulfallas geothermicus [ref_mOTU_v31_11070]","Desulfoscipio geothermicus"
"Jannaschia pohangensis [ref_mOTU_v31_11071]","Jannaschia pohangensis"
"Actinocatenispora sera [ref_mOTU_v31_11072]","Actinocatenispora sera"
"Kordia algicida [ref_mOTU_v31_11073]","Kordia algicida"
