"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","best_hit_genus","genus_counts","best_hit_species","species_counts","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score"
435590,"Phocaeicola vulgatus",552673,0.0553792768978875,492481.3,0.0493479152766037,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus","Phocaeicola",36,"Phocaeicola vulgatus",14,2,0,0,0,0
537011,"Segatella copri",479358,0.0480329225694354,479290.9,0.0480262002968076,"0","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri","Segatella",1,"Bacteriophage sp.",2,2,0,0,0,0
1150298,"Fusicatenibacter saccharivorans",393664,0.0394461601357946,389806.6,0.0390596366864376,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","Streptococcus",1,"Streptococcus suis",1,1,0,0,0,0
301302,"Roseburia faecis",367109,0.036785279835828,358575.9,0.0359302453138161,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia faecis","Roseburia",1,"uncultured human fecal virus",1,1,0,0,0,0
386585,"Escherichia coli",362923,0.0363658317117211,362920.1,0.0363655383268943,"0","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","Escherichia",37,"Escherichia coli",37,1,0,0,0,0
820,"Bacteroides uniformis",330687,0.0331357003861809,338848.6,0.0339535131874506,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides",17,"Bacteroides uniformis",17,1,0,0,0,0
853,"Faecalibacterium prausnitzii",323537,0.032419251726992,321476.3,0.0322127621402472,"0","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii","Faecalibacterium",13,"Faecalibacterium prausnitzii",1,1,0,0,0,0
28116,"Bacteroides ovatus",315172,0.0315810568970458,292991.2,0.0293584825897959,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides",45,"Bacteroides ovatus",11,1,0,0,0,0
449673,"Bacteroides stercoris",277991,0.027855423666654,272809.7,0.027336239446979,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","Bacteroides",6,"Bacteroides uniformis",2,1,0,0,0,0
823,"Parabacteroides distasonis",269586,0.0270132207323208,268204.3,0.0268747699428383,"0","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","Parabacteroides",38,"Parabacteroides distasonis",21,1,0,0,0,0
484018,"Phocaeicola plebeius",235390,0.023586692291814,229270,0.0229734490399011,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola plebeius","Bacteroides",1,"Bacteriophage sp.",1,1,0,0,0,0
997873,"Bacteroides caccae",224755,0.0225210375379016,226079.5,0.022653751168554,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae","Bacteroides",12,"Bacteroides caccae",33,1,0,0,0,0
239935,"Akkermansia muciniphila",212337,0.0212767215309356,212334.3,0.0212764479994268,"0","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Akkermansia",48,"Akkermansia muciniphila",48,1,0,0,0,0
565042,"Bifidobacterium longum",210702,0.021112890264114,209978,0.0210403482403609,"0","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Bifidobacterium",45,"Bifidobacterium longum",43,1,0,0,0,0
39491,"Agathobacter rectalis",198550,0.019895228151322,195893.4,0.0196290290039837,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter rectalis","Agathobacter",31,"Agathobacter rectalis",31,1,0,0,0,0
818,"Bacteroides thetaiotaomicron",197799,0.0198199759914547,201415.4,0.0201823442473027,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Bacteroides",44,"Bacteroides thetaiotaomicron",38,1,0,0,0,0
649756,"Anaerostipes hadrus",196115,0.019651234796759,196367.2,0.019676508048031,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus","Clostridioides",1,"Bacteriophage sp.",1,1,0,0,0,0
88431,"Dorea longicatena",184349,0.0184722508913022,187510.5,0.0187890427455391,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena","Blautia",1,"Blautia pseudococcoides",1,1,0,0,0,0
622312,"Roseburia inulinivorans",178401,0.0178762457689448,176798.8,0.0177157037645475,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia inulinivorans","Roseburia",1,"Roseburia intestinalis",2,2,0,0,0,0
39488,"Anaerobutyricum hallii",172062,0.0172410614262038,172429.8,0.0172779126086732,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum","Anaerobutyricum hallii","Blautia",1,"[Clostridium] scindens",1,1,0,0,0,0
246787,"Bacteroides cellulosilyticus",156956,0.0157274008044266,157136.4,0.0157454728764197,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides cellulosilyticus","Bacteroides",5,"Bacteroides uniformis",1,1,0,0,0,0
33039,"[Ruminococcus] torques",150316,0.0150620554761728,155532.3,0.0155847404323752,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus] torques","Yersinia",1,"Yersinia ruckeri",1,1,0,0,0,0
46503,"Parabacteroides merdae",148516,0.0148816907787546,149625.6,0.0149928732320471,"0","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae","Parabacteroides",1,"Parabacteroides merdae",39,2,0,0,0,0
515620,"Lachnospira eligens",147361,0.014765956764578,147596.3,0.0147895359745688,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira eligens","Streptococcus",1,"Bacteroides xylanisolvens",1,1,0,0,0,0
470146,"Coprococcus comes",144294,0.0144586353606993,141062.7,0.0141348461155323,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus comes","Lachnoclostridium",1,"[Clostridium] scindens",1,1,0,0,0,0
1121115,"Blautia wexlerae",139979,0.0140262610999441,137670.8,0.0137949782215436,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia wexlerae","Blautia",2,"uncultured human fecal virus",1,1,0,0,0,0
33043,"Coprococcus eutactus",135372,0.0135646276771632,134752.9,0.0135025962569957,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus eutactus","Agathobacter",1,"Agathobacter rectalis",1,1,0,0,0,0
742726,"Barnesiella intestinihominis",133084,0.0133353641062228,130132.8,0.0130396485390488,"0","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis","Phocaeicola",1,"Phocaeicola dorei",1,1,0,0,0,0
411459,"Blautia obeum",129647,0.0129909677367637,128234.4,0.0128494170018664,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia obeum","Blautia",1,"Bacteriophage sp.",1,1,0,0,0,0
272559,"Bacteroides fragilis",120969,0.0121214094899888,122468.8,0.0122716954024617,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","Bacteroides",44,"Bacteroides fragilis",43,1,0,0,0,0
411903,"Collinsella aerofaciens",119064,0.0119305235185545,118951.1,0.0119192116805212,"0","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens","Collinsella",1,"Collinsella aerofaciens",1,1,0,0,0,0
357276,"Phocaeicola dorei",118981,0.0119222067019513,160785.1,0.0161110846442595,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei","Phocaeicola",27,"Phocaeicola dorei",24,1,0,0,0,0
445970,"Alistipes putredinis",114366,0.0114597716582931,115854.8,0.0116089559792131,"0","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis","Alistipes",1,"uncultured bacterium",1,1,0,0,0,0
214856,"Alistipes finegoldii",114206,0.0114437392407448,116038.7,0.0116273834850457,"0","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes finegoldii","Alistipes",2,"Alistipes onderdonkii",2,2,0,0,0,0
536231,"Roseburia intestinalis",112664,0.0112892268166232,116236.9,0.0116472443362058,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia intestinalis","Roseburia",2,"uncultured bacterium",1,1,0,0,0,0
367928,"Bifidobacterium adolescentis",112424,0.0112651781903008,112962.4,0.0113191308288202,"0","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","Bifidobacterium",16,"Bifidobacterium adolescentis",2,1,0,0,0,0
40518,"Ruminococcus bromii",104223,0.0104434165883416,104187.7,0.0104398818446663,"0","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus bromii","Ethanoligenens",1,"Ethanoligenens harbinense",1,1,0,0,0,0
28052,"Lachnospira pectinoschiza",99638,0.00998398762297365,99654,0.00998558997614912,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira pectinoschiza","Butyrivibrio",1,"Lachnospira eligens",1,2,0,0,0,0
