"TaxonomyID","read_count"
435590,5883.78928571429
537011,4935.11666666667
411479,4861.5258963259
449673,3068.46666666667
28116,4806.80028860029
1150298,2631.2
301302,2652.9
300267,2046.1
226186,2724.46349372849
40520,2232.15777777778
515619,3240.75833333333
349741,1852.16097560976
411462,2340.96166666667
435591,2438.87715284715
411469,1937.9
47678,2311.03206793207
206672,1585.96937669377
649756,1484.8
536231,1469.99555555556
515620,1737
411474,1350.29268292683
411460,1310.8
246787,1353.25805860806
411903,1186.24146341463
295405,1722.84167388167
367928,1142
585394,775.813333333333
679935,1019.17575757576
511680,886.6
709991,829
411461,641.087804878049
471875,506.013333333333
NA,473.5
626939,456.188888888889
1550024,465.722222222222
198214,458.6
702459,407.2
745368,354.5
NA,345.1
1384063,422.185094850949
717959,499.1
266264,274
1121101,268.992307692308
411483,268.2
292800,249.741463414634
1384484,243
1051074,236.4
999419,231.5
1304,220.1
762966,193.5
445973,174.4
762982,169
NA,137.2
518635,144
NA,136.1
1069534,132.6
411463,131.933333333333
479437,125.5
568816,130.926829268293
592028,119
NA,115.8
760570,107.5
333849,101.7
657308,106.6
1122981,104.7
NA,106
679190,117.660683760684
NA,89.5
564886,75.7
479436,78
1458465,76.4609756097561
537007,64
901,60
10730,43.5
NA,45.5
518634,42.5888888888889
NA,21.3
334413,20
482822,7.9
1871021,18
763034,19.3
NA,16
1871035,15.2
888743,7.5
1445607,14
563769,14.4
NA,11
566550,11.3
997894,9.2
NA,10
NA,9
742740,10.5
99287,8
NA,8
NA,8
196242,10.8
428127,7.8
68895,7
NA,7
NA,7
NA,7
547042,7.3
1122988,7
742817,7.8
1033732,7
1841865,7
1567486,7
NA,6
NA,6
NA,6
NA,6
NA,6
445972,8.4
411471,6.8
585502,7.8
1437610,6
1121114,5
476272,5.5
NA,5
NA,5
1427517,5
742743,5.5
1035839,5
1211819,5
1650661,5
414970,4.2
1660368,7.2
1123313,4.3
1408437,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
411467,4
1158614,4
478749,4.8
626937,3.9
1160721,4
701347,4
1547597,4
489779,9
1815968,3.1
272563,5
NA,3
1150423,3.2
1447715,3
1122973,3
NA,3
997353,2.2
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
911023,3
927665,3
1203606,3.5
1236509,2.7
NA,3
1437607,3
1437608,3
2585118,2.5
NA,3
1796646,3
1416032,2.5
214092,2
36847,2
626522,2.4
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
411490,2
1150461,3.3
158822,1.7
299766,3.3
NA,2
1300165,2.1
208224,2.3
290052,2.9
518636,2.5
NA,2
1122228,2
875093,2
1121094,2.2
1236508,3.5
1236498,2
1349822,2
1653435,2
1841857,2.5
1852370,2
1891675,1.4
1907654,1.9
1227346,1.7
1041607,1.8
2905959,1.9
55884,1.1
1147152,3
1147157,1
1147153,2
470,1
431947,0.4
NA,1.2
1246,0.2
1377,0.6
1423814,1.2
997352,1.5
411468,0.8
1280689,1
29524,1
1122949,1
NA,1
1236520,1.3
39482,1
3158780,1
411473,1
679200,0.8
1006000,2.3
908937,1.1
1042417,1
435830,0.4
61647,1.9
1044999,1.1
752555,1.2
1130798,0.6
NA,1
NA,1
NA,1
NA,0.5
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
883112,1.1
1050201,0.7
NA,1
1121950,1
862515,1.9
1122987,1
290054,1.1
1410653,0.5
319939,1
334735,1
1122155,2.1
NA,1
NA,1
NA,1.6
742733,1.2
667015,1.2
393278,0.6
1423755,0.9
441769,1.1
1120979,1
1341695,0.9
NA,1
NA,0.7
NA,0.6
604330,1.9
742818,1
1297617,1
1033731,1
2731255,1
1034345,1
NA,1
NA,1
NA,1
1720204,1
1745713,1.2
667120,1
1871018,1
1871111,1
1917880,1.1
1944646,1.1
2681611,6.2
1124655,1
