"TaxonomyID","read_count"
435590,23065.2251874367
411479,21071.4748125633
537011,10264
515619,10017.8714285714
411903,7062.2
367928,6043.6
411483,801.878571428571
449673,140.4
999419,68.2
585394,55.3
511680,40.6
NA,15.2
40520,21
411474,26.5
246787,17.5
292800,22.05
295405,23.75
1123313,7.5
1236513,9.2
435591,23.65
3158780,8.2
796942,6
1211819,8.4
1150298,5
1550024,5.9
1650661,5.3
28116,4
36847,4.8
536231,8.6
NA,5
39482,3.1
679200,4.8
258723,2.5
537007,2.8
1254439,2.5
649756,2
1650663,2
NA,1.4
1604,1.9
709991,1
411463,2.4
155865,0.7
478749,1.1
445972,3.7
290052,3.5
290054,1
667015,1
1121129,1
1349822,1
947969,1
1720200,1
1841865,1
1903263,1.4
