"TaxonomyID","read_count"
28116,3138.03737237702
226186,3052.73324140007
435590,2784.89470338837
246787,2208.87715350877
40520,2284.35714285714
536231,2753.45714285714
449673,1330.62208333333
411479,3526.3514378225
295405,2601.91149243206
1121101,1417.32210526316
709991,1260.5
266264,1250.9
1550024,1186.3
47678,1482.79977923977
411461,1577.55
411469,1101.4
435591,1543.01426126591
537011,1062.24117647059
515619,1209.05714285714
585394,2190.02857142857
198214,919.3
717959,1066.30210526316
1235811,881.4
762982,983.597671568628
745368,896.5
411462,841.7
445973,841.7
411474,853.2
292800,827.5
679935,931.851666666667
1384484,809.6
762966,795.3
479437,1060.45
657308,793.6
515620,1004.8
471875,797.5
511680,736.5
367928,676.086
349741,697
411903,691.7
333849,676.7
411460,670.7
868129,668.5
1501391,647.1
649756,755.4
568816,633.1
760570,613.1
479436,604
1384063,596.5
411463,596
1069534,581.7
702459,585.63
518635,596
1458465,551.5
626939,539.2
1051074,472.3
206672,538.984
518637,475.5
679190,431.14375
1304,357.5
901,259
NA,244.2
NA,203.3
300267,205.5
999419,163
411483,98.5
NA,84.1
334413,79.9
NA,78
NA,68
NA,68.3
537007,61.3
NA,53.9
68895,40
99287,20.6
NA,32
97081,25.8
NA,29
NA,27
547042,57
NA,24
566550,23.3
NA,21
763034,20.9
NA,19
NA,19
564886,12.6
NA,18
NA,17
299766,16.4
445972,19.8
NA,15.1
NA,16
NA,16
203275,11.2
NA,15
585502,15.4
1033731,12.6
NA,14
NA,14
NA,14
NA,14
NA,14
411467,12.8
1841865,12.5
1150423,13
NA,13
NA,13
NA,13
626937,12
1236513,12.9
1547597,13.2
1907654,12
NA,12
NA,12
1427517,12
NA,11
NA,11
NA,11
1445607,11
1871030,5.6
NA,10
NA,10
NA,10
911023,10.4
1437610,10
1035839,8.8
1852370,10
226185,8.2
1410657,9
NA,9
NA,9
NA,9
1033732,9.1
1447715,8
NA,7.5
NA,8
NA,8
NA,8
NA,8
927665,8.1
667015,7.9
1121114,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
1871018,5.4
214092,6
NA,6
NA,6
NA,6
NA,6
NA,6
445975,3.7
478749,5.5
888743,11.8
NA,6
1776384,6
1871021,5.2
1590550,5.3
428127,4.8
NA,5
NA,5
NA,5
997894,5.4
411471,5.2
871963,3.5
290052,4.3
742743,5
1160721,5
196242,6
1147146,1.7
1815968,4.9
1035196,3.4
768486,3.8
272563,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
883077,2.3
1158614,4
888832,3.8
1121094,4.2
701347,3.9
1745713,4
1041607,4.9
563769,9.4
1147152,4
1218112,4.2
NA,2.7
565655,3
39482,3.1
883114,2.2
1242245,3
1044999,3
626522,3.3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
888064,0.9
880074,3
1122988,3
1349822,3
875454,3
1118056,2.5
1384589,3.1
1118057,3
1650661,3
1653435,2.7
1903263,3.2
2681618,1.8
1660368,5
NA,2.2
1601,1.4
1688,2
1234679,2.9
1122949,2.5
1408428,2
1236520,2
1139996,1.2
1006000,2.9
908937,1.7
1158601,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
1423740,0.8
1150461,1.8
1122131,2
NA,1.4
1121950,2.6
1122987,1.5
322095,1.4
518636,2
334735,2
875093,1.7
1121275,0.9
467210,2.4
NA,2
1236498,2
1437608,2
1432052,2
1211813,2
NA,2
1640685,1.5
1769291,2
1796646,2
1871035,2.1
1567486,2
431947,0.5
1267,0.7
742740,3.5
445974,0.6
1423721,1
1423814,0.4
1122973,1
767031,0.5
997352,1.3
873533,1.1
880526,1
428126,1
525919,1
525255,1
36847,1
NA,1.2
1408437,1.1
39950,0.3
1123323,1
44008,1.2
1206781,0.3
476272,1
997353,1.8
60547,1
61652,1.1
1304883,1
76123,1.1
77635,1
1122978,1
1069080,0.9
561180,1
78344,1
82633,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
128780,1
1121925,0.5
1122142,1
1123504,1
161899,0.8
626523,0.7
596154,1
NA,1
NA,0.7
862515,1
1300165,2.6
208224,1.8
1236526,1
1121024,1.8
1410674,1.4
NA,1
NA,1
379893,1.3
1120979,1
NA,1
NA,0.5
1203606,1.3
1122983,1
1121129,1
592050,1
NA,1
NA,2
742817,1.1
679199,1
1437607,1
796334,1
796942,1
2585118,1
444461,0.8
1235834,1.1
1162717,1
1239307,1
947969,1
1118062,0.9
1034345,1
NA,1
1642646,1
1653434,1
1712031,1
1796652,0.8
1816678,3.3
NA,1
1871017,0.8
1871022,2
1944646,1.4
2905959,1.1
155148,1
