"TaxonomyID","read_count"
435590,9890.35014720942
537011,8459.24489795918
411479,6782.68736706842
515619,7810.97592592593
411903,2061.31075268817
445970,2025.4
367928,1941.2
28116,2997.35380423468
449673,1641.00045351474
226186,1927.57441903974
300267,1225.9
40520,1366.24259259259
411462,1210.32150537634
349741,1120.37592592593
206672,1018.51075268817
47678,1328.19005924951
435591,1332.49365318501
411469,1040.65925925926
246787,1163.72735042735
515620,1109
649756,928.803703703704
411474,994.35
536231,910.551851851852
411460,885.994444444445
295405,1131.68674566601
585394,754.375925925926
1550024,655.4
511680,726.525
745368,516.9
709991,508.3
679935,950
717959,486.3
1384063,485.67962962963
411483,414.375925925926
411461,431.156989247312
266264,375.8
1121101,381.408410138249
1051074,367
471875,413.566666666667
1384484,351
292800,360.742592592593
518637,308.9
626939,297.9
1304,287
762966,284.1
198214,309.1
702459,255
762982,256.1
445973,247.1
518635,219.3
NA,203.8
411463,201.475925925926
NA,197.8
1069534,192.5
657308,191.3
568816,180.4
1122992,185.9
999419,179.3
592028,172
479437,164
760570,157.7
333849,147.851851851852
679190,287.207692307692
479436,113
1458465,90.5
537007,87.1277777777778
901,80
NA,75.3
NA,69.9
NA,61
NA,58
NA,53
196242,33
334413,32.9
NA,28
2681611,16.3
NA,17
97081,17.4
547042,39.9
564886,13.1
518634,21
566550,15.4
1121094,11.3
1776384,14
68895,12
NA,12
667015,9.6
NA,11
NA,10
NA,9
NA,9
NA,9
NA,9
1121323,8.6
445972,13.7
1236513,9
1841857,30.7
1841865,8.4
1150423,17
1211819,7.9
1650661,8
1123313,5.3
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
888743,9.2
742733,9
1437610,7
214092,6
428127,7.4
NA,6
NA,6
NA,6
NA,6
478749,5.7
NA,3.9
NA,6.2
1445607,6
1033732,6
1041607,5.3
1567486,6
1218112,4.9
272563,6.8
28141,6.4
476272,4.3
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
1158614,5
1841868,6.5
36847,3.7
1044999,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
299766,3.6
1437607,4
1547597,4
1917878,4
414970,3.6
NA,3.5
1410657,3
411468,2.7
1121114,3
1006000,4.7
82983,3.1
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
1122987,1.9
1300165,3.6
997894,3.9
411471,3
1122991,2.6
888832,4
290052,4.2
927665,3
1427517,3
880074,4.3
1122988,3
NA,2.8
626937,3
1650663,3
1852370,4.3
1871021,3
1227346,2.1
194948,10.8
1590550,3
431947,2
1035196,2.2
1291050,1.9
NA,4.2
99287,2.5
525254,1.8
78344,2.8
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
1122131,1.3
NA,2
208224,1.7
871963,1.5
319939,1.6
334735,2
379893,3.6
742743,2
NA,2.6
NA,2
NA,2
742817,2
1160721,2
NA,2
1745713,2
1907654,2
563769,5.8
553178,1.1
1377,0.6
1121296,1.5
1601,1
1447715,1
1122973,1
997352,0.9
873533,0.3
NA,0.6
NA,0.3
1122993,1.9
880526,2.8
428126,0.6
1408428,1
565655,1.1
1408437,1.2
1242245,1
3158780,1
411473,1.3
641143,1.1
1302863,1
NA,0.4
1171377,0.5
908937,1.2
1300150,1
1245471,0.8
997353,0.9
61647,1.9
1125702,1
626522,1
79604,1
82633,0.6
NA,1.1
NA,1.1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
411490,2.1
NA,1
911023,1
525263,1
NA,0.9
NA,1
1121950,1.7
862515,2.3
225992,0.6
258723,1
1121024,1
322095,1.9
1410674,1.2
327277,0.4
518636,1.1
NA,1.7
NA,0.6
NA,3.2
NA,0.6
1122228,1.2
1388748,1.2
875093,1.1
1121275,1.1
NA,1
467210,1
NA,0.6
NA,0.6
1121129,1
1121866,1
NA,1
NA,1
604330,1
742818,1
796334,1
796942,1
1349822,1
2585118,1
1129897,1
701347,1
1348253,1
NA,1
1653435,1
1723382,0.7
667120,1.7
2897707,1.2
1852362,1
1870997,1.1
1944646,1
NA,1
2681618,0.7
2681626,1
379329,1.6
929814,1
1150869,1
1660368,1
432201,1
1815968,1.2
