"TaxonomyID","read_count"
435590,24951.6688872927
537011,23664.3
411479,18433.0541896304
515619,4596.81428571429
411903,2714.6
367928,2556.5
411483,1422.83333333333
657308,22
585394,45.3285714285714
511680,38.1333333333333
292800,60.8904761904762
NA,16.1
301302,20.2
1123313,13.3
999419,13.4
796942,13
246787,19.105
435591,34.1719230769231
1211819,8.8
1121323,6.7
537007,4.8
36847,7.2
3158780,6
536231,9.2
NA,6.7
1384063,5
411463,5.6
476272,4.7
1121094,6.3
295405,4
411474,4.5
1150298,4
1650663,4.6
679200,7
1650661,3.6
1871018,5.4
411460,0.6
411467,2.2
478749,2.2
649756,2.3
1903263,2.2
698758,1
1291050,0.4
431943,0.6
1604,1.4
NA,0.5
411468,1.2
39482,1.3
NA,1.1
449673,1
1125702,1
445972,3.1
290054,1
717959,1
547042,6
NA,1
1123075,1.9
762966,1.7
1236513,1
1871021,1
