"TaxonomyID","read_count"
537011,50262.3247058824
435590,13716.3888235294
411479,8895.43647058824
515619,4966.3383625731
411903,2987.7
445970,2894.9
367928,2824.4
411483,675.440248538012
536231,51.3680555555556
657308,42.3
411474,23.8
585394,41.9
292800,29.2033333333333
511680,27.75
999419,20.8
1650661,9.3
39482,7.2
1871018,5.7
1123313,8.7
3158780,6
246787,6
1121094,7
28116,4
NA,3.7
796942,4
1236513,4
1211819,4.6
435591,3.95
428127,4.9
476272,3
717959,3.1
762966,2.4
1150298,3
1650663,3.9
556268,2
1291050,1.3
NA,1.8
1254439,2.7
NA,2.6
NA,1.8
290054,2
1550024,3.4
1796620,2
869209,1
431943,0.5
411460,0.6
36847,2.1
411463,8.4
679200,3
1125702,1
411467,1.3
927665,1
547042,1.1
