"TaxonomyID","read_count"
537011,25216.1
435590,20519.3446808511
411479,17791.0553191489
515619,7591.56
411903,4509.2
367928,4251
411483,1007.1
449673,82.5
657308,43.9
511680,36.8
301302,24.9
40520,35.4
585394,35.82
NA,16.5
1550024,12.9
226186,32.2
246787,13
NA,11.5
679200,8.1
292800,18.22
796942,7
1211819,7.3
411474,6
36847,6.3
1236513,6
1123313,5.9
NA,3.9
536231,5.9
1650661,4.4
3158780,4
445972,7.9
717959,4
1650663,4.3
1871021,6.3
431947,3
435591,10.1
537007,3.8
39482,2.1
258723,1
NA,1
264731,0.6
742740,5.6
394503,0.4
1121296,2.4
1423721,0.4
1604,1.3
28116,1
428127,2
1384063,1
566550,1
NA,1.7
742733,0.5
1123075,0.7
1203606,1
1121129,1
649756,1
1720313,2
1903263,1.1
