species,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_50_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_50_noerr
Desulfomicrobium baculatum,2,4,6,6,4,NA,4,4
Desulfomicrobium orale,1,4,5,1,3,2,3,7
Desulfomonile tiedjei,3,3,1,2,3,2,3,1
Desulfosporosinus acidiphilus,2,1,NA,2,3,6,NA,3
Desulfosporosinus meridiei,2,1,1,3,4,4,3,5
Desulfosporosinus orientis,NA,NA,2,1,3,6,6,4
Desulfotalea psychrophila,3,1,3,NA,5,1,2,NA
Desulfofarcimen acetoxidans,3,3,4,2,4,6,7,3
Desulfoscipio gibsoniae,2,9,5,5,4,5,6,6
Desulfofundulus kuznetsovii,3,6,8,5,3,1,2,1
Desulfotomaculum nigrificans,1,1,NA,2,2,NA,1,2
Desulforamulus reducens,2,NA,3,3,2,2,5,6
Desulforamulus ruminis,1,8,4,2,6,3,6,8
Desulfovibrio,NA,1,NA,1,NA,NA,NA,1
Pseudodesulfovibrio aespoeensis,5,8,2,5,2,3,6,5
Desulfocurvibacter africanus,4,6,6,5,4,3,3,3
Oleidesulfovibrio alaskensis,7,8,6,9,5,2,5,2
Desulfovibrio desulfuricans,5,6,5,10,8,18,30,11
Desulfovibrio fairfieldensis,7,5,4,4,6,15,46,11
Solidesulfovibrio magneticus,7,14,6,9,3,8,12,2
Maridesulfovibrio salexigens,2,2,6,8,3,5,2,1
Desulfovibrio sp. J2,6,6,10,2,2,6,3,5
Nitratidesulfovibrio vulgaris,14,16,13,16,8,11,34,17
Desulfovibrionaceae,NA,NA,NA,1,NA,NA,NA,NA
Desulfurella acetivorans,1,1,NA,NA,2,1,4,NA
Desulfurispirillum indicum,3,5,5,9,3,1,4,3
Desulfurivibrio,NA,1,NA,NA,NA,NA,NA,NA
Desulfurivibrio alkaliphilus,4,5,10,9,2,1,4,2
Desulfurobacterium thermolithotrophum,NA,1,NA,4,1,2,4,NA
Desulfurococcus amylolyticus,1,NA,NA,NA,NA,NA,NA,NA
Desulfurococcus mucosus,NA,NA,NA,NA,NA,NA,NA,1
Desulfuromonas,NA,NA,2,NA,NA,NA,1,NA
Desulfuromonas soudanensis,3,7,6,3,3,4,1,2
Desulfuromonas sp. DDH964,8,9,3,5,4,3,3,3
Devosia sp. A16,7,9,1,3,4,3,3,3
Devosia sp. H5989,3,6,10,6,2,3,2,4
Dialister pneumosintes,1,NA,3,NA,2,4,8,3
Diatraea saccharalis granulovirus,NA,NA,NA,1,2,NA,NA,1
Dichelobacter nodosus,NA,NA,NA,2,1,1,1,1
Dickeya dadantii,2,3,4,3,2,3,2,1
Dickeya solani,1,3,8,5,4,5,3,2
Dickeya zeae,4,7,5,6,8,4,5,3
Dictyoglomus thermophilum,2,1,1,2,4,1,4,1
Dictyoglomus turgidum,NA,NA,NA,1,2,NA,3,NA
Dinoroseobacter shibae,1,1,1,2,2,2,1,3
Dokdonella koreensis,3,4,5,5,1,2,4,5
Dokdonia donghaensis,2,1,NA,2,6,NA,3,NA
Dokdonia sp. 4H-3-7-5,3,2,1,NA,8,NA,2,3
Dokdonia sp. MED134,NA,NA,NA,1,2,1,NA,NA
Draconibacterium orientale,16,14,15,16,19,9,18,9
Dyadobacter fermentans,7,8,6,10,9,3,8,8
Dyella,NA,NA,1,NA,NA,NA,NA,NA
Dyella japonica,9,4,6,8,4,1,3,1
Dyella jiangningensis,8,4,5,2,2,1,2,4
Dyella thiooxydans,8,5,8,3,NA,1,4,6
Echinicola vietnamensis,10,6,12,11,12,5,4,6
Ectothiorhodospira,NA,1,NA,NA,NA,NA,NA,NA
Ectothiorhodospira sp. BSL-9,6,6,1,8,1,1,1,7
Ectothiorhodospiraceae,NA,NA,NA,1,NA,NA,NA,NA
Edwardsiella
 
 <enterobacteria>
 
,NA,NA,NA,NA,NA,1,1,1
Edwardsiella anguillarum,4,1,4,8,NA,3,9,6
Edwardsiella hoshinae,1,4,2,5,3,2,1,4
Edwardsiella ictaluri,1,NA,3,7,1,2,2,NA
Edwardsiella piscicida,2,1,2,4,NA,1,NA,3
Edwardsiella sp. EA181011,NA,4,4,5,NA,2,2,1
Edwardsiella tarda,6,5,7,9,4,3,4,5
Eggerthella,NA,NA,NA,1,NA,NA,NA,1
Eggerthella lenta,17,48,69,35,76,190,1045,247
Eggerthella sp. YY7918,4,17,22,15,10,30,58,30
Ehrlichia canis,NA,NA,1,NA,NA,NA,NA,NA
Ehrlichia chaffeensis,2,NA,NA,NA,NA,NA,NA,NA
Ehrlichia muris,1,2,NA,1,1,NA,NA,NA
Ehrlichia ruminantium,1,1,NA,1,3,1,NA,NA
Ehrlichia sp. HF,NA,NA,NA,NA,NA,1,NA,1
Elephant endotheliotropic herpesvirus 4,NA,NA,NA,NA,NA,1,NA,NA
Elizabethkingia anophelis,7,5,4,4,4,7,4,8
Elizabethkingia miricola,6,1,3,NA,7,7,9,10
Elusimicrobium minutum,1,3,NA,1,4,NA,NA,4
Emticicia oligotrophica,12,8,4,7,6,3,3,3
Endomicrobium proavitum,1,NA,2,1,NA,3,1,NA
endosymbiont of Acanthamoeba sp. UWC8,2,NA,NA,NA,2,4,4,NA
endosymbiont of unidentified scaly snail isolate Monju,3,5,4,6,1,4,1,5
Ensifer adhaerens,3,5,2,9,3,1,2,5
Enterobacter,1,2,NA,NA,1,NA,NA,1
Enterobacter asburiae,9,13,6,8,7,9,13,15
Enterobacter cloacae,20,20,10,6,20,29,44,36
Enterobacter hormaechei subsp. hoffmannii,4,5,2,3,4,6,10,6
Enterobacter roggenkampii,NA,5,3,4,2,4,2,5
Enterobacter roggenkampii,3,6,4,4,5,5,12,6
Enterobacter hormaechei,9,8,5,7,7,12,13,7
Enterobacter kobei,1,3,2,2,5,4,2,4
[Enterobacter] lignolyticus,3,6,6,7,4,3,5,4
Enterobacter ludwigii,4,6,1,2,1,1,4,NA
Enterobacter phage CC31,NA,NA,1,NA,NA,NA,NA,NA
Enterobacter sp. 638,2,2,3,3,4,2,4,1
Enterobacter sp. E20,5,3,1,2,2,3,2,4
Enterobacter sp. FY-07,1,1,2,4,3,3,1,NA
Enterobacter sp. HK169,4,3,1,4,1,2,1,5
Enterobacter sp. ODB01,2,3,2,3,3,4,1,5
Enterobacter sp. R4-368,2,2,3,3,7,3,3,7
Enterobacter xiangfangensis,5,1,3,7,3,3,4,2
Enterobacteria phage 933W,NA,NA,NA,NA,15,51,17,18
Enterobacteria phage BP-4795,NA,NA,NA,NA,5,27,5,16
Enterobacteria phage cdtI,NA,NA,NA,NA,2,3,1,1
Enterobacteria phage HK106,NA,NA,NA,NA,1,NA,NA,1
Enterobacteria phage HK544,NA,NA,NA,NA,NA,NA,NA,1
Enterobacteria phage HK629,NA,NA,NA,NA,2,1,NA,1
Enterobacteria phage HK630,NA,NA,NA,NA,2,1,NA,1
Enterobacteria phage mEp235,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage mEp460,NA,NA,NA,NA,1,2,NA,NA
Enterobacteria phage Min27,NA,NA,NA,NA,12,42,14,15
Enterobacteria phage P88,NA,NA,NA,NA,1,1,1,1
Enterobacteria phage phiK,NA,NA,NA,NA,NA,NA,1,1
Pseudotevenvirus RB16,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage RB43,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage St-1,NA,NA,NA,NA,NA,NA,1,1
Enterobacteria phage VT2-Sakai,NA,NA,NA,NA,14,60,17,19
Enterobacteria phage VT2phi_272,NA,NA,NA,NA,11,39,11,14
Enterobacteria phage YYZ-2008,NA,NA,NA,NA,15,48,11,27
Enterobacteriaceae,NA,NA,3,NA,NA,1,2,NA
Enterobacteriaceae bacterium strain FGI 57,5,3,3,5,3,1,NA,3
Enterococcus casseliflavus,4,3,1,2,1,2,5,2
Enterococcus durans,NA,NA,NA,NA,2,3,14,5
Enterococcus faecalis,6,8,10,5,5,14,29,14
Enterococcus faecium,11,18,22,30,57,128,793,188
Enterococcus gallinarum,4,1,NA,1,4,2,6,3
Enterococcus hirae,1,1,NA,3,3,1,13,4
Enterococcus mundtii,1,2,NA,2,3,5,9,10
Enterococcus phage Ec-ZZ2,NA,NA,1,NA,NA,NA,NA,NA
Enterococcus phage IME-EF4,NA,NA,1,NA,NA,NA,NA,NA
Enterococcus phage IME-EFm1,NA,NA,NA,NA,NA,1,NA,NA
Enterococcus phage phiFL1A,NA,NA,NA,NA,1,NA,NA,NA
Enterococcus phage phiFL2A,NA,NA,NA,NA,1,NA,NA,NA
Enterococcus phage phiFL3A,NA,NA,NA,NA,1,NA,NA,NA
Equid herpesvirus 5,NA,NA,NA,NA,NA,NA,1,NA
Erwinia,NA,1,NA,NA,NA,NA,NA,NA
Erwinia amylovora,1,NA,NA,NA,1,NA,NA,2
Erwinia billingiae,7,8,1,6,6,2,4,5
Erwinia gerundensis,3,3,5,4,6,2,1,3
Erwinia phage phiEaH2,NA,NA,NA,NA,NA,NA,1,NA
Erwinia pyrifoliae,1,NA,1,NA,3,1,NA,5
Erwinia sp. Ejp617,1,NA,NA,1,5,NA,NA,3
Erwinia tasmaniensis,NA,NA,4,1,2,2,4,4
Erysipelothrix rhusiopathiae,1,1,1,1,1,5,5,6
Erysipelothrix sp. LV19,NA,1,NA,NA,3,4,7,3
Erysipelotrichaceae bacterium I46,9,8,4,10,34,75,61,48
Erythrobacter,NA,1,NA,NA,NA,NA,NA,NA
Erythrobacter atlanticus,3,1,NA,2,NA,1,1,1
Erythrobacter litoralis,5,4,6,7,5,NA,2,6
Escherichia albertii,NA,3,1,2,16,43,16,32
Escherichia coli,16,14,11,12,1395,3597,1630,2228
Escherichia fergusonii,4,8,3,7,25,55,20,37
Escherichia phage 121Q,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage P13374,NA,NA,NA,NA,6,19,5,2
Escherichia phage PA2,NA,NA,NA,NA,10,40,11,13
Escherichia phage phi191,NA,NA,NA,NA,6,16,4,3
Escherichia phage TL-2011b,NA,NA,NA,NA,NA,NA,NA,1
Escherichia phage TL-2011c,NA,NA,NA,NA,5,19,10,6
Escherichia Stx1 converting phage,NA,NA,NA,NA,14,57,20,25
Shamshuipovirus HK022,NA,NA,NA,NA,NA,NA,1,NA
Byrnievirus HK97,NA,NA,NA,NA,1,NA,NA,1
Lambdavirus lambda,NA,NA,NA,NA,2,1,NA,1
Ethanoligenens,NA,NA,NA,1,NA,NA,NA,1
Ethanoligenens harbinense,24,42,32,54,9,22,11,24
Eubacterium limosum,14,22,12,19,19,70,43,47
Exiguobacterium antarcticum,1,1,1,NA,1,3,2,1
Exiguobacterium artemiae,NA,4,2,2,4,2,5,3
Exiguobacterium sp. AT1b,NA,3,1,1,2,NA,4,2
Exiguobacterium sp. MH3,NA,3,NA,NA,1,2,3,3
Exiguobacterium sp. U13-1,NA,1,NA,NA,2,2,NA,3
Faecalibaculum rodentium,4,14,12,12,6,6,5,12
Falconid herpesvirus 1,NA,NA,NA,NA,NA,1,NA,NA
Fermentimonas caenicola,25,18,10,14,28,12,9,6
Ferret papillomavirus,NA,NA,NA,NA,NA,NA,1,NA
Ferrimonas balearica,7,2,8,8,2,3,3,4
Ferroglobus placidus,NA,1,NA,2,1,NA,3,NA
Ferroplasma acidarmanus,2,1,NA,NA,NA,NA,2,NA
Fervidobacterium islandicum,NA,NA,NA,1,2,1,NA,1
Fervidobacterium nodosum,1,2,NA,NA,3,1,1,1
Fervidobacterium pennivorans,2,1,3,1,NA,1,2,NA
Fibrobacter succinogenes,13,10,4,18,12,6,6,4
Fictibacillus arsenicus,1,2,NA,2,5,5,5,7
Fictibacillus phosphorivorans,NA,2,3,NA,NA,2,4,3
Filifactor alocis,2,NA,1,1,1,7,10,4
Fimbriimonas ginsengisoli,NA,2,NA,1,4,4,1,2
Finegoldia magna,2,2,2,2,28,79,316,111
Fischerella sp. NIES-3754,3,1,1,NA,2,NA,3,1
Flammeovirga sp. MY04,10,9,8,4,8,6,10,3
Flammeovirgaceae bacterium 311,12,12,6,14,12,8,2,11
Flavisolibacter sp. LCS9,13,6,1,7,10,4,3,3
Flavobacteriaceae bacterium 3519-10,5,NA,4,1,2,2,5,2
Flavobacterium branchiophilum,5,5,1,2,3,4,3,2
Flavobacterium columnare,9,7,4,9,9,4,2,11
Flavobacterium gilvum,5,7,4,7,9,8,5,4
Flavobacterium indicum,2,NA,3,2,NA,5,1,3
Flavobacterium johnsoniae,12,15,11,20,21,12,8,5
Flavobacterium psychrophilum,12,4,2,3,17,2,2,3
Flavobacterium sp. LPB0076,1,1,NA,1,5,NA,1,4
Flavobacterium sp. PK15,2,4,4,3,7,5,4,3
Flavonifractor plautii,78,118,99,137,161,295,924,427
Bernardetia litoralis,3,2,2,2,1,NA,3,1
Flexistipes sinusarabici,NA,1,1,1,1,5,2,1
Fluviicola taffensis,6,4,3,4,8,2,1,2
Formosa sp. Hel1_33_131,3,2,1,1,7,4,3,1
Formosa sp. Hel3_A1_48,1,1,NA,NA,2,3,2,1
Francisella noatunensis,NA,NA,NA,NA,NA,3,1,NA
Francisella persica,NA,1,2,NA,NA,1,1,NA
Francisella philomiragia,4,NA,NA,2,1,8,4,5
Francisella sp. FSC1006,1,1,3,2,2,2,4,2
Francisella sp. TX077308,3,NA,NA,NA,NA,1,2,1
Francisella tularensis,1,2,2,NA,4,5,5,6
Frankia alni,1,4,3,4,NA,1,3,5
Frankia casuarinae,1,3,1,3,1,NA,1,2
Frankia inefficax,7,6,6,1,3,3,4,3
Frankia sp. EAN1pec,3,4,5,6,1,NA,4,1
Frankia symbiont of Datisca glomerata,NA,4,1,2,1,5,NA,1
Frateuria aurantia,NA,3,1,7,1,4,1,3
Frischella perrara,1,NA,1,NA,1,NA,4,1
Frondihabitans sp. PAMC 28766,1,2,NA,1,1,1,2,2
Fusobacterium hwasookii,1,4,4,1,2,7,5,7
Fusobacterium nucleatum,5,5,7,4,12,21,13,14
Gallibacterium anatis,3,3,1,2,4,3,1,NA
Gallionella capsiferriformans,2,2,4,5,3,3,NA,5
gamma proteobacterium HdN1,3,1,5,3,2,NA,3,2
Gammaproteobacteria bacterium TR3.2,3,4,10,3,3,3,2,3
Gardnerella vaginalis,3,5,2,5,NA,3,2,1
Geitlerinema sp. PCC 7407,4,5,4,1,4,4,1,1
Gemella sp. oral taxon 928,3,1,1,2,1,5,3,4
Geminocystis sp. NIES-3708,1,2,1,1,NA,1,3,1
Geminocystis sp. NIES-3709,2,NA,NA,1,5,2,3,NA
Gemmatimonas aurantiaca,10,6,3,2,9,NA,2,2
Geoalkalibacter subterraneus,5,4,5,5,1,3,2,2
Geobacillus,NA,NA,NA,NA,NA,NA,1,NA
Geobacillus kaustophilus,1,1,2,NA,1,2,4,4
Geobacillus sp. 12AMOR1,3,2,1,1,3,3,4,4
Geobacillus sp. C56-T3,3,3,1,3,4,3,1,2
Geobacillus sp. GHH01,1,2,2,1,2,2,2,6
Geobacillus sp. JF8,3,1,2,NA,2,1,1,2
Geobacillus sp. JS12,1,3,4,1,2,2,1,4
Geobacillus sp. LC300,4,2,1,2,2,1,3,5
Geobacillus sp. WCH70,2,NA,1,1,2,2,2,4
Geobacillus sp. Y4.1MC1,NA,NA,NA,1,1,3,4,NA
Geobacillus sp. Y412MC52,3,2,NA,1,3,3,2,4
Geobacillus sp. Y412MC61,3,1,NA,2,4,3,1,4
Geobacillus stearothermophilus,1,3,1,NA,2,2,2,6
Geobacillus subterraneus,5,NA,2,4,4,1,3,2
Geobacillus thermodenitrificans,NA,1,3,NA,1,4,2,4
Geobacillus thermoleovorans,3,1,2,1,4,1,3,3
Geobacter,NA,2,1,NA,NA,NA,NA,NA
Geobacter anodireducens,6,7,3,10,4,5,2,4
Citrifermentans bemidjiense,6,10,4,12,2,3,5,4
Geotalea daltonii,2,4,5,6,2,3,3,5
Trichlorobacter lovleyi,3,7,8,3,1,3,2,8
Geobacter metallireducens,4,6,4,11,2,3,2,1
Geobacter pickeringii,5,7,8,2,4,3,3,3
Geobacter sp. M18,4,13,7,10,2,1,6,7
Geobacter sp. M21,8,10,6,7,5,7,4,4
Geobacter sulfurreducens,1,4,5,6,3,2,3,6
Geotalea uraniireducens,5,8,7,9,5,1,6,6
Geodermatophilus,1,NA,NA,NA,1,NA,NA,NA
Geodermatophilus obscurus,5,3,3,4,1,NA,4,3
Geoglobus acetivorans,4,NA,NA,NA,NA,NA,NA,1
Geoglobus ahangari,NA,1,NA,NA,NA,1,NA,1
Geosporobacter ferrireducens,2,2,NA,3,7,14,11,10
Gilliamella apicola,1,1,2,4,1,1,1,3
Brumicola nitratireducens,1,NA,NA,1,5,2,NA,1
Glaciecola sp. 4H-3-7+YE-5,1,NA,NA,NA,2,1,NA,1
Gloeobacter kilaueensis,2,4,2,4,3,1,1,4
Gloeobacter violaceus,4,3,2,6,2,4,NA,1
Gloeocapsa sp. PCC 7428,NA,1,1,NA,3,1,1,1
Glossina pallidipes salivary gland hypertrophy virus,1,1,NA,NA,NA,NA,NA,NA
Gluconacetobacter diazotrophicus,3,6,4,5,2,1,2,3
Gluconobacter oxydans,9,6,10,7,9,2,5,2
Glutamicibacter arilaitensis,4,2,3,4,1,2,NA,6
Golden mussel marseillevirus,NA,NA,NA,NA,NA,1,NA,NA
Gordonia
 
 <eudicots>
 
,NA,NA,1,NA,NA,NA,NA,NA
Gordonia bronchialis,4,2,6,1,1,1,2,1
Gordonia phage Emalyn,NA,1,1,NA,NA,NA,NA,NA
Gordonia phage KatherineG,NA,NA,NA,NA,NA,NA,1,NA
Gordonia phage Remus,NA,NA,NA,NA,NA,NA,1,NA
Gordonia phage Rosalind,NA,NA,NA,NA,NA,NA,1,NA
Gordonia phage Soups,NA,NA,NA,NA,NA,NA,1,NA
Gordonia polyisoprenivorans,2,3,8,1,3,1,NA,3
Gordonia sp. KTR9,4,7,5,3,1,2,3,1
Gordonia sp. QH-11,6,4,3,3,1,NA,3,4
Gordonia terrae,3,9,2,6,3,2,2,3
Gottschalkia acidurici,4,4,5,1,2,3,6,4
Christiangramia forsetii,4,3,2,1,6,4,5,3
Granulibacter bethesdensis,3,7,6,4,5,NA,1,3
Granulicella mallensis,2,4,11,7,5,NA,4,3
Granulicella tundricola,1,1,1,1,1,1,1,4
Grapevine leafroll-associated virus 13,NA,NA,NA,1,NA,NA,NA,NA
Grimontia hollisae,3,2,1,4,2,NA,2,6
Gynuella sunshinyii,3,1,2,7,NA,NA,NA,1
Haematospirillum jordaniae,NA,2,NA,2,NA,1,1,NA
Haemophilus influenzae,5,4,2,3,5,5,5,2
Haemophilus parainfluenzae,1,NA,1,2,NA,2,1,NA
Hafnia alvei,1,1,3,3,3,7,7,5
Hahella chejuensis,4,1,4,6,1,1,NA,3
Halalkalicoccus jeotgali,NA,2,2,NA,NA,NA,1,NA
Halanaerobium hydrogeniformans,NA,NA,1,NA,2,NA,4,1
Halanaerobium praevalens,1,1,4,3,4,2,5,3
Haliangium ochraceum,14,6,10,9,4,7,9,6
Haliscomenobacter hydrossis,12,11,10,14,11,5,5,6
Haloarcula hispanica,1,NA,NA,NA,NA,NA,NA,NA
Haloarcula marismortui,NA,1,1,NA,1,1,1,1
Haloarcula sp. CBA1115,NA,1,NA,NA,NA,NA,NA,1
Halobacillus halophilus,1,1,2,NA,1,3,4,NA
Halobacteriovorax marinus,1,NA,1,NA,2,3,NA,NA
Halobacterium hubeiense,2,3,1,3,NA,NA,NA,2
Halobacterium salinarum,NA,NA,1,2,NA,1,NA,2
Halobacterium sp. DL1,1,2,4,2,NA,NA,NA,NA
Halobacteroides halobius,NA,1,NA,1,1,2,NA,1
Halocynthiibacter arcticus,2,NA,NA,NA,NA,NA,1,NA
Haloferax gibbonsii,2,NA,NA,4,2,1,NA,NA
Haloferax mediterranei,NA,NA,1,2,3,NA,1,NA
Haloferax volcanii,1,NA,2,5,NA,1,NA,1
Halogeometricum borinquense,1,2,NA,3,NA,1,1,NA
Halomicrobium mukohataei,NA,NA,3,1,NA,NA,1,1
Halomonas campaniensis,2,1,NA,1,1,1,NA,1
Halomonas chromatireducens,4,4,9,5,4,4,3,NA
Halomonas elongata,6,4,6,8,1,3,3,2
Halomonas huangheensis,NA,2,4,1,NA,1,1,4
Halomonas sp. KO116,4,1,5,4,2,2,2,2
halophilic archaeon DL31,NA,NA,NA,NA,1,NA,NA,NA
Halopiger xanaduensis,1,NA,2,1,NA,NA,1,2
Haloquadratum walsbyi,2,NA,NA,NA,NA,NA,NA,3
Halorhabdus tiamatea,1,NA,2,NA,NA,2,NA,NA
Halorhabdus utahensis,1,3,1,1,1,1,NA,1
Halorhodospira halophila,1,3,3,2,1,NA,3,1
Halorubrum lacusprofundi,1,1,NA,NA,NA,1,1,1
Halostagnicola larsenii,NA,2,2,1,NA,1,NA,1
Halotalea alkalilenta,8,3,4,3,2,3,1,3
Haloterrigena turkmenica,NA,1,NA,1,NA,1,NA,NA
Halothece sp. PCC 7418,NA,1,2,NA,NA,1,NA,1
Halothermothrix orenii,1,1,NA,NA,1,2,1,3
Halothiobacillus neapolitanus,4,1,2,2,2,1,NA,1
Halothiobacillus sp. LS2,4,1,3,4,NA,3,2,3
Halovirus HGTV-1,NA,NA,1,NA,NA,NA,NA,NA
Halovirus HHTV-1,NA,NA,1,1,NA,NA,NA,NA
Helicobacter acinonychis,NA,NA,NA,1,NA,2,NA,NA
Helicobacter cetorum,1,NA,NA,NA,1,2,1,NA
Helicobacter cinaedi,1,1,NA,NA,NA,NA,1,NA
Helicobacter felis,NA,NA,NA,NA,3,NA,NA,1
Helicobacter hepaticus,1,1,NA,NA,1,NA,2,NA
Helicobacter himalayensis,2,NA,NA,1,NA,NA,NA,NA
Helicobacter mustelae,NA,1,NA,1,NA,1,1,NA
Helicobacter pylori,4,3,3,3,4,4,7,3
Helicobacter sp. MIT 01-6242,5,NA,1,1,3,2,NA,1
Helicobacter typhlonius,NA,NA,NA,1,1,NA,1,NA
Heliomicrobium modesticaldum,2,6,6,4,5,3,5,8
Herbaspirillum,NA,NA,1,NA,NA,NA,NA,NA
Herbaspirillum hiltneri,8,4,3,7,8,1,4,5
Herbaspirillum rubrisubalbicans,5,5,13,8,3,2,5,2
Herbaspirillum seropedicae,7,9,7,11,4,2,8,3
Herminiimonas arsenicoxydans,1,3,3,2,NA,1,3,2
Hippea maritima,NA,NA,1,NA,2,1,1,1
Hirschia baltica,2,4,2,2,NA,NA,NA,3
Histophilus somni,6,2,1,3,1,2,NA,1
Hoeflea sp. IMCC20628,2,1,1,3,1,3,2,NA
Homo sapiens,585,389,234,386,603,426,442,424
Honeysuckle yellow vein virus,1,NA,NA,NA,NA,NA,NA,NA
Horseradish latent virus,NA,NA,NA,2,3,NA,NA,NA
Hoyosella,1,NA,NA,NA,1,NA,NA,NA
Hoyosella subflava,3,1,2,NA,2,NA,2,1
Hydrogenobacter thermophilus,1,NA,1,1,NA,NA,1,NA
Hydrogenobaculum sp. 3684,2,2,3,NA,NA,2,2,3
Hydrogenobaculum sp. HO,2,2,3,NA,NA,2,2,3
Hydrogenobaculum sp. SHO,2,2,3,NA,NA,2,2,3
Hydrogenobaculum sp. SN,2,2,3,NA,NA,2,2,3
Hydrogenobaculum sp. Y04AAS1,2,2,3,NA,NA,1,NA,3
Hydrogenophaga sp. LPB0072,4,2,4,4,5,3,3,3
Hydrogenophaga sp. PBC,4,5,9,6,1,5,11,8
Hydrogenophaga sp. RAC07,5,3,5,7,3,6,3,1
Hymenobacter sp. APR13,12,18,10,18,7,7,6,6
Hymenobacter sp. DG25A,10,5,4,16,5,6,8,8
Hymenobacter sp. DG25B,14,9,12,13,16,3,4,6
Hymenobacter sp. DG5B,10,9,12,14,11,7,7,11
Hymenobacter sp. PAMC 26554,17,16,10,12,12,6,9,13
Hymenobacter sp. PAMC 26628,9,12,11,15,9,8,8,9
Hymenobacter swuensis,9,8,7,11,8,4,9,5
Hyperthermus butylicus,NA,2,NA,NA,NA,NA,NA,NA
Hyphomicrobium,NA,NA,1,NA,NA,NA,1,NA
Hyphomicrobium denitrificans,3,5,7,4,6,5,6,1
Hyphomicrobium nitrativorans,2,3,7,5,1,2,1,4
Hyphomicrobium sp. MC1,2,4,5,2,1,2,1,2
Hyphomonas neptunium,1,3,NA,1,NA,1,NA,1
Hyphomonas sp. Mor2,1,NA,2,1,1,1,2,3
Idiomarina loihiensis,2,1,NA,NA,1,3,1,2
Ignavibacterium album,2,1,NA,1,2,5,2,2
Ilumatobacter,NA,NA,1,NA,NA,NA,NA,NA
Ilumatobacter coccineus,9,7,6,8,4,1,3,1
Ilyobacter polytropus,4,6,NA,4,6,6,6,6
Indian cassava mosaic virus,NA,NA,NA,1,NA,NA,NA,NA
Intestinimonas butyriciproducens,56,80,70,82,42,72,62,88
Intrasporangium calvum,2,3,3,3,2,1,NA,NA
Isoptericola,1,NA,NA,NA,1,NA,NA,NA
Isoptericola dokdonensis,4,5,5,2,4,2,2,6
Isoptericola variabilis,1,4,6,2,1,NA,2,NA
Isosphaera pallida,1,NA,3,1,1,2,NA,NA
Jannaschia sp. CCS1,1,1,5,1,NA,2,NA,1
Janthinobacterium agaricidamnosum,NA,3,6,2,3,1,3,7
Janthinobacterium sp. 1_2014MBL_MicDiv,4,4,4,5,3,4,9,9
Janthinobacterium sp. B9-8,NA,1,NA,3,1,1,NA,2
Janthinobacterium sp. Marseille,1,2,1,1,1,3,4,1
Jeongeupia sp. USM3,3,8,2,7,4,2,NA,6
Jeotgalibacillus malaysiensis,NA,1,1,1,3,5,6,5
Jonesia denitrificans,2,1,1,4,NA,1,1,NA
Kangiella geojedonensis,NA,1,1,NA,1,2,6,NA
Kangiella koreensis,NA,NA,NA,1,1,1,5,2
Kangiella sediminilitoris,NA,NA,NA,NA,3,NA,NA,2
Ketogulonicigenium vulgare,3,2,2,3,1,2,NA,3
Kibdelosporangium phytohabitans,4,2,9,3,4,2,2,3
Kineococcus radiotolerans,NA,6,4,2,3,NA,3,5
Candidatus Kinetoplastidibacterium blastocrithidiae,NA,NA,NA,NA,NA,1,NA,2
Kingella
 
 <b-proteobacteria>
 
,NA,NA,NA,NA,NA,1,1,NA
Kingella kingae,2,NA,1,2,2,3,2,1
Kitasatospora setae,5,3,7,9,NA,1,4,2
Klebsiella,2,2,NA,NA,1,NA,NA,4
Klebsiella michiganensis,9,9,5,2,5,11,21,13
Klebsiella oxytoca,11,15,12,11,12,24,44,23
Klebsiella pneumoniae,22,22,11,19,311,788,2571,1097
Klebsiella quasipneumoniae,4,4,6,6,10,17,46,18
[Enterobacter] lignolyticus,2,4,5,10,1,5,3,2
Klebsiella sp. LTGPAF-6F,4,5,8,4,3,4,5,4
Klebsiella variicola,9,14,8,11,78,185,1279,267
Kluyvera intermedia,2,4,2,3,4,2,9,6
Kocuria flava,1,6,2,2,NA,1,5,1
Kocuria palustris,3,3,6,3,1,NA,NA,6
Kocuria rhizophila,3,3,4,3,1,NA,2,3
Komagataeibacter medellinensis,2,5,5,4,1,2,NA,3
Komagataeibacter xylinus,2,5,5,1,1,5,1,NA
Kosakonia oryzae,NA,1,1,1,2,6,6,3
Kosakonia sacchari,NA,5,5,2,2,7,2,7
Kosmotoga olearia,3,NA,NA,1,3,NA,NA,NA
Kosmotoga pacifica,NA,1,1,1,NA,1,1,1
Kozakia baliensis,NA,NA,2,NA,1,3,1,NA
Kribbella flavida,NA,4,9,1,2,6,NA,4
Kurthia sp. 11kri321,2,2,2,2,4,3,3,NA
Kutzneria,NA,NA,NA,1,NA,NA,NA,1
