species,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_50_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_50_noerr
Brucella melitensis,2,6,4,2,2,1,2,4
Brucella microti,3,5,4,1,2,1,2,3
Brucella ovis,2,5,4,1,2,1,2,3
Brucella pinnipedialis,7,5,4,2,1,2,2,1
Brucella sp. 141012304,3,4,2,2,3,NA,3,NA
Brucella sp. 2002734562,2,6,4,1,1,1,2,3
Brucella suis,4,4,2,1,3,NA,2,3
Brucella vulpis,2,6,5,1,2,1,2,1
Buchnera aphidicola,1,NA,1,3,2,1,5,2
Burkholderia,1,1,3,1,1,NA,1,2
Burkholderia ambifaria,3,1,8,2,2,3,6,5
Burkholderia cenocepacia,9,12,18,10,8,14,20,9
Burkholderia cepacia,13,11,15,15,7,12,13,14
Burkholderia contaminans,1,3,4,3,2,2,3,4
Burkholderia diffusa,3,3,3,3,5,1,6,NA
Burkholderia dolosa,2,1,1,2,2,4,3,3
Burkholderia gladioli,5,5,12,8,5,2,4,6
Burkholderia glumae,4,7,8,9,5,2,4,7
Burkholderia lata,3,4,9,5,4,3,7,5
Burkholderia latens,3,2,4,2,2,5,1,1
Burkholderia mallei,1,4,2,NA,3,2,8,NA
Burkholderia metallica,3,1,4,2,4,2,4,2
Burkholderia multivorans,6,7,9,12,9,4,9,6
Burkholderia oklahomensis,4,1,1,2,NA,4,4,NA
Burkholderia phage BcepNazgul,NA,NA,1,NA,NA,NA,NA,NA
Burkholderia plantarii,4,6,5,3,3,2,4,3
Burkholderia pseudomallei,7,10,5,3,5,3,12,4
Burkholderia pseudomultivorans,1,1,9,2,4,4,6,3
Burkholderia pyrrocinia,1,3,7,2,1,NA,6,1
Burkholderia seminalis,NA,2,3,6,2,2,3,1
Burkholderia sp. 2002721687,8,9,5,4,4,1,4,4
Burkholderia humptydooensis,8,9,4,4,3,1,4,3
Burkholderia sp. Bp7605,3,3,5,4,3,1,3,2
Burkholderia sp. CCGE1001,4,2,1,3,1,NA,2,2
Burkholderia sp. CCGE1002,2,2,1,2,2,6,NA,2
Burkholderia sp. CCGE1003,3,7,8,4,3,4,2,3
Burkholderia sp. HB1,6,1,4,2,3,NA,2,2
Burkholderia sp. KJ006,6,6,5,5,3,5,2,4
Burkholderia sp. OLGA172,4,1,1,2,NA,5,3,1
Burkholderia sp. PAMC 26561,3,2,7,NA,5,2,2,2
Burkholderia sp. PAMC 28687,NA,NA,5,NA,4,1,2,1
Burkholderia sp. RPE64,5,3,8,6,5,3,5,1
Burkholderia sp. RPE67,4,7,2,2,2,4,4,1
Burkholderia sp. YI23,2,4,1,1,1,5,6,2
Burkholderia stabilis,1,NA,3,1,3,2,1,1
Burkholderia stagnalis,2,1,6,NA,1,1,3,NA
Burkholderia territorii,4,2,4,5,2,3,7,NA
Burkholderia thailandensis,11,8,7,4,3,4,10,5
Burkholderia ubonensis,6,10,9,4,3,7,10,6
Burkholderia vietnamiensis,8,7,5,7,3,4,3,4
Tigrvirus phi52237,2,1,NA,1,NA,NA,NA,NA
Burkholderia virus phiE122,2,1,NA,1,NA,NA,NA,NA
Stanholtvirus E125,NA,1,NA,NA,NA,NA,NA,NA
Burkholderiaceae,NA,1,NA,1,NA,NA,NA,NA
Burkholderiales bacterium GJ-E10,NA,1,1,2,NA,NA,NA,2
Burkholderiales bacterium YL45,2,NA,1,2,3,7,10,4
Butyrivibrio hungatei,11,9,6,13,33,52,50,38
Butyrivibrio proteoclasticus,14,10,10,12,37,66,46,41
Caldanaerobacter subterraneus,NA,1,1,NA,NA,3,4,5
Caldicellulosiruptor bescii,NA,1,NA,5,1,1,4,2
Caldicellulosiruptor hydrothermalis,NA,3,2,2,3,3,9,2
Caldicellulosiruptor acetigenus,NA,3,4,5,3,NA,3,4
Caldicellulosiruptor kronotskyensis,NA,3,3,2,2,2,4,3
Caldicellulosiruptor acetigenus,NA,1,7,3,3,2,4,3
Caldicellulosiruptor obsidiansis,NA,2,1,1,3,2,3,2
Caldicellulosiruptor owensensis,NA,2,NA,2,1,5,4,2
Caldicellulosiruptor saccharolyticus,2,3,1,2,4,4,4,3
Caldilinea aerophila,2,4,1,3,2,4,3,1
Caldimicrobium thiodismutans,NA,1,NA,NA,NA,NA,NA,NA
Caldisericum exile,1,NA,NA,NA,2,2,1,1
Caldisphaera lagunensis,NA,1,NA,2,NA,NA,NA,1
Calditerrivibrio nitroreducens,10,6,5,7,13,2,NA,4
Caldivirga maquilingensis,1,NA,NA,1,NA,NA,NA,NA
California sea lion adenovirus 1,1,NA,NA,NA,1,NA,NA,NA
Calothrix parietina,1,1,NA,NA,1,1,2,NA
Calothrix sp. 336/3,3,NA,NA,3,NA,NA,3,1
Calothrix sp. PCC 7507,1,1,NA,1,NA,3,1,NA
Calyptogena okutanii thioautotrophic gill symbiont,NA,NA,NA,NA,1,2,1,NA
Campylobacter coli,2,2,2,1,9,14,9,14
Campylobacter concisus,NA,1,1,5,3,1,2,2
Campylobacter curvus,3,NA,3,3,5,1,1,NA
Campylobacter fetus,NA,NA,2,1,2,NA,2,NA
Campylobacter gracilis,NA,NA,NA,NA,NA,NA,NA,1
Campylobacter hominis,NA,NA,1,NA,NA,NA,2,1
Campylobacter hyointestinalis,NA,NA,1,NA,1,3,NA,3
Campylobacter iguaniorum,1,NA,1,NA,NA,1,3,2
Campylobacter insulaenigrae,2,1,1,3,4,NA,1,1
Campylobacter jejuni,4,NA,1,1,7,12,8,9
Campylobacter lari,2,1,2,NA,1,4,2,4
Campylobacter peloridis,NA,NA,1,2,1,NA,1,NA
Campylobacter sp. RM16704,2,1,1,NA,1,1,1,2
Campylobacter subantarcticus,2,2,NA,NA,2,3,1,3
Campylobacter ureolyticus,NA,1,1,NA,2,1,1,1
Fletchervirus CPX,NA,NA,NA,1,NA,NA,NA,NA
Fletchervirus NCTC12673,1,NA,NA,1,NA,NA,NA,NA
Campylobacter volucris,NA,NA,NA,NA,NA,2,2,NA
Candidatus Accumulibacter phosphatis,3,4,4,5,NA,5,5,2
Candidatus Amoebophilus asiaticus,4,1,1,NA,1,1,2,2
Candidatus Arthromitus sp. SFB-mouse,NA,NA,NA,1,2,2,1,1
Candidatus Arthromitus sp. SFB-mouse-NL,NA,NA,NA,2,3,2,NA,1
Candidatus Arthromitus sp. SFB-rat-Yit,3,2,NA,4,7,3,1,1
Candidatus Atelocyanobacterium thalassae,NA,NA,NA,1,NA,2,1,NA
Candidatus Azobacteroides pseudotrichonymphae,2,4,6,NA,2,5,5,3
Candidatus Babela massiliensis,1,NA,NA,1,4,2,1,1
Candidatus Palibaumannia cicadellinicola,2,1,NA,1,NA,1,2,2
Candidatus Blochmannia floridanus,NA,NA,1,NA,NA,NA,1,1
Candidatus Blochmanniella pennsylvanica,NA,NA,NA,NA,NA,NA,NA,1
Candidatus Blochmanniella vafra,1,NA,NA,NA,NA,NA,1,1
Candidatus Cloacimonas acidaminovorans,6,5,3,5,3,3,2,3
Candidatus Desulforudis audaxviator,NA,3,2,1,2,NA,1,NA
Candidatus Doolittlea endobia,1,NA,NA,NA,1,NA,NA,1
Candidatus Endolissoclinum faulkneri,NA,NA,NA,1,1,1,NA,2
Candidatus Evansia muelleri,NA,NA,1,NA,1,NA,NA,NA
Candidatus Filomicrobium marinum,2,3,2,1,2,1,3,1
Candidatus Gullanella endobia,NA,NA,NA,NA,NA,NA,2,NA
Candidatus Hoaglandella endobia,NA,NA,NA,NA,NA,NA,NA,1
Candidatus Ishikawella capsulata,1,NA,NA,NA,1,1,NA,NA
Candidatus Izimaplasma sp. HR1,1,NA,1,NA,2,1,1,5
Candidatus Kinetoplastidibacterium crithidiae,NA,NA,NA,1,1,NA,1,NA
Candidatus Kinetoplastidibacterium desouzai,NA,NA,1,NA,2,NA,NA,NA
Candidatus Kinetoplastidibacterium galati,NA,NA,NA,NA,NA,1,NA,NA
Candidatus Kinetoplastidibacterium stringomonadis,NA,NA,NA,NA,NA,NA,NA,1
Candidatus Korobacter,NA,NA,1,NA,NA,NA,NA,NA
Candidatus Korobacter versatilis,5,3,3,6,2,1,NA,3
Candidatus Liberibacter africanus,1,NA,NA,NA,NA,NA,NA,NA
Candidatus Liberibacter americanus,NA,NA,NA,1,NA,NA,2,1
Candidatus Liberibacter asiaticus,NA,NA,NA,NA,1,NA,NA,2
Candidatus Liberibacter solanacearum,2,NA,NA,1,1,NA,1,1
Candidatus Methanomassiliicoccus intestinalis,1,2,1,NA,2,2,3,1
Methanomethylophilus alvi,NA,NA,NA,2,NA,1,NA,NA
Candidatus Methanoplasma termitum,NA,NA,NA,NA,1,1,NA,NA
Candidatus Methylopumilus planktonicus,NA,NA,NA,NA,NA,1,NA,1
Candidatus Methylopumilus turicensis,NA,NA,1,NA,1,1,NA,1
Candidatus Midichloria mitochondrii,NA,NA,1,NA,NA,NA,NA,NA
Candidatus Mikella endobia,NA,NA,NA,NA,NA,NA,1,1
Candidatus Moranella endobia,NA,NA,NA,NA,NA,NA,NA,2
Candidatus Nitrosopelagicus brevis,1,1,NA,NA,1,NA,2,2
Candidatus Nitrosopumilus adriaticus,1,1,NA,NA,1,2,1,NA
Candidatus Nitrosopumilus sp. AR2,NA,NA,NA,NA,3,1,1,2
Candidatus Nitrospira inopinata,NA,NA,2,4,3,NA,1,NA
Candidatus Pantoea carbekii,NA,NA,NA,NA,NA,2,1,NA
Candidatus Paracaedibacter acanthamoebae,NA,3,NA,NA,1,2,NA,NA
Candidatus Pelagibacter sp. IMCC9063,NA,NA,NA,1,1,1,NA,NA
Candidatus Pelagibacter communis,NA,NA,1,NA,NA,1,NA,1
Candidatus Phytoplasma australiense,NA,NA,NA,NA,NA,1,NA,1
Candidatus Phytoplasma mali,NA,NA,NA,NA,NA,NA,1,NA
Candidatus Portiera aleyrodidarum,NA,NA,1,NA,NA,NA,NA,NA
Candidatus Puniceispirillum marinum,1,NA,1,NA,NA,NA,1,NA
Candidatus Rhodoluna planktonica,1,NA,NA,NA,NA,NA,NA,2
Candidatus Riesia pediculicola,NA,NA,NA,NA,NA,1,NA,NA
Candidatus Ruthturnera calyptogenae,2,NA,2,NA,NA,1,3,NA
Candidatus Sodalis pierantonii,8,1,2,1,2,2,4,NA
Candidatus Solibacter usitatus,3,5,1,6,5,4,2,3
Candidatus Symbiobacter mobilis,2,1,1,3,1,3,NA,NA
Candidatus Tachikawaea gelatinosa,NA,NA,1,NA,2,NA,NA,NA
Candidatus Thioglobus autotrophicus,NA,1,NA,NA,NA,1,NA,NA
Candidatus Pseudothioglobus singularis,1,1,2,NA,3,2,3,1
Candidatus Xiphinematobacter sp. Idaho Grape,1,NA,NA,1,2,1,NA,NA
Capnocytophaga canimorsus,6,1,3,3,3,2,2,3
Capnocytophaga haemolytica,6,10,6,4,4,1,7,7
Capnocytophaga ochracea,8,9,4,8,3,8,4,4
Capnocytophaga sp. oral taxon 323,7,9,2,6,6,4,6,7
Carboxydothermus hydrogenoformans,2,1,2,4,3,1,NA,2
Cardinium endosymbiont of Encarsia pergandiella,1,NA,NA,NA,3,2,NA,1
Carnobacterium inhibens,2,1,NA,NA,NA,2,4,1
Carnobacterium maltaromaticum,3,NA,1,1,NA,5,2,5
Carnobacterium sp. 17-4,NA,2,NA,NA,1,5,2,1
Carnobacterium sp. CP1,NA,2,1,1,1,6,3,2
Castellaniella defragrans,4,4,8,5,NA,6,3,2
Catenulispora,NA,NA,NA,1,NA,NA,NA,1
Catenulispora acidiphila,2,7,11,10,1,2,4,2
Caulobacter,NA,2,NA,NA,NA,NA,NA,NA
Caulobacter henricii,2,1,1,5,4,NA,2,6
Caulobacter phage CcrColossus,NA,NA,NA,NA,NA,NA,1,NA
Caulobacter phage Cr30,NA,NA,NA,NA,NA,1,NA,NA
Caulobacter segnis,3,1,4,6,NA,2,3,NA
Caulobacter sp. K31,3,6,6,6,2,2,1,6
Caulobacter vibrioides,4,10,4,5,1,3,2,4
Caulobacter virus Magneto,NA,NA,NA,NA,1,NA,NA,NA
Shapirovirus cbk,NA,NA,NA,NA,1,NA,NA,NA
Poindextervirus rogue,NA,NA,NA,NA,NA,NA,NA,1
Caulobacteraceae bacterium OTSz_A_272,1,3,NA,2,1,2,2,2
Cedecea neteri,22,13,11,11,13,9,13,16
Celeribacter indicus,6,1,2,1,1,5,1,3
Celeribacter marinus,1,3,NA,NA,NA,NA,3,1
Cellulomonas,1,NA,1,NA,1,NA,NA,NA
Cellulomonas fimi,2,6,5,3,NA,NA,3,3
Cellulomonas flavigena,2,5,1,NA,2,2,3,4
Cellulomonas gilvus,2,5,3,NA,NA,NA,2,2
Cellulophaga algicola,2,1,1,NA,2,4,3,2
Cellulophaga baltica,6,1,7,1,2,4,5,4
Cellulophaga lytica,NA,1,1,2,1,1,6,1
Cellulophaga phage phi13:2,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi18:3,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi19:3,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi46:3,NA,NA,NA,NA,NA,NA,1,NA
Cellulosilyticum lentocellum,3,10,8,5,15,25,14,16
Cellvibrio japonicus,5,5,1,5,3,3,2,2
Cercopithecine alphaherpesvirus 9,NA,NA,NA,NA,NA,NA,NA,1
Chania multitudinisentens,NA,NA,2,2,NA,2,2,2
Chelativorans sp. BNC1,2,1,1,2,2,2,2,2
Chelatococcus sp. CO-6,5,4,6,8,2,1,7,3
Chimpanzee alpha-1 herpesvirus,NA,NA,NA,NA,NA,1,NA,NA
Chitinophaga pinensis,10,11,9,12,10,11,6,4
Chlamydia abortus,NA,NA,NA,NA,2,1,NA,NA
Chlamydia avium,NA,NA,NA,NA,NA,1,NA,NA
Chlamydia caviae,NA,1,NA,NA,NA,NA,NA,NA
Chlamydia felis,NA,1,2,NA,1,NA,NA,NA
Chlamydia gallinacea,NA,NA,1,NA,NA,1,1,1
Chlamydia muridarum,NA,NA,1,NA,1,NA,NA,2
Chlamydia pecorum,NA,NA,NA,NA,NA,NA,1,3
Chlamydia pneumoniae,NA,NA,1,NA,NA,NA,NA,NA
Chlamydia psittaci,NA,1,NA,NA,1,NA,NA,NA
Chlamydia trachomatis,NA,NA,1,NA,NA,2,NA,NA
Chloracidobacterium thermophilum,1,2,1,4,1,2,3,2
Chlorobaculum limnaeum,5,8,6,9,1,3,6,5
Chlorobaculum parvum,2,5,8,6,3,3,3,6
Chlorobaculum tepidum,1,8,2,4,3,2,2,5
Chlorobium chlorochromatii,NA,2,NA,NA,2,3,2,2
Chlorobium limicola,5,2,2,2,8,NA,3,1
Chlorobium phaeobacteroides,7,3,NA,3,3,4,9,3
Chlorobium phaeovibrioides,3,2,1,1,3,2,NA,1
Chloroflexus aggregans,1,NA,2,1,NA,1,3,1
Chloroflexus aurantiacus,NA,NA,1,NA,NA,1,1,NA
Chloroflexus sp. Y-400-fl,NA,NA,1,NA,NA,1,1,NA
Chloroherpeton thalassium,3,1,1,1,NA,NA,2,1
Chondromyces crocatus,2,5,6,3,3,1,3,5
Choristoneura rosaceana entomopoxvirus 'L',1,NA,NA,NA,NA,NA,NA,NA
Chromobacterium,NA,2,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,4,6,6,6,3,5,5,6
Chromobacterium violaceum,2,9,8,10,3,4,2,4
Chromohalobacter israelensis,4,3,8,4,4,2,2,2
Chroococcidiopsis thermalis,1,NA,NA,NA,1,2,1,NA
Chryseobacterium gallinarum,93,58,31,56,97,25,13,21
Chryseobacterium sp. IHB B 10212,9,8,6,6,10,4,4,7
Chryseobacterium sp. IHB B 17019,10,9,2,7,11,4,5,4
Chryseobacterium sp. StRB126,11,3,1,6,13,3,6,8
Chrysochromulina ericina virus,NA,NA,NA,NA,1,NA,NA,NA
Chrysodeixis chalcites nucleopolyhedrovirus,NA,NA,NA,NA,NA,NA,NA,1
Circoviridae 8 LDMD-2013,NA,NA,NA,1,NA,NA,NA,NA
Citrobacter,NA,1,NA,NA,NA,NA,NA,NA
Citrobacter amalonaticus,8,7,11,6,14,5,7,7
Citrobacter freundii,6,12,8,10,11,19,39,23
Citrobacter koseri,NA,4,1,4,4,4,7,4
Citrobacter phage Moon,NA,NA,NA,NA,NA,NA,1,NA
Citrobacter rodentium,7,5,1,2,7,6,8,2
Citrobacter sp. FDAARGOS_156,2,4,2,5,6,1,2,3
Citromicrobium sp. JL477,4,5,6,5,3,1,1,2
Kostyavirus,NA,1,NA,NA,NA,NA,NA,NA
Clavibacter,1,NA,NA,NA,1,NA,NA,NA
Clavibacter michiganensis,5,4,6,5,5,3,12,3
Cloacibacillus porcorum,6,8,3,5,6,8,9,3
Clostridioides difficile,2,1,1,2,49,125,122,87
Clostridium aceticum,2,3,1,1,3,4,7,3
Clostridium acetobutylicum,2,NA,2,2,4,6,10,8
Clostridium autoethanogenum,1,NA,2,1,4,2,12,9
Clostridium baratii,5,1,1,2,11,5,11,6
Clostridium beijerinckii,4,3,4,6,11,18,19,9
Clostridium bornimense,2,2,5,1,3,8,12,10
Clostridium botulinum,11,7,5,9,15,36,36,34
Clostridium butyricum,6,3,1,9,7,13,8,12
Clostridium carboxidivorans,1,4,3,NA,6,12,8,10
Clostridium cellulovorans,5,3,4,1,7,19,17,20
Clostridium formicaceticum,2,2,2,4,6,8,8,6
Clostridium kluyveri,4,2,6,10,5,14,8,9
Clostridium ljungdahlii,NA,NA,2,1,3,2,14,9
Clostridium novyi,NA,1,2,3,3,5,4,7
Clostridium pasteurianum,7,5,2,13,13,20,26,22
Clostridium perfringens,1,3,1,2,10,16,12,9
Clostridium phage phiSM101,NA,NA,1,1,NA,NA,NA,NA
Clostridium saccharobutylicum,3,1,5,2,6,15,17,3
Clostridium saccharoperbutylacetonicum,5,4,3,3,6,12,13,6
Clostridium scatologenes,3,2,3,3,4,16,13,8
Clostridium sp. BNL1100,2,5,9,5,5,8,14,11
Clostridium sp. SY8519,21,29,26,39,30,97,65,84
Clostridium sporogenes,1,2,2,7,1,9,5,4
Clostridium taeniosporum,2,1,2,1,3,7,8,3
Clostridium tetani,1,2,2,4,8,18,15,17
Clostridium tyrobutyricum,1,NA,3,3,6,8,9,7
Colneyvirus CD27,NA,NA,NA,NA,1,NA,NA,NA
Collimonas,NA,2,NA,NA,NA,NA,NA,NA
Collimonas arenae,3,2,5,5,2,7,4,3
Collimonas fungivorans,4,7,11,8,6,1,3,3
Collimonas pratensis,4,3,2,7,3,6,5,5
Colwellia psychrerythraea,NA,1,3,NA,2,4,1,1
Colwellia sp. MT41,1,NA,3,NA,NA,2,1,NA
Colwellia sp. PAMC 20917,4,2,1,NA,3,2,1,NA
Comamonadaceae,NA,NA,NA,1,NA,NA,NA,NA
Comamonadaceae bacterium A1,2,7,3,4,2,NA,2,3
Comamonadaceae bacterium B1,4,8,3,2,2,1,1,4
Comamonas testosteroni,10,16,10,16,6,5,10,13
Condylorrhiza vestigialis MNPV,NA,NA,NA,NA,NA,NA,NA,1
Conexibacter woesei,2,9,9,6,3,3,2,1
Confluentimicrobium sp. EMB200-NS6,2,4,3,NA,2,1,3,2
Coprothermobacter proteolyticus,3,2,3,7,3,NA,1,2
Coraliomargarita akajimensis,1,1,2,2,1,1,4,3
Corallococcus coralloides,7,9,11,9,3,3,3,4
Coriobacteriaceae bacterium 68-1-3,19,25,37,35,11,14,24,18
Coriobacterium glomerans,58,82,121,53,18,19,11,31
Mycobacteriales,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium,NA,NA,2,1,NA,1,1,1
Corynebacterium argentoratense,NA,2,2,2,NA,NA,1,NA
Corynebacterium atypicum,NA,2,2,1,2,3,NA,3
Corynebacterium aurimucosum,4,5,7,7,5,4,2,1
Corynebacterium callunae,8,6,5,7,3,1,2,1
Corynebacterium camporealensis,3,2,3,2,NA,2,1,1
Corynebacterium casei,1,NA,1,3,NA,1,2,2
Corynebacterium deserti,8,3,1,1,2,NA,1,NA
Corynebacterium diphtheriae,11,11,7,15,9,10,8,3
Corynebacterium doosanense,4,8,6,8,3,1,1,6
Corynebacterium efficiens,3,5,4,3,3,3,NA,6
Corynebacterium epidermidicanis,1,NA,3,2,NA,1,2,NA
Corynebacterium falsenii,7,7,1,5,3,3,5,3
Corynebacterium glutamicum,8,5,3,5,5,NA,2,3
Corynebacterium glyciniphilum,2,2,3,4,2,2,1,4
Corynebacterium halotolerans,2,1,4,2,3,NA,NA,1
Corynebacterium humireducens,4,NA,4,NA,NA,1,1,1
Corynebacterium imitans,NA,3,2,NA,1,1,1,2
Corynebacterium jeikeium,5,1,2,2,3,1,1,4
Corynebacterium kroppenstedtii,3,NA,4,1,2,NA,1,3
Corynebacterium kutscheri,NA,NA,NA,1,1,NA,3,NA
Corynebacterium lactis,3,5,4,4,NA,2,2,1
Corynebacterium marinum,3,4,7,4,1,NA,2,NA
Corynebacterium maris,3,6,3,4,2,3,NA,5
Corynebacterium mustelae,1,1,5,3,2,1,1,2
Corynebacterium pseudotuberculosis,5,1,1,1,2,1,2,2
Corynebacterium resistens,NA,NA,NA,1,2,2,1,3
Corynebacterium simulans,2,6,5,NA,4,5,NA,1
Corynebacterium singulare,1,2,1,1,4,3,2,1
Corynebacterium sp. ATCC 6931,4,6,6,4,4,2,4,2
Corynebacterium sp. JZ16,7,2,2,1,5,NA,2,NA
Corynebacterium sp. NML98-0116,8,16,9,13,9,8,10,4
Corynebacterium stationis,2,2,NA,1,3,2,NA,NA
Corynebacterium terpenotabidum,3,5,7,4,1,3,1,2
Corynebacterium testudinoris,2,2,5,4,1,1,NA,3
Corynebacterium ulcerans,3,5,4,3,3,1,3,3
Corynebacterium urealyticum,1,3,8,2,2,NA,2,2
Corynebacterium ureicelerivorans,NA,3,7,2,NA,1,1,4
Corynebacterium uterequi,1,4,5,1,NA,1,NA,2
Corynebacterium variabile,2,2,2,NA,NA,2,1,2
Corynebacterium vitaeruminis,4,10,4,4,NA,3,2,1
Cotia virus SPAn232,NA,NA,NA,NA,1,1,NA,NA
Coxiella burnetii,1,3,NA,1,2,1,1,NA
Coxiella endosymbiont of Amblyomma americanum,NA,NA,NA,NA,NA,1,1,NA
Coxiella-like endosymbiont,NA,NA,1,NA,1,NA,NA,NA
Crinalium epipsammum,1,1,2,NA,1,2,2,NA
Croceibacter atlanticus,3,2,1,2,NA,3,6,NA
Croceicoccus naphthovorans,5,5,NA,3,1,4,NA,4
Cronobacter,NA,1,NA,NA,1,NA,NA,NA
Cronobacter condimenti,7,7,3,6,2,2,5,1
Cronobacter dublinensis,3,3,6,4,3,1,4,1
Cronobacter malonaticus,2,4,2,4,4,1,3,NA
Cronobacter muytjensii,3,2,2,4,3,1,5,1
Cronobacter phage ENT39118,NA,NA,NA,NA,NA,NA,1,NA
Cronobacter sakazakii,2,5,2,8,4,3,6,3
Cronobacter turicensis,6,6,3,4,6,4,3,2
Cronobacter universalis,4,7,8,8,2,5,3,4
Cryobacterium arcticum,2,1,NA,1,4,1,NA,2
Cryptobacterium curtum,5,3,7,6,2,2,2,8
Cupriavidus,NA,2,1,1,NA,NA,NA,1
Cupriavidus basilensis,NA,2,5,8,7,10,51,15
Cupriavidus gilardii,5,4,5,3,4,3,14,5
Cupriavidus metallidurans,2,4,7,7,119,328,1552,463
Cupriavidus necator,7,6,6,10,6,10,17,6
Cupriavidus pinatubonensis,1,5,5,4,2,3,12,9
Cupriavidus sp. USMAA1020,5,13,15,6,7,1,8,6
Cupriavidus sp. USMAA2-4,6,14,10,11,6,7,24,14
Cupriavidus sp. USMAHM13,6,6,14,7,6,1,5,5
Curtobacterium sp. BH-2-1-1,NA,4,4,3,2,NA,1,1
Curtobacterium sp. MR_MD2014,3,1,1,3,2,1,3,3
Cutibacterium avidum,10,8,11,5,6,NA,2,3
Cyanobacterium aponinum,2,2,NA,4,2,2,2,6
cyanobacterium endosymbiont of Epithemia turgida,2,NA,1,2,NA,NA,1,NA
Cyanobium gracile,4,4,2,8,1,4,1,4
Cyanophage P-RSM1,NA,NA,NA,NA,NA,NA,NA,1
Cyanophage PSS2,NA,NA,NA,NA,NA,NA,1,NA
Cyanothece sp. ATCC 51142,NA,NA,NA,NA,2,NA,1,NA
Cyanothece sp. PCC 7424,1,2,1,2,2,5,3,2
Cyanothece sp. PCC 7425,3,NA,NA,NA,1,1,NA,NA
Cyanothece sp. PCC 7822,1,1,NA,NA,1,NA,NA,NA
Cyanothece sp. PCC 8801,2,NA,2,NA,2,1,3,1
Cyanothece sp. PCC 8802,2,NA,1,NA,2,1,2,1
Cyclobacterium amurskyense,8,7,4,8,6,2,1,6
Cyclobacterium marinum,NA,1,2,2,5,7,4,3
Cycloclasticus sp. P1,NA,NA,1,1,2,2,1,NA
Cycloclasticus zancles,4,1,NA,1,1,2,1,2
Cytophaga hutchinsonii,7,6,5,2,7,8,5,3
Dactylococcopsis salina,NA,NA,NA,1,1,3,NA,1
Dechloromonas aromatica (nom. nud.),2,NA,1,3,3,1,3,3
Deferribacter desulfuricans,1,2,2,NA,1,4,3,4
Defluviimonas alba,7,4,2,5,4,NA,1,1
Defluviitoga tunisiensis,1,NA,NA,NA,2,2,NA,1
Dehalobacter restrictus,3,3,1,1,3,9,6,3
Dehalobacter sp. CF,4,5,2,2,3,8,8,2
Dehalobacter sp. DCA,3,4,2,2,3,8,8,2
Dehalococcoides mccartyi,7,1,4,3,5,2,2,3
Dehalococcoides sp. UCH007,1,NA,3,1,NA,1,NA,1
Dehalogenimonas lykanthroporepellens,3,3,NA,5,1,NA,NA,2
Deinococcus,NA,1,1,NA,NA,NA,NA,NA
Deinococcus actinosclerus,3,8,4,6,3,1,2,2
Deinococcus deserti,5,3,2,4,NA,4,1,3
Deinococcus geothermalis,3,2,1,4,2,3,4,4
Deinococcus gobiensis,5,9,6,7,4,4,6,11
Deinococcus maricopensis,4,5,7,7,1,2,2,NA
Deinococcus peraridilitoris,NA,5,3,1,4,1,3,NA
Deinococcus proteolyticus,6,3,5,3,3,3,2,4
Deinococcus puniceus,1,2,6,8,2,1,2,NA
Deinococcus radiodurans,4,5,2,3,NA,2,3,3
Deinococcus radiopugnans,8,9,5,11,2,3,3,3
Delftia acidovorans,8,19,13,8,10,6,13,5
Delftia phage RG-2014,NA,NA,NA,NA,NA,NA,1,NA
Delftia sp. Cs1-4,9,12,6,9,5,7,7,4
Delftia tsuruhatensis,7,10,8,7,7,8,9,3
Denitrobacterium detoxificans,21,28,40,31,16,24,29,20
Denitrovibrio acetiphilus,NA,NA,NA,NA,2,1,6,2
Dermabacter vaginalis,1,1,3,2,1,1,1,2
Dermacoccaceae,NA,NA,NA,1,NA,NA,NA,NA
Dermacoccus nishinomiyaensis,2,3,2,3,2,3,2,4
Desulfarculus baarsii,5,7,12,8,5,5,7,4
Desulfatibacillum alkenivorans,2,2,4,3,2,2,3,1
Desulfitobacterium dehalogenans,NA,1,2,6,6,8,8,7
Desulfitobacterium dichloroeliminans,1,NA,3,6,6,5,11,6
Desulfitobacterium hafniense,4,5,3,10,7,5,11,9
Desulfitobacterium metallireducens,5,3,3,2,3,5,4,3
Desulfobacca acetoxidans,NA,3,3,1,1,1,1,2
Desulforapulum autotrophicum,4,NA,1,4,5,3,NA,2
Desulfobacula toluolica,NA,3,NA,NA,1,3,5,1
Desulfobulbus propionicus,5,6,5,8,2,8,2,6
Desulfocapsa sulfexigens,5,1,4,1,4,3,3,NA
Desulfococcus multivorans,2,2,5,7,1,2,2,6
Desulfosudis oleivorans,2,4,3,3,3,NA,2,3
Desulfohalobium retbaense,3,1,3,3,3,1,4,1
