species,Healthy_stool_10_1_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_50_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_100_noerr,Healthy_stool_100_50_noerr
Cedecea,NA,1,NA,1,NA,1,NA,1
Cedecea neteri,1620,1533,1357,1689,1446,1092,972,1157
Celeribacter,NA,NA,NA,1,NA,NA,NA,NA
Celeribacter indicus,281,366,347,348,190,200,213,259
Celeribacter marinus,46,53,57,48,48,99,82,78
Celeribacter phage P12053L,NA,NA,NA,NA,NA,1,1,1
Celery mosaic virus,NA,NA,NA,NA,2,5,NA,NA
Cellulomonadaceae,NA,NA,NA,NA,NA,1,1,NA
Cellulomonas,40,23,17,15,30,13,4,7
Cellulomonas fimi,304,450,438,424,186,147,240,289
Cellulomonas flavigena,297,416,466,322,217,172,205,243
Cellulomonas gilvus,216,250,261,222,137,105,165,187
Cellulophaga,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga algicola,95,71,77,73,160,238,303,210
Cellulophaga baltica,308,215,150,252,386,381,389,337
Cellulophaga lytica,139,92,76,87,175,206,296,201
Cellulophaga phage phi13:2,NA,NA,NA,NA,2,4,4,2
Cellulophaga phage phi14:2,NA,NA,NA,NA,NA,1,NA,2
Cellulophaga phage phi17:2,NA,NA,NA,NA,NA,2,5,1
Cellulophaga phage phi18:3,NA,NA,NA,NA,2,3,4,2
Cellulophaga phage phi19:1,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi19:3,NA,NA,NA,NA,2,3,4,2
Cellulophaga phage phi4:1,NA,NA,NA,NA,NA,2,5,1
Cellulophaga phage phi46:1,5,NA,1,1,5,NA,NA,NA
Cellulophaga phage phi46:3,NA,NA,NA,NA,2,3,6,2
Cellulophaga phage phiSM,NA,NA,NA,NA,2,1,4,1
Cellulophaga phage phiST,NA,NA,NA,NA,6,10,4,1
Cellulosilyticum lentocellum,505,559,495,635,1117,2144,1831,1684
Cellvibrio japonicus,376,278,207,292,370,171,174,191
Cellvibrionaceae,NA,NA,NA,NA,1,NA,2,2
Cellvibrionales,NA,NA,NA,NA,NA,NA,1,NA
Cercopithecine herpesvirus 2,NA,NA,NA,NA,NA,NA,3,2
Cercopithecine betaherpesvirus 5,NA,NA,NA,NA,NA,NA,2,1
Cercopithecine alphaherpesvirus 9,NA,NA,NA,NA,2,1,2,3
Chania multitudinisentens,123,167,151,201,121,148,166,143
Cheoctovirus,1,1,2,NA,NA,NA,2,1
Chelativorans,1,1,NA,2,2,2,1,1
Chelativorans sp. BNC1,158,214,171,220,162,173,150,179
Chelatococcus,2,1,4,2,4,1,2,1
Chelatococcus sp. CO-6,412,516,502,503,300,228,332,353
Chelonid alphaherpesvirus 5,NA,NA,NA,NA,NA,1,NA,NA
Chilli ringspot virus,NA,3,1,NA,NA,NA,NA,1
Chilli veinal mottle virus,NA,NA,NA,NA,NA,2,1,2
Chimpanzee alpha-1 herpesvirus,NA,NA,NA,NA,NA,2,1,NA
Chimpanzee smacovirus,NA,NA,NA,NA,NA,NA,1,NA
Chitinophaga pinensis,1374,958,751,992,1434,823,750,856
Chitinophagaceae,NA,NA,NA,NA,NA,NA,NA,1
Chlamydia abortus,16,15,15,31,12,29,34,26
Chlamydia avium,18,27,26,49,13,32,27,32
Chlamydia caviae,8,8,10,18,8,11,23,16
Chlamydia felis,82,54,37,74,106,44,32,34
Chlamydia gallinacea,32,31,26,55,23,41,43,40
Chlamydia muridarum,18,11,7,30,16,30,43,34
Chlamydia pecorum,14,9,11,22,12,35,33,22
Chlamydia pneumoniae,14,8,7,32,22,20,24,10
Chlamydia psittaci,41,41,45,63,27,56,62,56
Chlamydia trachomatis,9,5,6,28,14,36,28,23
Chloracidobacterium,1,NA,2,NA,NA,NA,NA,NA
Chloracidobacterium thermophilum,138,223,189,227,106,140,119,157
Chlorobaculum,NA,5,2,5,2,2,2,2
Chlorobaculum limnaeum,407,543,610,516,268,296,272,404
Chlorobaculum parvum,283,341,330,334,307,277,267,315
Chlorobaculum tepidum,306,409,418,364,198,218,212,295
Chlorobiaceae,1,NA,3,1,NA,2,1,1
Chlorobiales,NA,NA,NA,NA,NA,NA,NA,1
Chlorobium,NA,NA,NA,NA,NA,1,2,1
Chlorobium chlorochromatii,145,103,69,98,199,144,139,120
Chlorobium limicola,323,245,228,256,331,241,197,214
Chlorobium phaeobacteroides,385,296,203,260,455,397,323,303
Chlorobium phaeovibrioides,214,190,161,227,197,206,178,186
Chloroflexaceae,1,NA,NA,1,NA,NA,NA,NA
Chloroflexus aggregans,110,131,142,87,105,105,129,126
Chloroflexus aurantiacus,98,142,135,141,92,121,116,126
Chloroflexus sp. Y-400-fl,98,142,135,141,92,121,118,126
Chloroherpeton,NA,NA,NA,NA,NA,1,NA,NA
Chloroherpeton thalassium,116,145,140,178,111,169,172,196
Chondromyces,5,8,1,5,7,2,NA,2
Chondromyces crocatus,427,447,496,432,316,259,310,325
Choristoneura biennis entomopoxvirus,NA,NA,2,2,4,1,8,2
Choristoneura fumiferana DEF multiple nucleopolyhedrovirus,6,1,NA,2,2,NA,3,1
Choristoneura occidentalis granulovirus,NA,NA,NA,NA,3,3,1,2
Choristoneura rosaceana alphabaculovirus,NA,NA,NA,NA,NA,NA,2,NA
Choristoneura rosaceana entomopoxvirus 'L',4,NA,3,2,3,2,2,2
Chromatiaceae,5,5,1,4,5,2,2,2
Chromatiales,1,2,3,NA,1,NA,2,2
Chromobacteriaceae,7,7,5,3,8,2,6,5
Chromobacterium,59,35,28,57,50,13,5,19
Chromobacterium vaccinii,381,517,461,572,307,280,365,388
Chromobacterium violaceum,517,737,621,791,323,309,399,472
Chromohalobacter,5,3,2,NA,1,NA,NA,NA
Chromohalobacter israelensis,420,401,415,363,318,179,163,247
Chroococcaceae,NA,NA,NA,NA,NA,NA,1,NA
Chroococcales,NA,NA,NA,NA,NA,NA,1,NA
Chroococcidiopsidaceae,NA,NA,1,NA,NA,NA,2,NA
Chroococcidiopsis thermalis,72,70,71,71,95,106,105,116
Chryseobacterium,3,4,5,6,1,2,NA,4
Chryseobacterium gallinarum,10138,5659,2545,5075,10222,1568,1018,2324
Chryseobacterium sp. IHB B 10212,756,555,425,542,800,437,459,468
Chryseobacterium sp. IHB B 17019,686,522,380,584,707,493,490,507
Chryseobacterium sp. StRB126,977,553,295,552,1153,517,524,538
Chrysiogenaceae,NA,NA,1,NA,NA,NA,NA,NA
Chrysiogenales,NA,NA,NA,NA,NA,NA,NA,1
Chrysochromulina ericina virus,8,12,24,14,7,25,23,17
Chrysodeixis chalcites nucleopolyhedrovirus,NA,NA,NA,NA,NA,3,NA,3
Chum salmon reovirus CS,NA,NA,NA,NA,NA,NA,NA,1
Circoviridae 8 LDMD-2013,17,12,8,20,4,2,1,6
Citrobacter,5,6,1,3,3,7,5,6
Citrobacter amalonaticus,887,844,692,850,949,916,878,925
Citrobacter freundii,777,762,570,832,1423,2462,3984,2765
Citrobacter koseri,215,310,241,340,297,614,753,682
Citrobacter phage Miller,NA,NA,NA,NA,1,NA,NA,NA
Citrobacter phage Moon,NA,NA,NA,NA,1,4,7,3
Citrobacter phage Stevie,NA,NA,NA,NA,NA,1,4,2
Citrobacter rodentium,321,352,261,389,399,580,414,521
Citrobacter sp. FDAARGOS_156,324,285,221,306,376,332,308,327
Citromicrobium,NA,NA,NA,NA,3,4,NA,5
Citromicrobium sp. JL477,356,354,350,296,283,161,168,197
Kostyavirus,6,7,3,11,4,1,5,9
Clavibacter,33,14,4,9,29,7,2,3
Clavibacter michiganensis,537,713,809,629,337,341,530,515
Clavibacter phage CMP1,NA,NA,NA,NA,NA,1,NA,1
Cloacibacillus porcorum,449,650,712,664,401,685,671,683
Eubacteriales,4,NA,2,2,1,NA,1,2
Clostridiales Family XVII. Incertae Sedis,2,3,2,NA,1,NA,NA,2
Clostridioides,NA,NA,1,NA,1,NA,NA,NA
Clostridioides difficile,216,300,323,344,4749,12558,13740,9341
Clostridium,1,1,5,3,3,7,1,3
Clostridium aceticum,175,178,204,210,316,533,626,462
Clostridium acetobutylicum,189,232,212,286,367,650,763,560
Clostridium autoethanogenum,260,260,283,284,476,683,816,642
Clostridium baratii,341,242,170,309,664,918,1017,679
Clostridium beijerinckii,454,407,331,418,937,1526,1535,1143
Clostridium bornimense,148,207,252,255,377,877,1000,756
Clostridium botulinum,913,871,787,1010,1947,3232,3643,2734
Clostridium butyricum,305,286,231,309,799,1388,1485,1121
Clostridium carboxidivorans,213,278,267,331,535,996,1081,850
Clostridium cellulovorans,316,265,224,339,929,1871,1592,1367
Clostridium formicaceticum,267,146,150,187,475,674,745,550
Clostridium kluyveri,442,657,780,697,468,906,937,829
Clostridium ljungdahlii,120,183,245,239,315,697,844,612
Clostridium novyi,127,200,205,271,368,743,809,659
Clostridium pasteurianum,621,640,531,699,1348,2561,2790,2032
Clostridium perfringens,165,162,179,191,599,1329,1491,941
Clostridium phage c-st,NA,NA,NA,NA,1,3,2,6
Clostridium phage CDMH1,NA,NA,NA,NA,2,8,6,6
Clostridium phage phi3626,NA,NA,NA,NA,1,2,1,1
Clostridium phage phi8074-B1,NA,NA,NA,NA,NA,4,1,2
Clostridium phage phiCD146,NA,NA,NA,NA,NA,NA,NA,1
Clostridium phage phiCD211,NA,NA,NA,NA,2,1,1,1
Clostridium phage phiCD38-2,NA,NA,NA,NA,NA,NA,NA,1
Clostridium phage phiCD481-1,NA,NA,NA,NA,NA,NA,3,2
Clostridium phage phiCD505,NA,NA,NA,NA,NA,NA,NA,1
Clostridium phage phiCD506,NA,NA,NA,NA,NA,NA,4,2
Clostridium phage phiCD6356,NA,NA,NA,NA,NA,3,NA,2
Clostridium phage phiCDHM13,NA,NA,NA,NA,NA,NA,3,2
Clostridium phage phiCP13O,10,17,23,22,3,2,5,7
Clostridium phage phiCP26F,10,17,23,22,3,2,5,7
Clostridium phage phiCP34O,2,9,8,5,1,NA,4,1
Clostridium phage phiCP39-O,8,6,13,16,1,1,5,6
Clostridium phage phiCP7R,NA,NA,NA,NA,4,2,3,2
Clostridium phage phiCPV4,NA,NA,NA,NA,3,2,2,2
Clostridium phage phiCT9441A,NA,NA,NA,NA,NA,NA,2,NA
Clostridium phage phiCTP1,NA,NA,NA,NA,1,NA,1,2
Clostridium phage phiMMP01,NA,NA,NA,NA,1,NA,5,3
Clostridium phage phiMMP02,1,2,1,4,1,NA,1,1
Clostridium phage phiMMP03,NA,NA,NA,NA,1,3,6,3
Clostridium phage phiMMP04,NA,NA,NA,NA,NA,1,3,NA
Clostridium phage PhiS63,NA,NA,NA,NA,1,2,1,1
Clostridium phage phiSM101,21,31,44,34,7,20,11,14
Clostridium phage phiZP2,NA,NA,NA,NA,4,7,5,4
Clostridium saccharobutylicum,247,195,144,213,670,1143,1245,859
Clostridium saccharoperbutylacetonicum,455,352,332,390,818,1250,1318,940
Clostridium scatologenes,241,320,240,361,550,1005,1099,832
Clostridium sp. BNL1100,415,486,475,658,540,1055,1038,937
Clostridium sp. SY8519,2225,3057,2373,3949,4017,8368,6730,6684
Clostridium sporogenes,79,142,171,172,275,629,716,495
Clostridium taeniosporum,79,128,139,134,332,735,971,647
Clostridium tetani,170,153,147,188,610,1302,1217,945
Clostridium tyrobutyricum,203,193,154,251,478,848,784,617
Yongloolinvirus C2,NA,NA,NA,NA,1,3,6,3
Lubbockvirus CD119,1,2,1,4,1,3,5,1
Colneyvirus CD27,NA,NA,NA,NA,3,12,4,6
Cnaphalocrocis medinalis granulovirus,NA,NA,NA,NA,1,NA,NA,NA
Cod iridovirus,NA,NA,NA,NA,2,2,3,NA
Coleofasciculaceae,2,NA,1,1,NA,NA,NA,NA
Collimonas,10,14,11,14,8,7,5,15
Collimonas arenae,431,488,507,532,355,399,414,446
Collimonas fungivorans,535,638,564,665,457,352,438,462
Collimonas pratensis,466,589,476,677,344,315,344,407
Colwellia,NA,NA,NA,NA,NA,NA,2,NA
Colwellia phage 9A,NA,NA,NA,NA,NA,NA,6,1
Colwellia psychrerythraea,125,139,134,180,117,174,173,170
Colwellia sp. MT41,52,93,79,106,68,124,122,135
Colwellia sp. PAMC 20917,142,136,79,132,148,162,164,150
Comamonadaceae,32,31,17,36,22,18,6,22
Comamonadaceae bacterium A1,229,353,346,345,103,145,172,224
Comamonadaceae bacterium B1,289,368,340,414,187,168,170,236
Comamonas,NA,1,1,NA,1,6,26,11
Comamonas testosteroni,880,954,910,1092,630,584,875,786
Commelina yellow mottle virus,NA,NA,NA,NA,NA,NA,1,NA
Common-moorhen coronavirus HKU21,NA,NA,NA,NA,NA,1,3,NA
Condylorrhiza vestigialis MNPV,12,22,10,21,3,5,1,11
Conexibacter,1,NA,2,NA,1,2,3,4
Conexibacter woesei,303,499,607,387,201,250,312,363
Conexibacteraceae,1,NA,1,NA,NA,3,1,1
Actibacterium,1,1,3,1,NA,1,NA,1
Confluentimicrobium sp. EMB200-NS6,210,295,303,280,229,186,219,227
Coprothermobacter,NA,NA,NA,NA,NA,NA,NA,1
Coprothermobacter proteolyticus,194,299,226,408,95,133,56,174
Coraliomargarita,NA,1,NA,NA,NA,1,1,NA
Coraliomargarita akajimensis,117,146,204,154,74,121,126,143
Corallococcus,1,2,2,3,NA,2,NA,NA
Corallococcus coralloides,720,883,1012,977,406,430,515,622
Corey virus,NA,NA,NA,NA,2,2,3,4
Coriobacteriaceae,NA,NA,NA,NA,NA,2,2,2
Coriobacteriaceae bacterium 68-1-3,1935,2932,3387,2567,1093,1349,2631,2030
Coriobacteriales,NA,2,1,NA,NA,NA,NA,1
Coriobacterium,NA,NA,2,1,NA,NA,NA,NA
Coriobacterium glomerans,4905,7164,10574,4706,2291,2094,1440,3387
Corynebacteriaceae,5,4,1,2,2,NA,3,NA
Mycobacteriales,5,7,7,8,1,3,3,3
Corynebacterium,15,28,26,28,39,52,115,64
Corynebacterium argentoratense,98,163,170,156,61,136,78,129
Corynebacterium atypicum,108,160,159,172,76,109,108,99
Corynebacterium aurimucosum,365,532,544,665,190,228,158,293
Corynebacterium callunae,469,456,439,442,330,191,172,268
Corynebacterium camporealensis,108,163,149,153,71,117,118,123
Corynebacterium casei,215,207,139,204,183,97,110,137
Corynebacterium deserti,299,221,149,268,255,107,130,156
Corynebacterium diphtheriae,1056,1231,937,1508,768,673,750,873
Corynebacterium doosanense,319,441,588,387,165,165,150,262
Corynebacterium efficiens,309,383,338,396,227,216,143,262
Corynebacterium epidermidicanis,142,147,180,106,100,91,82,106
Corynebacterium falsenii,283,386,345,458,228,205,161,248
Corynebacterium glutamicum,498,381,298,468,468,255,215,294
Corynebacterium glyciniphilum,241,272,246,295,206,142,138,193
Corynebacterium halotolerans,251,327,330,309,167,163,213,210
Corynebacterium humireducens,204,278,335,304,97,131,181,198
Corynebacterium imitans,195,232,251,212,97,119,126,160
Corynebacterium jeikeium,185,251,273,263,126,144,126,162
Corynebacterium kroppenstedtii,196,210,183,221,144,85,82,126
Corynebacterium kutscheri,57,57,39,64,63,69,64,63
Corynebacterium lactis,156,232,225,227,102,123,133,153
Corynebacterium marinum,237,391,434,361,124,149,206,249
Corynebacterium maris,315,279,275,302,235,145,157,189
Corynebacterium mustelae,169,163,145,166,148,89,87,115
Corynebacterium pseudotuberculosis,182,153,94,146,235,139,132,155
Corynebacterium resistens,67,93,72,97,58,80,79,96
Corynebacterium simulans,320,442,420,466,234,192,164,260
Corynebacterium singulare,261,181,190,208,217,122,108,141
Corynebacterium sp. ATCC 6931,316,305,331,296,267,169,117,193
Corynebacterium sp. JZ16,547,286,138,262,549,144,119,188
Corynebacterium sp. NML98-0116,911,1212,924,1361,674,558,663,744
Corynebacterium stationis,289,187,121,204,254,123,90,138
Corynebacterium terpenotabidum,248,296,334,239,192,138,122,166
Corynebacterium testudinoris,307,303,304,297,239,141,98,175
Corynebacterium ulcerans,268,233,174,209,283,189,156,177
Corynebacterium urealyticum,205,201,229,194,137,115,156,156
Corynebacterium ureicelerivorans,134,197,250,189,91,106,97,171
Corynebacterium uterequi,171,287,286,317,95,142,159,202
Corynebacterium variabile,202,302,308,271,142,162,170,202
Corynebacterium vitaeruminis,387,530,562,517,245,251,251,355
Cotesia congregata bracovirus,NA,1,1,NA,8,5,6,5
Cotia virus SPAn232,11,14,10,16,9,18,16,14
Cowpea aphid-borne mosaic virus,NA,NA,NA,NA,2,2,NA,2
Cowpox virus,NA,NA,NA,NA,NA,1,2,1
Coxiella burnetii,83,50,32,53,115,77,73,59
Coxiella endosymbiont of Amblyomma americanum,NA,NA,NA,NA,11,35,27,24
Coxiella-like endosymbiont,26,25,39,36,24,50,38,37
Cricetid herpesvirus 2,NA,NA,NA,NA,NA,NA,2,NA
Crinalium epipsammum,51,58,95,72,83,152,175,134
Croceibacter atlanticus,234,164,103,144,277,154,209,169
Croceicoccus,3,6,8,14,1,2,1,4
Croceicoccus naphthovorans,202,247,316,261,138,154,176,189
Crohivirus,NA,NA,NA,NA,NA,NA,NA,1
Cronobacter,15,19,20,21,15,17,9,16
Cronobacter condimenti,397,402,326,383,280,223,285,332
Cronobacter dublinensis,268,335,358,298,236,267,291,299
Cronobacter malonaticus,178,253,238,317,176,294,329,328
Cronobacter muytjensii,286,366,323,369,220,275,313,309
Cronobacter phage CR5,NA,1,NA,1,1,1,1,NA
Cronobacter phage CR9,NA,NA,NA,NA,NA,1,4,1
Cronobacter phage ENT39118,NA,NA,NA,NA,1,7,2,NA
Cronobacter phage phiES15,13,1,1,5,6,2,NA,3
Cronobacter phage S13,NA,NA,NA,NA,1,5,2,3
Cronobacter phage vB_CsaM_GAP161,NA,2,NA,1,NA,2,1,1
Cronobacter phage vB_CsaM_GAP31,NA,NA,NA,NA,NA,2,2,NA
Cronobacter phage vB_CsaM_GAP32,NA,NA,NA,NA,NA,1,1,NA
Cronobacter sakazakii,316,356,330,419,318,484,536,458
Cronobacter turicensis,490,461,404,483,399,242,254,306
Cronobacter universalis,346,403,375,454,258,294,274,340
Cryobacterium,1,1,4,2,2,NA,NA,NA
Cryobacterium arcticum,310,339,303,306,222,162,219,222
Cryomorphaceae,NA,NA,NA,NA,NA,1,NA,NA
Cryptobacterium,4,6,7,2,2,2,1,2
Cryptobacterium curtum,397,567,902,384,233,300,486,466
Cupriavidus,73,64,63,58,73,39,75,52
Cupriavidus basilensis,383,516,530,545,538,1065,4443,1597
Cupriavidus gilardii,437,475,477,448,459,382,1152,545
Cupriavidus metallidurans,356,491,519,481,12406,32242,156374,46353
Cupriavidus necator,670,911,947,1094,504,704,1619,998
Cupriavidus pinatubonensis,338,530,525,506,228,366,960,511
Cupriavidus sp. USMAA1020,635,929,1009,965,348,420,819,681
Cupriavidus sp. USMAA2-4,629,873,944,976,564,882,3025,1324
Cupriavidus sp. USMAHM13,645,809,837,903,367,395,814,620
Curtobacterium,7,2,NA,3,3,NA,NA,1
Curtobacterium sp. BH-2-1-1,227,364,484,273,114,167,154,203
Curtobacterium sp. MR_MD2014,224,317,389,285,100,118,160,185
Cutibacterium,NA,NA,NA,NA,NA,4,2,NA
Cutibacterium avidum,510,512,450,493,406,222,192,321
Geminocystaceae,NA,NA,NA,NA,NA,1,1,NA
Cyanobacterium,NA,NA,NA,NA,NA,NA,NA,1
Cyanobacterium aponinum,180,186,171,201,218,279,311,243
cyanobacterium endosymbiont of Epithemia turgida,201,145,112,163,189,129,105,129
Cyanobium,NA,1,4,3,4,1,NA,NA
Cyanobium gracile,345,548,462,675,189,219,218,336
Cyanophage KBS-P-1A,NA,NA,NA,NA,NA,1,NA,NA
Cyanophage KBS-S-2A,NA,NA,NA,NA,NA,NA,2,NA
Cyanophage NATL2A-133,NA,NA,NA,NA,1,4,NA,2
Cyanophage P-RSM1,NA,NA,NA,NA,NA,2,NA,2
Cyanophage P-RSM6,NA,NA,NA,NA,1,8,3,3
Cyanophage P-SSP2,NA,NA,NA,NA,NA,2,NA,1
Cyanophage P-TIM40,NA,NA,NA,NA,NA,1,NA,NA
Cyanophage PSS2,3,2,NA,1,NA,1,1,1
Cyanophage S-RIM32,NA,NA,NA,NA,NA,1,5,1
Cyanophage S-RIM50,NA,NA,NA,NA,1,7,6,6
Cyanophage S-TIM5,NA,NA,NA,NA,NA,1,2,1
Cyanophage Syn30,46,16,5,10,29,6,3,7
Cyanothecaceae,NA,NA,1,NA,NA,NA,NA,NA
Cyanothece,NA,NA,NA,NA,NA,NA,1,2
Cyanothece sp. ATCC 51142,15,13,30,13,61,125,144,78
Cyanothece sp. PCC 7424,292,217,118,249,366,225,184,195
Cyanothece sp. PCC 7425,162,91,64,65,157,135,98,104
Cyanothece sp. PCC 7822,81,91,70,93,98,162,152,131
Cyanothece sp. PCC 8801,198,134,116,155,267,117,138,112
Cyanothece sp. PCC 8802,151,101,96,131,191,110,118,113
Cyclobacterium amurskyense,774,526,336,542,832,344,347,395
Cyclobacterium marinum,320,253,226,290,363,321,330,299
Cycloclasticus,NA,NA,NA,NA,NA,1,NA,NA
Cycloclasticus sp. P1,68,52,29,53,109,67,83,80
Cycloclasticus zancles,119,93,72,84,145,82,99,121
Cydia pomonella granulovirus,NA,NA,NA,NA,1,2,5,2
Cyprinid herpesvirus 1,NA,NA,NA,NA,NA,1,NA,1
Cyprinid herpesvirus 2,NA,NA,NA,NA,NA,NA,2,NA
Cyprinid herpesvirus 3,NA,NA,2,NA,1,2,3,3
Archangiaceae,NA,1,1,1,NA,1,1,NA
Cytophaga hutchinsonii,695,404,281,413,752,484,424,489
Cytophagaceae,3,2,NA,3,5,1,NA,2
Cytophagales,NA,1,NA,NA,NA,NA,NA,NA
Dactylococcopsis salina,12,17,18,25,46,100,103,82
Dechloromonas,3,7,3,4,3,1,3,6
Dechloromonas aromatica (nom. nud.),185,201,235,195,206,203,222,234
Deerpox virus W-848-83,NA,NA,NA,NA,NA,NA,2,1
Deferribacter desulfuricans,302,227,193,199,350,247,226,210
Albidovulum,2,3,1,1,NA,NA,3,NA
Defluviimonas alba,342,479,442,550,206,192,200,295
Defluviitoga tunisiensis,88,41,29,46,125,154,184,124
Deftia phage phiW-14,NA,NA,NA,NA,NA,1,2,1
Dehalobacter,NA,NA,NA,NA,NA,NA,1,NA
Dehalobacter restrictus,240,229,148,260,354,487,474,399
Dehalobacter sp. CF,221,211,201,231,318,505,493,415
Dehalobacter sp. DCA,211,188,180,203,306,491,494,411
Dehalococcoides mccartyi,258,210,146,212,304,270,328,272
Dehalococcoides sp. UCH007,230,143,113,152,199,82,79,104
Dehalogenimonas lykanthroporepellens,185,232,179,276,193,140,119,177
Deinococcaceae,9,6,7,5,4,NA,2,4
Deinococcales,2,2,2,NA,NA,NA,1,1
Deinococcus,11,13,14,17,8,7,9,13
Deinococcus actinosclerus,472,525,469,547,304,256,241,336
Deinococcus deserti,362,432,385,408,320,199,174,234
Deinococcus geothermalis,229,339,346,376,138,171,174,211
Deinococcus gobiensis,526,701,664,678,305,300,340,406
Deinococcus maricopensis,453,676,698,641,264,230,205,393
Deinococcus peraridilitoris,163,272,278,262,151,117,115,169
Deinococcus proteolyticus,367,514,474,548,235,237,238,333
Deinococcus puniceus,291,459,393,529,186,200,173,313
Deinococcus radiodurans,268,348,334,386,176,186,233,264
Deinococcus radiopugnans,505,689,633,766,330,314,271,429
Delftia,1,4,10,4,4,2,7,4
Delftia acidovorans,769,883,804,971,521,427,601,634
Delftia phage RG-2014,NA,NA,NA,NA,NA,2,1,NA
Delftia sp. Cs1-4,573,727,775,783,397,349,485,500
Delftia tsuruhatensis,640,744,734,816,461,391,617,544
Deltapapillomavirus 1,NA,NA,NA,NA,NA,1,1,2
Denitrobacterium,NA,NA,NA,NA,NA,NA,2,1
Denitrobacterium detoxificans,2258,3254,3849,2842,1372,1499,2318,2193
Denitrovibrio acetiphilus,73,73,85,94,117,173,208,127
Dermabacter,NA,1,1,2,NA,1,NA,NA
Dermabacter vaginalis,140,173,196,157,104,107,105,117
Dermacoccaceae,4,3,NA,6,NA,3,NA,2
Dermacoccus,1,1,1,1,NA,2,2,1
Dermacoccus nishinomiyaensis,187,247,276,227,118,114,138,160
Dermocarpellaceae,NA,NA,NA,NA,NA,NA,2,NA
Desulfarculaceae,1,1,1,1,NA,NA,NA,NA
Desulfarculus,1,1,4,2,2,NA,NA,NA
Desulfarculus baarsii,483,714,795,718,247,315,399,456
Desulfatibacillum,NA,1,1,NA,3,4,NA,4
Desulfatibacillum alkenivorans,316,413,441,447,164,231,245,292
Desulfitobacterium,NA,1,1,5,1,NA,2,1
Desulfitobacterium dehalogenans,210,272,263,348,238,462,482,411
Desulfitobacterium dichloroeliminans,230,329,291,408,270,499,725,597
Desulfitobacterium hafniense,639,663,554,768,544,670,673,637
Desulfitobacterium metallireducens,158,221,229,298,191,330,354,331
Desulfobacca,NA,NA,NA,NA,NA,NA,1,NA
Desulfobacca acetoxidans,141,216,250,265,137,153,132,179
Desulfobacteraceae,1,NA,1,NA,NA,NA,1,NA
Desulfobacterales,NA,2,1,NA,NA,NA,NA,1
Desulforapulum autotrophicum,283,225,211,255,285,243,234,266
Desulfobacula toluolica,63,90,112,97,148,306,280,222
Desulfobulbaceae,6,10,4,10,2,2,1,3
Desulfobulbus,NA,1,1,NA,NA,NA,NA,NA
Desulfobulbus propionicus,549,554,468,622,418,356,304,418
Desulfocapsa sulfexigens,241,230,211,279,260,248,246,257
Desulfococcus,NA,NA,1,1,2,6,4,4
Desulfococcus multivorans,236,311,329,356,162,183,275,266
Desulfosudis oleivorans,217,321,296,291,177,234,262,279
Desulfohalobium,2,6,NA,2,2,1,NA,2
Desulfohalobium retbaense,194,204,209,266,163,138,159,184
Desulfomicrobiaceae,NA,1,NA,1,NA,1,1,NA
Desulfomicrobium,NA,NA,NA,NA,NA,1,NA,NA
Desulfomicrobium baculatum,521,612,548,612,392,300,506,441
Desulfomicrobium orale,297,333,378,394,189,213,360,337
Desulfomonile,NA,NA,NA,NA,3,3,NA,4
Desulfomonile tiedjei,277,150,89,150,268,167,187,151
Desulfosporosinus,NA,NA,NA,NA,NA,1,NA,NA
Desulfosporosinus acidiphilus,159,130,116,171,241,343,356,308
Desulfosporosinus meridiei,128,132,134,175,208,430,381,337
Desulfosporosinus orientis,147,209,213,275,270,439,455,407
Desulfotalea psychrophila,219,179,126,188,250,168,157,147
Desulfotomaculum,2,3,2,1,NA,2,4,1
Desulfofarcimen acetoxidans,134,181,188,224,191,420,427,359
Desulfoscipio gibsoniae,634,552,413,668,637,452,401,508
Desulfofundulus kuznetsovii,319,502,470,586,179,247,224,329
Desulfotomaculum nigrificans,283,247,170,250,317,225,274,229
Desulforamulus reducens,285,279,222,350,281,285,307,302
Desulforamulus ruminis,291,450,385,506,245,411,350,430
Desulfovibrio,11,17,9,9,11,10,11,15
Pseudodesulfovibrio aespoeensis,422,518,432,622,313,286,614,480
Desulfocurvibacter africanus,513,637,658,714,321,331,609,481
Oleidesulfovibrio alaskensis,404,480,424,580,351,362,577,429
Desulfovibrio desulfuricans,691,844,795,901,620,973,2742,1225
Desulfovibrio fairfieldensis,320,400,371,486,606,1269,4854,1689
Solidesulfovibrio magneticus,595,752,797,916,405,491,920,671
Maridesulfovibrio salexigens,322,281,281,377,341,329,247,305
Desulfovibrio sp. J2,528,718,803,747,352,427,775,587
Nitratidesulfovibrio vulgaris,1059,1453,1458,1599,895,1206,3045,1665
Desulfovibrionaceae,6,11,9,8,NA,5,3,1
Desulfovibrionales,NA,NA,NA,NA,NA,1,2,1
Desulfurella acetivorans,78,42,34,46,89,73,132,83
Desulfurispirillum,NA,NA,1,NA,3,13,41,14
Desulfurispirillum indicum,472,424,356,505,401,218,190,265
Desulfurivibrio,NA,1,NA,NA,NA,1,NA,NA
Desulfurivibrio alkaliphilus,327,533,508,546,244,267,203,339
