species,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_10,Healthy_stool_100_100,Healthy_stool_100_50
Autographa californica nucleopolyhedrovirus,NA,NA,NA,NA,NA,NA,1,NA
Avian paramyxovirus 5,NA,NA,NA,NA,NA,1,NA,NA
Azoarcus,72,47,36,75,56,20,12,28
Azoarcus olearius,331,443,516,511,227,241,301,330
Azoarcus sp. BH72,389,482,551,571,300,247,316,356
Azoarcus sp. CIB,367,453,482,415,241,216,355,335
Azoarcus sp. KH32C,450,430,425,378,350,185,288,302
Azorhizobium,1,2,NA,1,NA,2,1,2
Azorhizobium caulinodans,734,754,709,770,477,341,383,520
Azospira,9,10,4,11,1,5,NA,6
Azospira oryzae,541,693,684,838,344,340,408,507
Azospirillum,17,44,23,38,19,21,9,26
Azospirillum brasilense,1109,1586,1439,1625,680,720,797,993
Azospirillum humicireducens,628,678,480,631,630,235,257,345
Azospirillum lipoferum,1389,1702,1722,1764,992,761,903,1133
Azospirillum thiophilum,542,725,715,821,339,430,535,557
Azotobacter,NA,NA,1,NA,NA,NA,3,1
Azotobacter chroococcum,631,779,708,878,464,401,353,542
Azotobacter vinelandii,694,789,628,862,517,347,345,525
Bacillaceae,4,1,6,1,NA,3,NA,5
Bacillales,1,NA,NA,NA,NA,1,1,1
Bacillus <firmicutes>,7,1,5,10,7,13,13,18
Bacillus amyloliquefaciens,682,792,733,910,769,1029,850,963
Bacillus anthracis,161,158,136,177,290,431,449,373
Bacillus atrophaeus,331,365,313,415,329,390,352,378
Bacillus beveridgei,254,200,203,267,306,326,303,291
Bacillus bombysepticus,166,125,131,163,325,542,492,433
Evansella cellulosilytica,191,133,112,159,262,354,361,300
Bacillus cereus,1100,931,901,1098,1678,2510,2371,2050
Shouchella clausii,46,43,35,48,86,185,197,127
Heyndrickxia coagulans,551,645,616,780,648,791,704,798
Bacillus cytotoxicus,288,239,230,295,403,506,441,453
Priestia endophytica,111,166,184,189,228,509,480,404
Bacillus gibsonii,179,210,237,246,235,449,361,352
Bacillus glycinifermentans,44,102,109,113,130,302,284,253
Halalkalibacterium halodurans,180,114,119,132,269,267,229,238
Bacillus infantis,215,271,193,268,339,514,476,428
Shouchella lehensis,66,51,53,70,174,308,323,242
Bacillus licheniformis,146,181,201,168,255,420,359,299
Priestia megaterium,375,380,331,385,702,1018,1007,783
Bacillus methanolicus,238,235,201,293,325,449,425,403
Bacillus muralis,134,125,88,139,203,365,343,297
Bacillus mycoides,363,312,270,340,615,967,938,860
Cytobacillus oceanisediminis,321,273,270,301,483,614,551,539
Bacillus paralicheniformis,194,243,294,332,261,456,394,341
Bacillus phage 0305phi8-36,1,3,NA,1,NA,2,1,3
Bacillus phage AR9,1,2,1,NA,2,6,5,8
Bacillus phage Aurora,NA,NA,NA,NA,1,3,1,NA
Bacillus phage AvesoBmore,1,NA,NA,NA,NA,1,2,3
Bacillus phage B4,24,7,5,11,18,4,2,2
Bacillus phage Bastille,NA,NA,NA,NA,NA,3,1,2
Bacillus phage BCJA1c,NA,NA,NA,NA,1,8,1,3
Bacillus phage Bcp1,NA,1,NA,3,1,1,1,1
Bacillus phage BCP8-2,20,28,16,24,15,7,5,9
Bacillus phage Belinda,NA,NA,NA,NA,NA,2,1,3
Bacillus phage BigBertha,NA,NA,NA,NA,NA,1,NA,NA
Bacillus phage BM5,NA,NA,1,NA,NA,NA,NA,3
Bacillus phage Bobb,NA,NA,NA,NA,NA,1,NA,1
Bacillus phage BPS13,NA,NA,NA,NA,NA,1,1,NA
Bacillus phage CampHawk,NA,NA,NA,NA,NA,3,2,NA
Bacillus phage CP-51,1,NA,NA,NA,NA,2,2,1
Bacillus phage Deep Blue,13,26,16,21,6,7,5,7
Bacillus phage DIGNKC,NA,NA,NA,NA,1,2,1,3
Bacillus phage DirtyBetty,NA,NA,NA,NA,NA,2,1,3
Bacillus phage Eldridge,NA,NA,NA,NA,4,2,1,2
Bacillus phage Evoli,NA,NA,NA,NA,NA,5,3,NA
Bacillus phage Eyuki,NA,NA,NA,NA,NA,2,1,3
Bacillus phage Fah,NA,NA,NA,NA,4,9,5,3
Bacillus phage Gamma,NA,NA,NA,NA,4,9,5,3
Bacillus phage Grass,NA,NA,NA,NA,1,2,2,4
Bacillus phage Hakuna,NA,NA,NA,NA,NA,2,1,3
Bacillus phage JBP901,21,28,16,25,16,7,8,9
Bacillus phage JL,2,1,10,6,7,5,3,7
Bacillus phage Kida,NA,NA,NA,NA,NA,2,1,3
Bacillus phage Megatron,NA,NA,NA,NA,NA,2,1,3
Bacillus phage Nemo,NA,NA,NA,NA,1,2,1,4
Bacillus phage Nigalana,NA,NA,NA,NA,NA,2,1,3
Bacillus phage NotTheCreek,NA,NA,NA,NA,NA,2,1,3
Bacillus phage Palmer,NA,NA,NA,NA,NA,1,4,NA
Bacillus phage phi105,NA,NA,NA,NA,1,3,3,1
Bacillus phage phiAGATE,NA,1,NA,NA,2,9,2,4
Bacillus phage phiNIT1,1,NA,NA,NA,1,2,3,4
Bacillus phage phIS3501,NA,NA,1,NA,NA,NA,NA,NA
Bacillus phage Phrodo,1,NA,NA,NA,NA,1,NA,NA
Bacillus phage PM1,NA,NA,NA,NA,NA,NA,1,3
Bacillus phage Riley,1,NA,NA,NA,NA,2,2,3
Bacillus phage SageFayge,NA,NA,NA,NA,NA,2,1,3
Bacillus phage SalinJah,NA,NA,NA,NA,1,NA,NA,NA
Bacillus phage Shanette,2,1,10,6,4,1,3,5
Bacillus phage Shbh1,NA,NA,NA,NA,1,2,NA,NA
Bacillus phage Slash,NA,NA,NA,NA,2,4,5,8
Bacillus phage SP-10,NA,NA,NA,NA,NA,1,1,NA
Bacillus phage SP-15,NA,NA,NA,NA,1,5,1,2
Bacillus phage SPG24,1,NA,NA,NA,1,2,2,4
