species,Healthy_stool_10_1_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_50_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_100_noerr,Healthy_stool_100_50_noerr
Bifidobacterium angulatum,244,345,456,239,645,1489,5793,2152
Bifidobacterium animalis,137,153,150,139,462,1072,5558,1526
Bifidobacterium asteroides,45,61,75,57,27,29,18,36
Bifidobacterium bifidum,99,127,162,100,1714,4482,6201,2783
Bifidobacterium breve,218,293,347,257,348,783,452,587
Bifidobacterium catenulatum,470,666,895,424,989,2195,6220,3076
Bifidobacterium coryneforme,4,14,29,22,10,27,20,23
Bifidobacterium dentium,65,92,106,103,46,39,35,75
Bifidobacterium indicum,12,22,37,22,15,27,22,27
Bifidobacterium catenulatum subsp. kashiwanohense,501,848,992,518,358,560,788,714
Bifidobacterium longum,448,643,751,584,8302,21291,7172,13354
Bifidobacterium pseudocatenulatum,332,526,637,381,1718,4201,6889,2780
Bifidobacterium pseudolongum,68,79,102,59,35,42,47,73
Bifidobacterium scardovii,77,115,154,105,46,60,72,78
Bifidobacterium thermophilum,122,149,135,194,84,97,101,98
Black grass varicosavirus-like virus,NA,NA,NA,NA,NA,NA,1,NA
Blastochloris,NA,1,NA,NA,NA,NA,NA,NA
Blastochloris viridis,37,37,32,25,33,19,31,30
Blastococcus,NA,NA,1,NA,NA,NA,NA,NA
Blastococcus saxobsidens,25,32,37,31,12,24,13,28
Blastomonas,NA,1,NA,NA,NA,NA,NA,NA
Blastomonas sp. RAC04,35,52,39,48,32,22,18,26
Blattabacterium punctulatus,7,6,3,3,11,5,3,1
Blattabacterium sp. (Blaberus giganteus),9,7,5,6,21,2,10,6
Blattabacterium sp. (Blatta orientalis),11,10,7,9,3,8,6,5
Blattabacterium sp. (Blattella germanica),23,10,7,12,14,11,8,14
Blattabacterium sp. (Mastotermes darwiniensis),7,9,5,6,2,7,4,7
Blattabacterium sp. (Nauphoeta cinerea),8,8,6,7,5,10,5,11
Blattabacterium cuenoti,9,11,7,8,3,6,6,4
Blattabacterium sp. (Periplaneta americana),8,10,6,8,1,8,9,9
Blautia sp. YL58,123,183,145,237,690,1724,1240,1186
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,16,11,4,5,15,5,4,5
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,NA,NA,NA,NA,3,6,2,2
Bordetella,3,1,3,5,3,NA,5,1
Bordetella avium,21,34,33,35,10,8,23,25
Bordetella bronchialis,30,58,66,56,24,20,35,38
Bordetella bronchiseptica,83,115,101,81,40,47,74,74
Bordetella flabilis,32,45,47,50,26,31,23,28
Bordetella hinzii,36,76,49,42,24,22,33,47
Bordetella holmesii,33,25,20,23,16,16,18,16
Bordetella parapertussis,61,89,78,58,38,37,43,47
Bordetella pertussis,48,56,52,42,25,32,30,49
Bordetella petrii,36,30,39,40,29,35,41,41
Bordetella pseudohinzii,21,33,31,32,22,19,36,33
Bordetella sp. H567,29,54,57,37,16,23,34,33
Bordetella trematum,69,44,50,41,42,21,38,30
Rauchvirus BPP1,NA,NA,NA,NA,NA,NA,2,NA
Borrelia duttonii,16,4,12,10,19,13,6,11
Borrelia hermsii,1,2,2,5,4,7,5,5
Borrelia miyamotoi,NA,NA,1,2,2,3,4,3
Borrelia parkeri,NA,NA,2,1,1,7,7,5
Borrelia recurrentis,16,4,12,10,19,13,7,12
Borrelia turicatae,15,5,2,8,13,3,5,7
Borreliella afzelii,6,7,4,5,8,2,7,5
Borreliella bavariensis,6,4,2,4,10,1,5,7
Borreliella bissettii,2,NA,1,1,2,5,8,4
Borreliella burgdorferi,14,5,3,10,21,6,7,8
Borreliella garinii,5,4,1,4,10,NA,5,4
Borreliella valaisiana,1,1,NA,1,3,3,2,2
Bosea
 
 <a-proteobacteria>
 
,NA,NA,NA,NA,1,NA,NA,NA
Bosea sp. PAMC 26642,29,48,48,45,40,18,20,30
Bosea sp. RAC05,48,50,55,37,38,24,29,31
Bosea vaviloviae,44,44,59,54,34,23,26,37
Botrytis cinerea mitovirus 1,NA,NA,NA,NA,NA,NA,1,NA
bovine alphaherpesvirus 1,NA,NA,NA,NA,NA,NA,1,NA
Bovine papular stomatitis virus,5,7,4,3,1,3,1,6
Brachybacterium,7,2,NA,2,4,1,1,1
Brachybacterium faecium,36,42,43,50,19,21,15,29
Brachyspira hyodysenteriae,19,31,17,27,33,36,46,32
Brachyspira intermedia,35,34,22,50,40,44,32,32
Brachyspira murdochii,6,12,13,15,14,37,40,29
Brachyspira pilosicoli,39,42,33,57,59,59,89,61
Nitrobacteraceae,8,4,5,2,2,NA,NA,3
Bradyrhizobium,1,5,5,3,3,3,3,5
Bradyrhizobium diazoefficiens,73,97,72,64,64,36,38,47
Bradyrhizobium icense,41,38,28,24,17,15,33,22
Bradyrhizobium japonicum,61,58,71,49,28,24,27,38
Bradyrhizobium oligotrophicum,23,42,36,37,15,23,35,32
Bradyrhizobium sp.,39,47,52,38,39,17,29,17
Bradyrhizobium sp. BTAi1,19,41,41,30,11,21,27,27
Bradyrhizobium sp. CCGE-LA001,44,41,49,42,20,21,34,25
Bradyrhizobium sp. ORS 278,29,58,60,36,24,24,32,33
Bradyrhizobium sp. S23321,45,58,59,46,18,23,24,28
Brazilian marseillevirus,NA,NA,NA,NA,1,NA,NA,NA
Brevibacillus brevis,16,27,23,21,34,53,62,53
Brevibacillus laterosporus,10,18,11,14,25,50,47,38
Brevibacillus phage Jenst,NA,NA,NA,NA,NA,1,NA,NA
Brevibacterium,1,1,1,1,NA,NA,NA,NA
Brevibacterium linens,39,52,36,47,31,35,27,30
Brevundimonas,NA,NA,1,1,NA,NA,NA,NA
Brevundimonas naejangsanensis,26,36,38,28,25,19,16,24
Brevundimonas sp. DS20,18,21,22,22,9,16,16,14
Brevundimonas sp. GW460-12-10-14-LB2,21,30,30,42,8,15,17,20
Brevundimonas subvibrioides,28,32,39,35,9,9,19,21
Brochothrix phage A9,NA,NA,NA,NA,NA,1,NA,NA
Brochothrix phage NF5,NA,NA,NA,NA,NA,NA,1,NA
Brucella,NA,NA,NA,NA,2,NA,NA,NA
Brucella abortus,18,31,17,30,14,19,23,17
Brucella canis,40,31,34,37,17,6,18,18
Brucella ceti,45,30,35,35,17,9,16,20
Brucella melitensis,26,31,21,30,17,23,23,19
Brucella microti,23,27,15,29,17,23,23,17
Brucella ovis,21,24,14,28,16,23,25,15
Brucella phage Pr,NA,NA,NA,NA,NA,NA,1,NA
Brucella phage Tb,NA,NA,NA,NA,NA,NA,1,NA
Brucella pinnipedialis,44,32,34,37,17,10,16,20
Brucella sp. 141012304,34,35,38,38,19,15,18,18
Brucella sp. 2002734562,18,30,14,27,15,18,22,17
Brucella suis,24,30,21,32,21,20,26,14
Brucella vulpis,25,36,21,34,15,19,21,20
Buchnera aphidicola,20,15,7,13,20,30,40,19
Burke virus,NA,NA,NA,NA,1,NA,NA,NA
Burkholderia,10,15,17,7,9,10,12,8
Burkholderia ambifaria,42,36,46,23,34,31,52,42
Burkholderia cenocepacia,74,114,134,105,57,106,140,101
Burkholderia cepacia,102,114,136,93,66,94,135,99
Burkholderia contaminans,25,29,28,26,9,20,33,27
Burkholderia diffusa,33,31,17,21,25,16,35,18
Burkholderia dolosa,19,23,28,17,14,15,25,22
Burkholderia gladioli,57,79,77,66,37,41,51,50
Burkholderia glumae,46,76,71,59,43,46,60,52
Burkholderia lata,57,49,46,38,50,39,52,37
Burkholderia latens,24,28,28,22,14,19,25,22
Burkholderia mallei,11,13,18,16,9,18,36,10
Burkholderia metallica,18,30,47,18,16,19,33,24
Burkholderia multivorans,78,79,95,85,53,52,69,63
Burkholderia oklahomensis,28,30,29,32,26,19,30,23
Burkholderia phage BcepNazgul,2,NA,1,1,NA,NA,NA,NA
Burkholderia phage KL3,NA,NA,NA,NA,NA,NA,NA,1
Burkholderia phage KS9,NA,NA,NA,NA,1,1,NA,NA
Burkholderia plantarii,27,50,45,39,34,27,39,41
Burkholderia pseudomallei,53,51,65,50,34,41,75,43
Burkholderia pseudomultivorans,20,32,46,34,16,27,31,23
Burkholderia pyrrocinia,19,26,40,17,13,16,37,15
Burkholderia seminalis,33,26,35,22,15,15,34,20
Burkholderia sp. 2002721687,43,45,45,35,32,12,24,29
Burkholderia humptydooensis,42,42,49,35,28,12,26,27
Burkholderia sp. Bp7605,31,42,38,32,20,21,29,24
Burkholderia sp. CCGE1001,51,42,43,30,25,12,18,31
Burkholderia sp. CCGE1002,19,35,30,27,19,27,20,26
Burkholderia sp. CCGE1003,30,34,50,31,34,23,31,29
Burkholderia sp. HB1,30,25,32,16,25,14,34,22
Burkholderia sp. KJ006,41,52,50,38,19,19,24,41
Burkholderia sp. OLGA172,39,33,43,45,20,29,21,29
Burkholderia sp. PAMC 26561,23,23,27,23,25,19,19,20
Burkholderia sp. PAMC 28687,12,14,20,18,17,17,20,19
Burkholderia sp. RPE64,49,39,41,61,44,21,38,30
Burkholderia sp. RPE67,37,46,43,45,24,27,39,41
Burkholderia sp. YI23,34,39,31,34,21,33,62,41
Burkholderia stabilis,19,20,25,14,13,17,27,18
Burkholderia stagnalis,24,18,33,8,13,20,32,25
Burkholderia territorii,33,29,21,22,16,22,39,22
Burkholderia thailandensis,56,64,72,47,36,34,57,55
Burkholderia ubonensis,51,83,99,63,39,57,74,62
Burkholderia vietnamiensis,57,56,66,40,26,31,53,48
Lessievirus DC1,1,NA,NA,1,NA,1,1,NA
Tigrvirus phi52237,6,1,2,4,6,NA,NA,NA
Burkholderia virus phiE122,6,1,2,4,6,NA,NA,NA
Stanholtvirus E125,NA,1,NA,NA,NA,NA,NA,NA
Burkholderiaceae,2,1,4,7,2,1,2,3
Burkholderiales,3,1,2,NA,1,NA,NA,NA
Burkholderiales bacterium GJ-E10,8,18,16,18,8,10,9,9
Burkholderiales bacterium YL45,20,16,7,17,55,64,168,66
Butyrivibrio hungatei,99,117,111,121,284,614,459,388
Butyrivibrio proteoclasticus,115,112,121,101,343,655,489,407
Buzura suppressaria nucleopolyhedrovirus,NA,NA,NA,NA,NA,NA,1,NA
Bixzunavirus,NA,NA,NA,NA,NA,1,1,NA
Cactus mild mottle virus,NA,NA,NA,NA,NA,2,NA,1
Cafeteria roenbergensis virus BV-PW1,3,1,3,NA,3,NA,NA,2
Caldanaerobacter subterraneus,3,10,7,10,13,33,20,32
Caldicellulosiruptor,1,4,1,3,NA,1,1,1
Caldicellulosiruptor bescii,6,22,15,17,16,39,36,23
Caldicellulosiruptor hydrothermalis,12,18,21,15,26,41,42,32
Caldicellulosiruptor acetigenus,20,33,29,35,36,48,39,36
Caldicellulosiruptor kronotskyensis,3,16,15,11,23,35,43,20
Caldicellulosiruptor acetigenus,15,25,36,22,23,44,45,29
Caldicellulosiruptor obsidiansis,14,22,25,20,14,31,37,20
Caldicellulosiruptor owensensis,18,21,19,25,24,36,34,28
Caldicellulosiruptor saccharolyticus,19,21,14,15,37,34,36,31
Caldilinea aerophila,30,30,51,31,25,22,27,21
Caldimicrobium thiodismutans,3,2,NA,1,6,9,6,3
Caldisericum exile,8,6,7,10,6,11,11,8
Caldisphaera lagunensis,7,9,3,8,9,3,4,4
Calditerrivibrio nitroreducens,107,46,29,37,105,18,12,30
Caldivirga maquilingensis,14,9,8,8,4,1,4,1
California sea lion adenovirus 1,8,2,2,5,5,2,NA,3
Calothrix,NA,NA,NA,NA,NA,NA,NA,1
Calothrix parietina,2,10,9,10,10,17,16,12
Calothrix sp. 336/3,28,13,13,15,23,18,17,9
Calothrix sp. PCC 7507,5,5,3,6,11,12,6,10
Calyptogena okutanii thioautotrophic gill symbiont,NA,NA,NA,NA,1,5,9,5
Campylobacter,NA,NA,1,1,NA,NA,NA,NA
Campylobacter coli,25,26,35,25,85,167,119,132
Campylobacter concisus,21,15,6,25,29,21,21,15
Campylobacter curvus,23,20,13,24,39,10,6,12
Campylobacter fetus,2,4,5,7,9,12,20,12
Campylobacter gracilis,3,3,3,1,4,6,7,7
Campylobacter hominis,5,8,9,11,8,10,19,15
Campylobacter hyointestinalis,NA,2,2,6,7,13,6,9
Campylobacter iguaniorum,3,3,6,3,4,10,13,10
Campylobacter insulaenigrae,12,5,6,12,13,12,14,15
Campylobacter jejuni,12,7,15,13,58,134,120,88
Campylobacter lari,27,13,11,11,24,31,32,30
Campylobacter peloridis,7,2,2,6,12,10,11,3
Campylobacter phage CP30A,NA,NA,NA,NA,NA,NA,2,NA
Campylobacter sp. RM16704,21,11,5,6,14,7,6,6
Campylobacter subantarcticus,20,11,8,10,18,16,9,14
Campylobacter ureolyticus,9,9,9,10,16,7,26,12
Firehammervirus CP21,NA,NA,NA,NA,NA,1,1,NA
Firehammervirus CP220,NA,NA,NA,NA,NA,2,3,NA
Firehammervirus CPt10,NA,NA,NA,NA,NA,1,2,NA
Fletchervirus CPX,3,2,2,2,2,1,NA,2
Fletchervirus NCTC12673,5,4,2,4,3,1,2,2
Campylobacter volucris,1,1,3,1,7,13,13,10
Candidatus Accumulibacter phosphatis,24,37,33,41,23,18,25,21
Candidatus Amoebophilus asiaticus,16,9,9,14,12,8,17,14
Candidatus Arthromitus sp. SFB-mouse,6,15,7,15,19,25,22,27
Candidatus Arthromitus sp. SFB-mouse-NL,11,18,8,19,28,26,20,27
Candidatus Arthromitus sp. SFB-rat-Yit,18,18,20,25,34,33,26,31
Candidatus Atelocyanobacterium thalassae,2,1,2,3,1,8,7,9
Candidatus Azobacteroides pseudotrichonymphae,21,15,17,13,30,41,35,31
Candidatus Babela massiliensis,15,15,9,14,14,5,6,10
Candidatus Palibaumannia cicadellinicola,11,8,4,6,10,14,13,16
Candidatus Blochmanniella chromaiodes,NA,1,NA,1,1,NA,6,1
Candidatus Blochmannia floridanus,2,1,2,NA,1,3,8,4
Candidatus Blochmanniella pennsylvanica,NA,1,NA,NA,NA,NA,6,2
Candidatus Blochmanniella vafra,2,NA,NA,NA,1,7,7,8
Candidatus Carsonella ruddii,NA,NA,NA,NA,NA,NA,NA,1
Candidatus Cloacimonas acidaminovorans,53,34,12,33,48,25,25,21
Candidatus Desulforudis audaxviator,12,26,28,28,15,23,25,22
Candidatus Doolittlea endobia,3,7,1,6,7,2,3,5
Candidatus Endolissoclinum faulkneri,1,2,3,2,3,7,10,8
Candidatus Evansia muelleri,1,3,2,2,2,3,1,1
Candidatus Filomicrobium marinum,15,20,14,18,25,12,13,8
Candidatus Gullanella endobia,NA,1,3,NA,2,6,5,4
Candidatus Hoaglandella endobia,7,7,3,3,8,4,2,4
Candidatus Ishikawella capsulata,2,NA,2,NA,2,9,3,6
Candidatus Izimaplasma sp. HR1,10,1,5,7,11,27,34,24
Candidatus Kinetoplastidibacterium crithidiae,NA,NA,1,2,6,3,6,2
Candidatus Kinetoplastidibacterium desouzai,1,1,1,1,5,3,7,2
Candidatus Kinetoplastidibacterium galati,NA,NA,1,1,NA,6,3,3
Candidatus Kinetoplastidibacterium stringomonadis,NA,NA,1,1,1,3,5,3
Candidatus Korarchaeum cryptofilum,NA,NA,NA,NA,NA,1,NA,NA
Candidatus Korobacter,NA,NA,1,NA,NA,NA,NA,NA
Candidatus Korobacter versatilis,56,58,32,57,42,19,13,28
Candidatus Liberibacter africanus,2,NA,2,NA,2,2,6,NA
Candidatus Liberibacter americanus,6,2,4,3,5,6,11,2
Candidatus Liberibacter asiaticus,NA,NA,NA,NA,5,2,7,9
Candidatus Liberibacter solanacearum,6,6,3,7,17,7,9,5
Candidatus Methanomassiliicoccus intestinalis,7,10,13,15,7,17,12,15
Methanomethylophilus alvi,6,4,6,6,4,5,8,14
Candidatus Methanoplasma termitum,2,NA,NA,1,3,4,2,3
Candidatus Methylopumilus planktonicus,2,2,2,1,2,9,10,5
Candidatus Methylopumilus turicensis,5,4,5,4,9,6,5,6
Candidatus Midichloria mitochondrii,1,2,2,1,2,5,4,2
Candidatus Mikella endobia,2,5,3,1,1,1,6,3
Candidatus Moranella endobia,4,NA,1,2,2,1,1,2
Candidatus Nitrosopelagicus brevis,3,4,3,2,4,2,4,4
Candidatus Nitrosopumilus adriaticus,11,5,4,9,12,8,10,9
Candidatus Nitrosopumilus sp. AR2,NA,2,NA,1,4,7,5,9
Candidatus Nitrosotenuis cloacae,NA,NA,NA,NA,NA,1,NA,3
Candidatus Nitrospira inopinata,12,22,19,23,17,12,8,12
Candidatus Pantoea carbekii,1,1,NA,NA,2,6,8,NA
Candidatus Paracaedibacter acanthamoebae,3,9,8,8,4,6,7,12
Candidatus Pelagibacter sp. IMCC9063,2,3,NA,6,3,6,10,7
Candidatus Pelagibacter communis,NA,6,3,1,6,12,4,6
Candidatus Phytoplasma australiense,NA,3,NA,5,1,6,4,5
Candidatus Phytoplasma mali,NA,NA,NA,NA,2,4,12,5
Candidatus Portiera aleyrodidarum,1,NA,1,2,NA,2,1,NA
Candidatus Profftella armatura,NA,NA,NA,NA,NA,2,4,2
Candidatus Puniceispirillum,NA,NA,NA,NA,NA,1,NA,NA
Candidatus Puniceispirillum marinum,4,6,7,2,6,13,10,6
Candidatus Rhodoluna planktonica,4,2,5,3,2,9,9,4
Candidatus Riesia pediculicola,NA,NA,NA,1,NA,3,4,3
Candidatus Ruthturnera calyptogenae,3,2,6,4,2,2,12,1
Candidatus Sodalis pierantonii,31,28,16,25,27,15,20,21
Candidatus Solibacter usitatus,50,41,34,47,33,30,32,30
Candidatus Symbiobacter mobilis,9,22,13,16,4,14,20,10
Candidatus Tachikawaea gelatinosa,3,NA,1,NA,4,7,6,4
Candidatus Thioglobus autotrophicus,1,5,5,3,1,5,8,6
Candidatus Pseudothioglobus singularis,15,10,12,6,24,19,18,8
Candidatus Xiphinematobacter sp. Idaho Grape,10,5,NA,4,11,4,2,5
Capnocytophaga canimorsus,74,43,21,41,70,35,43,36
Capnocytophaga haemolytica,104,90,54,80,90,41,50,49
Capnocytophaga ochracea,63,45,29,57,78,53,35,33
Capnocytophaga sp. oral taxon 323,47,43,39,55,67,44,35,35
Carboxydothermus hydrogenoformans,19,19,12,22,31,20,17,16
Cardinium endosymbiont of Encarsia pergandiella,11,5,4,6,17,8,4,7
Carnobacterium inhibens,4,3,NA,6,13,44,30,29
Carnobacterium maltaromaticum,14,6,2,7,20,34,34,30
Carnobacterium sp. 17-4,6,6,3,4,19,39,38,29
Carnobacterium sp. CP1,17,10,2,9,17,33,22,19
Cassava brown streak virus,NA,NA,NA,NA,NA,1,NA,NA
Castellaniella,NA,NA,NA,1,NA,NA,NA,NA
Castellaniella defragrans,49,39,52,47,35,27,29,25
Catenulispora,NA,1,NA,2,NA,NA,NA,1
Catenulispora acidiphila,46,73,60,64,18,31,37,59
Catenulisporaceae,NA,NA,NA,NA,NA,NA,NA,1
Catopsilia pomona nucleopolyhedrovirus,NA,NA,NA,NA,NA,1,NA,NA
Caulobacter,3,3,NA,1,2,NA,NA,2
Caulobacter henricii,27,33,32,26,33,18,16,24
Caulobacter phage CcrColossus,NA,NA,NA,NA,NA,NA,2,NA
Caulobacter phage Cr30,NA,NA,NA,NA,NA,2,NA,NA
Caulobacter segnis,34,41,38,34,22,26,18,26
Caulobacter sp. K31,46,80,57,87,32,37,26,47
Caulobacter vibrioides,52,59,53,55,25,27,23,29
Caulobacter virus Karma,1,2,2,1,NA,NA,NA,1
Caulobacter virus Magneto,NA,NA,NA,1,1,NA,NA,1
Shapirovirus cbk,NA,NA,NA,1,1,NA,NA,1
Poindextervirus rogue,1,NA,1,NA,NA,NA,1,1
Shapirovirus swift,NA,NA,NA,NA,NA,NA,NA,1
Caulobacteraceae,2,NA,2,1,1,NA,1,1
Caulobacteraceae bacterium OTSz_A_272,16,14,10,17,14,10,13,14
Cedecea neteri,167,161,108,146,145,110,106,129
Celeribacter indicus,27,40,44,29,24,20,18,26
Celeribacter marinus,5,12,3,6,5,6,11,12
Celeribacter phage P12053L,NA,NA,NA,NA,NA,NA,NA,1
Celery mosaic virus,NA,NA,NA,NA,1,NA,NA,NA
Cellulomonas,8,3,2,2,4,1,1,NA
Cellulomonas fimi,29,45,48,39,21,19,31,29
Cellulomonas flavigena,31,49,46,35,21,12,25,22
Cellulomonas gilvus,21,25,39,13,14,13,14,14
Cellulophaga algicola,6,13,7,8,13,26,30,24
Cellulophaga baltica,32,20,20,29,40,32,31,24
Cellulophaga lytica,13,7,8,9,18,23,37,21
Cellulophaga phage phi13:2,NA,NA,NA,NA,NA,1,1,NA
Cellulophaga phage phi17:2,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi18:3,NA,NA,NA,NA,NA,1,1,NA
Cellulophaga phage phi19:1,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi19:3,NA,NA,NA,NA,NA,1,1,NA
Cellulophaga phage phi4:1,NA,NA,NA,NA,NA,NA,1,NA
Cellulophaga phage phi46:3,NA,NA,NA,NA,NA,1,1,NA
Cellulophaga phage phiSM,NA,NA,NA,NA,NA,NA,NA,1
Cellulophaga phage phiST,NA,NA,NA,NA,1,NA,1,NA
Cellulosilyticum lentocellum,50,71,50,75,106,230,197,164
Cellvibrio japonicus,27,38,15,32,52,12,19,28
Cellvibrionaceae,NA,NA,NA,NA,1,NA,NA,NA
Cercopithecine herpesvirus 2,NA,NA,NA,NA,NA,NA,1,NA
Cercopithecine alphaherpesvirus 9,NA,NA,NA,NA,1,NA,NA,1
Chania multitudinisentens,13,26,19,28,12,20,10,20
Cheoctovirus,NA,NA,NA,NA,NA,NA,1,NA
Chelativorans sp. BNC1,23,20,16,18,24,16,19,20
Chelatococcus,NA,NA,2,NA,NA,NA,NA,NA
Chelatococcus sp. CO-6,37,52,54,52,26,17,39,43
Chelonid alphaherpesvirus 5,NA,NA,NA,NA,NA,1,NA,NA
Chilli ringspot virus,NA,1,NA,NA,NA,NA,NA,NA
Chimpanzee alpha-1 herpesvirus,NA,NA,NA,NA,NA,1,NA,NA
Chitinophaga pinensis,157,107,64,98,137,94,88,89
Chlamydia abortus,NA,1,2,1,2,6,4,2
Chlamydia avium,NA,3,2,3,NA,5,1,1
Chlamydia caviae,NA,2,NA,NA,1,1,NA,1
Chlamydia felis,7,6,1,5,12,2,7,2
Chlamydia gallinacea,NA,2,3,2,2,4,6,3
Chlamydia muridarum,3,NA,NA,2,2,2,6,5
Chlamydia pecorum,NA,1,NA,1,2,3,5,6
Chlamydia pneumoniae,1,1,NA,3,NA,2,7,1
Chlamydia psittaci,2,3,3,5,2,7,6,6
Chlamydia trachomatis,1,NA,NA,2,3,5,5,2
Chloracidobacterium thermophilum,7,19,19,21,14,19,18,14
Chlorobaculum,NA,NA,NA,NA,NA,NA,NA,2
Chlorobaculum limnaeum,43,54,53,56,27,32,28,42
Chlorobaculum parvum,31,32,44,38,49,25,33,29
Chlorobaculum tepidum,32,36,39,38,23,19,21,36
Chlorobium chlorochromatii,13,10,7,8,21,14,13,13
Chlorobium limicola,40,20,14,18,32,25,20,26
Chlorobium phaeobacteroides,45,33,21,23,43,48,41,31
Chlorobium phaeovibrioides,27,28,13,25,15,23,20,17
Chloroflexus aggregans,9,14,15,7,8,10,17,11
Chloroflexus aurantiacus,6,9,12,8,6,10,11,7
Chloroflexus sp. Y-400-fl,6,9,12,8,6,10,11,7
Chloroherpeton thalassium,16,11,11,18,11,15,17,12
Chondromyces,1,1,NA,NA,1,NA,NA,NA
Chondromyces crocatus,46,55,54,46,35,18,27,40
Choristoneura biennis entomopoxvirus,NA,NA,NA,NA,2,NA,2,NA
Choristoneura occidentalis granulovirus,NA,NA,NA,NA,NA,1,NA,NA
Choristoneura rosaceana entomopoxvirus 'L',1,NA,1,NA,1,NA,NA,NA
Chromatiaceae,1,NA,1,1,NA,NA,1,NA
Chromatiales,NA,1,NA,NA,NA,NA,NA,NA
Chromobacteriaceae,1,NA,1,NA,NA,NA,NA,1
Chromobacterium,6,3,2,2,3,NA,1,4
Chromobacterium vaccinii,34,56,45,54,29,36,54,44
Chromobacterium violaceum,54,85,64,91,26,27,45,59
Chromohalobacter,1,NA,NA,NA,NA,NA,NA,NA
Chromohalobacter israelensis,42,41,58,32,33,12,14,30
Chroococcidiopsis thermalis,6,10,3,6,10,13,7,16
Chryseobacterium,NA,2,NA,NA,NA,NA,NA,NA
Chryseobacterium gallinarum,1010,582,287,508,1043,159,114,245
Chryseobacterium sp. IHB B 10212,98,67,41,63,87,46,42,49
Chryseobacterium sp. IHB B 17019,84,63,41,54,77,55,51,43
Chryseobacterium sp. StRB126,110,63,33,47,127,42,47,48
Chrysochromulina ericina virus,1,2,NA,NA,2,1,4,NA
Chrysodeixis chalcites nucleopolyhedrovirus,NA,NA,NA,NA,NA,NA,NA,2
Circoviridae 8 LDMD-2013,1,4,1,4,1,1,NA,NA
Citrobacter,NA,1,NA,1,1,NA,NA,NA
Citrobacter amalonaticus,79,65,87,94,109,82,70,93
Citrobacter freundii,70,80,61,83,133,232,406,284
Citrobacter koseri,22,37,35,25,18,65,71,61
Citrobacter phage Moon,NA,NA,NA,NA,NA,1,2,NA
Citrobacter rodentium,35,28,34,38,40,64,36,36
Citrobacter sp. FDAARGOS_156,26,36,24,24,44,32,28,32
Citromicrobium,NA,NA,NA,NA,NA,NA,NA,2
Citromicrobium sp. JL477,40,32,40,30,24,10,17,15
Kostyavirus,1,1,1,4,1,NA,1,2
Clavibacter,7,2,NA,1,4,1,NA,NA
Clavibacter michiganensis,54,67,93,58,32,37,58,40
Cloacibacillus porcorum,56,86,75,67,41,64,67,61
Clostridiales Family XVII. Incertae Sedis,2,NA,1,NA,NA,NA,NA,1
Clostridioides difficile,25,34,25,28,509,1275,1422,905
Clostridium,NA,NA,NA,NA,NA,NA,1,1
Clostridium aceticum,15,20,23,14,38,55,74,42
Clostridium acetobutylicum,20,15,22,35,40,63,83,57
Clostridium autoethanogenum,36,28,32,23,38,58,98,68
Clostridium baratii,35,15,19,26,78,95,116,64
Clostridium beijerinckii,45,43,36,53,86,165,151,112
Clostridium bornimense,24,35,23,17,36,93,110,78
Clostridium botulinum,95,98,66,104,189,342,383,318
Clostridium butyricum,45,28,17,43,105,156,155,122
Clostridium carboxidivorans,25,26,36,39,54,93,105,83
Clostridium cellulovorans,38,24,23,32,109,183,163,137
Clostridium formicaceticum,29,17,12,21,45,82,64,67
Clostridium kluyveri,37,73,70,65,47,94,94,94
Clostridium ljungdahlii,16,27,27,22,22,64,97,63
Clostridium novyi,8,18,17,17,25,79,82,64
Clostridium pasteurianum,63,72,48,73,153,253,285,205
Clostridium perfringens,16,19,11,22,64,134,137,87
Clostridium phage c-st,NA,NA,NA,NA,NA,NA,1,NA
Clostridium phage CDMH1,NA,NA,NA,NA,NA,2,NA,NA
Clostridium phage phi3626,NA,NA,NA,NA,1,NA,NA,NA
Clostridium phage phiCD506,NA,NA,NA,NA,NA,NA,1,NA
Clostridium phage phiCP13O,2,5,2,2,NA,NA,1,2
Clostridium phage phiCP26F,2,5,2,2,NA,NA,1,2
Clostridium phage phiCP34O,NA,3,1,NA,NA,NA,1,NA
Clostridium phage phiCP39-O,2,1,1,2,NA,NA,1,2
Clostridium phage phiCTP1,NA,NA,NA,NA,NA,NA,NA,1
Clostridium phage phiMMP01,NA,NA,NA,NA,NA,NA,1,1
Clostridium phage phiMMP03,NA,NA,NA,NA,NA,1,1,1
Clostridium phage phiMMP04,NA,NA,NA,NA,NA,1,1,NA
Clostridium phage phiSM101,2,2,6,5,NA,2,NA,NA
Clostridium saccharobutylicum,24,24,16,20,72,150,134,67
Clostridium saccharoperbutylacetonicum,40,24,34,42,83,124,148,87
Clostridium scatologenes,25,30,20,44,63,100,101,83
Clostridium sp. BNL1100,39,51,48,62,56,94,111,104
Clostridium sp. SY8519,222,300,260,411,390,869,672,718
