species,Healthy_stool_10_1_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_50_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_100_noerr,Healthy_stool_100_50_noerr
Clostridium sporogenes,6,17,9,19,26,66,68,57
Clostridium taeniosporum,10,10,10,13,33,92,92,72
Clostridium tetani,20,12,12,22,64,147,130,111
Clostridium tyrobutyricum,22,13,15,38,43,79,77,58
Yongloolinvirus C2,NA,NA,NA,NA,NA,1,1,1
Colneyvirus CD27,NA,NA,NA,NA,1,1,NA,NA
Collimonas,1,2,NA,2,1,NA,1,NA
Collimonas arenae,46,55,59,52,31,44,35,44
Collimonas fungivorans,54,53,60,68,45,41,40,37
Collimonas pratensis,44,48,31,68,27,36,36,43
Colwellia psychrerythraea,9,14,16,17,11,18,18,14
Colwellia sp. MT41,3,7,7,10,3,8,18,9
Colwellia sp. PAMC 20917,15,10,6,15,16,14,24,16
Comamonadaceae,4,2,1,5,3,2,NA,2
Comamonadaceae bacterium A1,24,46,45,31,13,15,19,33
Comamonadaceae bacterium B1,30,51,29,46,16,18,18,28
Comamonas,NA,NA,NA,NA,NA,NA,2,1
Comamonas testosteroni,118,108,113,123,63,73,98,89
Condylorrhiza vestigialis MNPV,3,NA,1,3,NA,NA,NA,1
Conexibacter woesei,30,42,74,41,25,27,30,27
Conexibacteraceae,NA,1,NA,NA,NA,NA,NA,1
Confluentimicrobium sp. EMB200-NS6,18,34,32,30,21,17,20,13
Coprothermobacter proteolyticus,17,38,22,47,9,12,3,16
Coraliomargarita akajimensis,13,18,17,10,10,10,20,15
Corallococcus coralloides,81,88,96,95,43,38,47,71
Coriobacteriaceae,NA,NA,NA,NA,NA,NA,NA,2
Coriobacteriaceae bacterium 68-1-3,210,280,338,273,105,150,266,209
Coriobacteriales,NA,1,NA,NA,NA,NA,NA,NA
Coriobacterium glomerans,569,721,1091,507,261,216,149,351
Corynebacteriaceae,NA,NA,1,NA,NA,NA,1,NA
Mycobacteriales,NA,2,NA,3,2,NA,NA,1
Corynebacterium,1,2,3,1,3,3,13,6
Corynebacterium argentoratense,10,21,17,18,5,6,9,13
Corynebacterium atypicum,12,12,23,19,9,11,12,15
Corynebacterium aurimucosum,42,55,54,68,26,21,17,34
Corynebacterium callunae,64,43,40,55,40,24,23,30
Corynebacterium camporealensis,12,22,12,19,3,14,17,12
Corynebacterium casei,17,20,9,15,19,14,14,10
Corynebacterium deserti,47,21,12,30,30,10,11,13
Corynebacterium diphtheriae,111,110,82,141,75,64,83,75
Corynebacterium doosanense,41,43,73,44,18,19,10,22
Corynebacterium efficiens,39,33,40,28,18,22,15,28
Corynebacterium epidermidicanis,19,15,15,13,12,6,9,11
Corynebacterium falsenii,39,50,30,49,16,16,16,23
Corynebacterium glutamicum,58,37,21,52,58,23,16,33
Corynebacterium glyciniphilum,26,36,28,31,23,17,8,20
Corynebacterium halotolerans,27,25,38,37,21,18,24,17
Corynebacterium humireducens,28,25,45,23,5,14,16,12
Corynebacterium imitans,11,24,19,24,12,11,14,14
Corynebacterium jeikeium,18,22,25,31,21,16,11,16
Corynebacterium kroppenstedtii,26,21,25,23,14,10,13,15
Corynebacterium kutscheri,5,3,3,5,8,8,12,5
Corynebacterium lactis,17,26,26,27,8,13,16,14
Corynebacterium marinum,18,39,40,27,15,15,16,12
Corynebacterium maris,32,35,35,33,15,16,23,18
Corynebacterium mustelae,23,19,19,26,18,9,13,16
Corynebacterium pseudotuberculosis,21,20,12,13,21,13,15,9
Corynebacterium resistens,5,7,3,9,8,8,4,10
Corynebacterium simulans,30,44,44,42,27,20,13,22
Corynebacterium singulare,22,13,19,28,20,12,12,10
Corynebacterium sp. ATCC 6931,32,35,37,25,35,9,8,18
Corynebacterium sp. JZ16,56,28,12,28,43,9,16,16
Corynebacterium sp. NML98-0116,91,121,82,133,66,57,79,62
Corynebacterium stationis,20,13,13,23,23,22,6,10
Corynebacterium terpenotabidum,25,35,35,30,14,13,16,21
Corynebacterium testudinoris,32,41,29,26,31,16,6,25
Corynebacterium ulcerans,32,35,23,13,25,22,18,16
Corynebacterium urealyticum,19,17,21,15,17,20,13,18
Corynebacterium ureicelerivorans,7,18,25,19,8,11,11,14
Corynebacterium uterequi,15,24,30,26,11,19,12,20
Corynebacterium variabile,16,31,34,31,13,19,17,22
Corynebacterium vitaeruminis,24,52,59,54,28,30,35,39
Cotesia congregata bracovirus,NA,NA,NA,NA,NA,NA,3,1
Cotia virus SPAn232,2,NA,4,1,2,2,2,1
Cowpea aphid-borne mosaic virus,NA,NA,NA,NA,NA,2,NA,NA
Coxiella burnetii,8,10,2,5,12,12,10,4
Coxiella endosymbiont of Amblyomma americanum,NA,NA,NA,NA,1,7,3,4
Coxiella-like endosymbiont,3,2,2,4,1,5,2,3
Crinalium epipsammum,4,10,11,9,7,15,16,8
Croceibacter atlanticus,23,16,11,14,26,24,30,15
Croceicoccus,NA,1,NA,1,NA,NA,NA,NA
Croceicoccus naphthovorans,27,24,24,25,18,21,19,21
Cronobacter,3,4,2,1,2,1,NA,2
Cronobacter condimenti,32,45,34,43,30,23,21,30
Cronobacter dublinensis,22,36,34,29,20,35,17,22
Cronobacter malonaticus,19,23,30,29,20,28,28,25
Cronobacter muytjensii,28,35,34,33,23,25,28,38
Cronobacter phage CR9,NA,NA,NA,NA,NA,1,1,NA
Cronobacter phage ENT39118,NA,NA,NA,NA,NA,1,1,NA
Cronobacter phage phiES15,3,NA,NA,1,NA,1,NA,NA
Cronobacter phage S13,NA,NA,NA,NA,NA,NA,1,1
Cronobacter phage vB_CsaM_GAP31,NA,NA,NA,NA,NA,2,NA,NA
Cronobacter phage vB_CsaM_GAP32,NA,NA,NA,NA,NA,NA,1,NA
Cronobacter sakazakii,35,48,32,40,29,51,51,50
Cronobacter turicensis,53,38,34,42,39,22,31,26
Cronobacter universalis,25,49,30,49,29,36,28,43
Cryobacterium,NA,NA,2,NA,NA,NA,NA,NA
Cryobacterium arcticum,37,28,25,30,34,16,13,20
Cryptobacterium,1,1,1,1,NA,NA,NA,NA
Cryptobacterium curtum,45,64,92,28,25,37,47,43
Cupriavidus,5,6,5,4,4,4,5,7
Cupriavidus basilensis,39,53,59,65,64,106,455,167
Cupriavidus gilardii,54,39,38,34,50,46,120,63
Cupriavidus metallidurans,38,54,56,58,1257,3258,15726,4617
Cupriavidus necator,74,93,88,132,56,76,172,90
Cupriavidus pinatubonensis,30,47,53,48,32,45,106,51
Cupriavidus sp. USMAA1020,65,94,101,89,38,41,85,59
Cupriavidus sp. USMAA2-4,73,86,85,79,59,93,305,129
Cupriavidus sp. USMAHM13,66,86,94,86,44,42,78,44
Curtobacterium sp. BH-2-1-1,14,42,43,23,12,7,11,16
Curtobacterium sp. MR_MD2014,22,33,29,28,11,14,21,15
Cutibacterium,NA,NA,NA,NA,NA,NA,1,NA
Cutibacterium avidum,50,55,56,37,41,22,17,34
Cyanobacterium,NA,NA,NA,NA,NA,NA,NA,1
Cyanobacterium aponinum,13,18,17,23,18,30,30,35
cyanobacterium endosymbiont of Epithemia turgida,15,9,13,13,11,9,15,9
Cyanobium gracile,46,61,48,75,12,25,23,39
Cyanophage KBS-S-2A,NA,NA,NA,NA,NA,NA,1,NA
Cyanophage NATL2A-133,NA,NA,NA,NA,NA,NA,NA,1
Cyanophage P-RSM1,NA,NA,NA,NA,NA,NA,NA,2
Cyanophage P-RSM6,NA,NA,NA,NA,NA,1,NA,NA
Cyanophage PSS2,NA,NA,NA,NA,NA,NA,1,1
Cyanophage S-RIM50,NA,NA,NA,NA,NA,1,NA,2
Cyanophage Syn30,3,NA,NA,3,4,1,NA,NA
Cyanothece,NA,NA,NA,NA,NA,NA,1,2
Cyanothece sp. ATCC 51142,1,1,2,NA,7,15,21,7
Cyanothece sp. PCC 7424,24,25,16,29,41,24,22,26
Cyanothece sp. PCC 7425,16,5,10,5,18,15,7,9
Cyanothece sp. PCC 7822,10,8,8,13,9,14,9,10
Cyanothece sp. PCC 8801,21,17,12,18,26,16,14,11
Cyanothece sp. PCC 8802,17,14,12,16,16,13,11,14
Cyclobacterium amurskyense,88,57,32,50,83,31,34,41
Cyclobacterium marinum,35,26,20,27,34,38,37,31
Cycloclasticus,NA,NA,NA,NA,NA,1,NA,NA
Cycloclasticus sp. P1,8,8,2,11,15,9,10,8
Cycloclasticus zancles,19,13,5,9,19,12,5,12
Cydia pomonella granulovirus,NA,NA,NA,NA,NA,NA,NA,1
Cyprinid herpesvirus 2,NA,NA,NA,NA,NA,NA,2,NA
Cyprinid herpesvirus 3,NA,NA,1,NA,NA,NA,1,NA
Archangiaceae,NA,1,NA,NA,NA,NA,NA,NA
Cytophaga hutchinsonii,68,46,28,44,82,50,42,45
Cytophagaceae,1,NA,1,NA,NA,NA,NA,NA
Dactylococcopsis salina,1,NA,2,3,5,14,9,6
Dechloromonas,1,NA,NA,NA,1,NA,NA,NA
Dechloromonas aromatica (nom. nud.),15,22,16,18,25,30,19,24
Deerpox virus W-848-83,NA,NA,NA,NA,NA,NA,1,NA
Deferribacter desulfuricans,31,29,15,16,30,25,21,18
Albidovulum,NA,1,NA,NA,NA,NA,NA,NA
Defluviimonas alba,36,42,32,57,31,15,20,24
Defluviitoga tunisiensis,7,2,1,5,19,14,10,11
Deftia phage phiW-14,NA,NA,NA,NA,NA,NA,1,NA
Dehalobacter restrictus,25,19,9,22,42,61,59,31
Dehalobacter sp. CF,25,23,26,25,42,64,52,35
Dehalobacter sp. DCA,24,20,24,22,41,66,51,36
Dehalococcoides mccartyi,26,14,20,30,37,33,24,26
Dehalococcoides sp. UCH007,23,8,15,22,19,12,4,6
Dehalogenimonas lykanthroporepellens,25,23,16,27,15,13,10,19
Deinococcaceae,NA,NA,NA,NA,NA,NA,1,1
Deinococcales,NA,1,NA,NA,NA,NA,NA,1
Deinococcus,NA,3,2,4,NA,NA,NA,1
Deinococcus actinosclerus,53,59,43,54,23,21,24,39
Deinococcus deserti,41,44,26,39,27,16,14,27
Deinococcus geothermalis,24,41,29,32,17,20,18,27
Deinococcus gobiensis,64,88,62,74,37,38,39,44
Deinococcus maricopensis,44,81,87,70,15,28,15,40
Deinococcus peraridilitoris,16,28,28,23,17,9,12,21
Deinococcus proteolyticus,47,41,47,50,25,23,24,35
Deinococcus puniceus,26,55,48,45,14,15,20,22
Deinococcus radiodurans,34,38,31,39,12,18,23,25
Deinococcus radiopugnans,57,77,60,72,29,28,26,49
Delftia,NA,NA,3,NA,1,NA,NA,NA
Delftia acidovorans,77,120,101,86,59,49,63,69
Delftia phage RG-2014,NA,NA,NA,NA,NA,NA,1,NA
Delftia sp. Cs1-4,61,86,72,86,37,40,43,62
Delftia tsuruhatensis,67,84,80,81,49,39,59,52
Deltapapillomavirus 1,NA,NA,NA,NA,NA,NA,1,1
Denitrobacterium detoxificans,262,331,405,297,145,158,261,213
Denitrovibrio acetiphilus,7,7,12,4,18,15,24,16
Dermabacter vaginalis,17,9,27,12,11,14,5,17
Dermacoccaceae,NA,NA,NA,2,1,NA,NA,NA
Dermacoccus nishinomiyaensis,17,27,27,24,13,16,17,19
Desulfarculaceae,NA,1,NA,NA,NA,NA,NA,NA
Desulfarculus,NA,NA,2,NA,NA,NA,NA,NA
Desulfarculus baarsii,40,76,91,88,35,35,41,36
Desulfatibacillum,NA,NA,NA,NA,NA,NA,NA,2
Desulfatibacillum alkenivorans,28,32,50,36,19,30,21,26
Desulfitobacterium,NA,NA,NA,1,NA,NA,NA,NA
Desulfitobacterium dehalogenans,19,39,41,51,34,35,44,44
Desulfitobacterium dichloroeliminans,23,36,23,51,26,44,80,64
Desulfitobacterium hafniense,57,76,65,89,61,61,64,73
Desulfitobacterium metallireducens,19,20,26,24,24,36,29,27
Desulfobacca acetoxidans,14,30,29,32,16,14,18,17
Desulfobacteraceae,NA,NA,NA,NA,NA,NA,NA,1
Desulfobacterales,NA,1,NA,NA,NA,NA,NA,NA
Desulforapulum autotrophicum,27,21,20,24,28,27,24,22
Desulfobacula toluolica,2,10,7,12,12,25,24,30
Desulfobulbaceae,1,1,1,1,1,NA,NA,NA
Desulfobulbus propionicus,64,67,45,70,48,52,38,52
Desulfocapsa sulfexigens,25,23,27,43,27,20,25,23
Desulfococcus multivorans,22,26,33,41,24,22,24,35
Desulfosudis oleivorans,20,36,24,30,15,31,31,26
Desulfohalobium,1,NA,NA,NA,1,NA,NA,NA
Desulfohalobium retbaense,18,10,29,32,16,11,21,18
Desulfomicrobiaceae,NA,NA,NA,NA,NA,1,NA,NA
Desulfomicrobium baculatum,47,50,67,49,43,32,50,59
Desulfomicrobium orale,27,33,50,42,18,36,46,41
Desulfomonile,NA,NA,NA,NA,NA,NA,NA,2
Desulfomonile tiedjei,30,15,9,20,35,24,23,15
Desulfosporosinus,NA,NA,NA,NA,NA,1,NA,NA
Desulfosporosinus acidiphilus,20,13,14,16,28,39,40,38
Desulfosporosinus meridiei,13,12,12,23,21,41,36,44
Desulfosporosinus orientis,21,23,30,21,17,39,45,35
Desulfotalea psychrophila,33,12,8,16,30,22,15,7
Desulfotomaculum,NA,1,NA,NA,NA,1,NA,NA
Desulfofarcimen acetoxidans,13,19,18,20,17,42,47,32
Desulfoscipio gibsoniae,66,58,50,65,73,43,48,58
Desulfofundulus kuznetsovii,33,58,50,58,19,33,19,35
Desulfotomaculum nigrificans,21,21,13,20,45,12,15,25
Desulforamulus reducens,22,26,17,30,32,27,30,37
Desulforamulus ruminis,25,55,42,52,26,40,37,47
Desulfovibrio,1,3,NA,2,1,NA,2,3
Pseudodesulfovibrio aespoeensis,48,50,39,72,41,35,74,61
Desulfocurvibacter africanus,62,57,62,70,43,29,51,39
Oleidesulfovibrio alaskensis,53,61,45,65,38,44,54,40
Desulfovibrio desulfuricans,71,89,82,95,52,100,295,141
Desulfovibrio fairfieldensis,34,43,36,59,64,137,534,179
Solidesulfovibrio magneticus,62,71,74,92,50,53,107,84
Maridesulfovibrio salexigens,34,33,27,51,34,31,26,33
Desulfovibrio sp. J2,65,86,95,67,46,43,73,68
Nitratidesulfovibrio vulgaris,120,152,161,169,92,141,309,167
Desulfovibrionaceae,NA,1,NA,3,1,1,NA,NA
Desulfurella acetivorans,10,6,4,5,10,5,15,7
Desulfurispirillum,NA,NA,NA,1,NA,NA,3,2
Desulfurispirillum indicum,45,39,38,48,44,24,23,34
Desulfurivibrio,NA,1,NA,1,NA,NA,NA,NA
Desulfurivibrio alkaliphilus,28,44,66,53,27,30,26,31
Desulfurobacteriales,NA,1,NA,NA,NA,NA,NA,NA
Desulfurobacterium thermolithotrophum,9,7,7,12,10,16,21,10
Desulfurococcus amylolyticus,NA,NA,1,1,1,NA,NA,1
Desulfurococcus amylolyticus,NA,1,NA,NA,2,NA,NA,1
Desulfurococcus mucosus,1,2,NA,4,2,1,NA,2
Desulfuromonadales,NA,1,NA,NA,NA,NA,NA,NA
Desulfuromonas,NA,NA,3,1,NA,1,1,1
Desulfuromonas soudanensis,39,56,57,51,27,22,19,32
Desulfuromonas sp. DDH964,54,55,59,53,35,27,39,40
Devosia,2,NA,1,NA,1,NA,NA,1
Devosia sp. A16,36,54,43,45,40,17,29,26
Devosia sp. H5989,37,59,55,56,12,25,20,45
Diadromus pulchellus ascovirus 4a,NA,NA,NA,NA,1,1,NA,1
Dialister pneumosintes,8,4,11,6,18,45,96,51
Diatraea saccharalis granulovirus,4,2,1,7,10,NA,NA,2
Dichelobacter nodosus,3,5,8,7,5,12,10,12
Dickeya,NA,1,NA,NA,2,NA,NA,NA
Dickeya dadantii,26,26,32,27,15,29,25,18
Dickeya phage RC-2014,NA,NA,NA,NA,NA,1,NA,NA
Dickeya solani,26,36,51,38,21,30,24,26
Limestonevirus limestone,NA,NA,NA,NA,NA,1,NA,NA
Dickeya zeae,59,53,42,43,46,35,27,38
Dictyoglomus thermophilum,16,5,7,17,13,19,22,9
Dictyoglomus turgidum,1,1,NA,2,6,16,23,12
Dinoroseobacter,NA,NA,NA,1,NA,NA,NA,NA
Dinoroseobacter shibae,27,37,35,39,25,19,12,17
Dokdonella,NA,NA,1,1,NA,NA,NA,NA
Dokdonella koreensis,30,54,50,50,28,24,20,36
Dokdonia,NA,NA,NA,NA,NA,1,NA,NA
Dokdonia donghaensis,26,19,9,22,37,17,18,11
Dokdonia sp. 4H-3-7-5,26,29,14,12,41,25,19,15
Dokdonia sp. MED134,13,12,3,15,23,15,14,9
Draconibacterium orientale,177,152,120,135,148,103,126,113
Dunaliella viridis virus SI2,2,NA,NA,3,NA,NA,NA,NA
Dyadobacter fermentans,93,73,65,84,88,52,70,55
Dyella,NA,NA,1,1,NA,NA,1,NA
Dyella japonica,59,49,52,60,33,22,30,39
Dyella jiangningensis,55,49,41,48,42,17,18,32
Dyella thiooxydans,40,51,45,61,20,26,30,52
East Asian Passiflora virus,NA,NA,NA,NA,NA,NA,NA,1
Echinicola vietnamensis,91,63,50,76,113,45,56,61
Ectothiorhodospira,NA,1,NA,1,NA,NA,NA,NA
Ectothiorhodospira sp. BSL-9,50,50,51,67,22,23,24,36
Ectothiorhodospiraceae,1,1,1,4,2,NA,NA,1
Edwardsiella
 
 <enterobacteria>
 
,NA,1,1,NA,1,2,9,5
Edwardsiella anguillarum,21,31,31,48,23,33,75,62
Edwardsiella hoshinae,20,24,29,26,22,22,12,30
Edwardsiella ictaluri,11,20,27,38,17,17,25,19
Edwardsiella phage KF-1,NA,NA,NA,NA,NA,NA,1,NA
Edwardsiella piscicida,15,19,26,31,14,19,18,24
Edwardsiella sp. EA181011,20,33,46,36,15,23,30,25
Edwardsiella tarda,63,56,61,73,67,41,44,55
Eggerthella,NA,NA,NA,1,NA,NA,NA,1
Eggerthella lenta,294,440,581,312,760,1720,10484,2421
Eggerthella sp. YY7918,116,165,221,137,113,189,588,255
Eggerthellaceae,NA,NA,NA,NA,NA,NA,NA,1
Ehrlichia canis,1,4,1,3,5,2,3,8
Ehrlichia chaffeensis,7,5,1,4,17,3,2,7
Ehrlichia muris,16,12,1,8,16,5,4,4
Ehrlichia ruminantium,5,5,5,6,6,10,7,10
Ehrlichia sp. HF,2,NA,1,NA,NA,7,4,8
Elephant endotheliotropic herpesvirus 4,NA,NA,NA,1,NA,1,NA,NA
Elephantid betaherpesvirus 1,NA,NA,NA,NA,NA,1,NA,NA
Elizabethkingia anophelis,56,49,54,58,70,54,60,65
Elizabethkingia miricola,59,49,38,46,53,50,53,50
Elusimicrobium minutum,23,18,12,18,17,5,10,15
Emiliania huxleyi virus 86,NA,NA,NA,NA,NA,NA,1,NA
Emticicia oligotrophica,98,72,37,55,112,39,36,56
Endomicrobium proavitum,8,5,10,9,11,23,21,16
endosymbiont of Acanthamoeba sp. UWC8,21,13,10,15,18,11,18,10
endosymbiont of Llaveia axin axin,1,1,NA,2,NA,3,5,1
endosymbiont of unidentified scaly snail isolate Monju,39,49,46,47,25,25,17,30
Ensifer,NA,NA,NA,NA,1,NA,NA,NA
Ensifer adhaerens,45,50,62,56,31,30,23,51
Enterobacter,2,4,1,4,4,3,3,4
Enterobacter asburiae,111,107,83,97,91,104,122,110
Enterobacter cloacae,158,176,158,178,201,273,446,322
Enterobacter hormaechei subsp. hoffmannii,26,28,24,42,37,78,93,70
Enterobacter roggenkampii,15,31,34,38,11,29,21,25
Enterobacter roggenkampii,27,36,37,41,22,51,79,59
Enterobacter hormaechei,73,88,73,89,83,107,141,93
Enterobacter kobei,17,23,13,30,22,18,28,18
[Enterobacter] lignolyticus,30,39,52,39,21,33,36,38
Enterobacter ludwigii,30,38,28,37,31,18,25,29
Enterobacter phage Arya,NA,NA,NA,NA,1,NA,NA,NA
Enterobacter phage CC31,1,2,4,NA,NA,NA,NA,2
Enterobacter phage E-2,NA,NA,NA,NA,NA,NA,1,NA
Enterobacter phage phiEap-2,1,NA,NA,2,NA,NA,NA,NA
Enterobacter sp. 638,28,26,19,36,19,20,25,25
Enterobacter sp. E20,27,41,23,40,28,22,32,29
Enterobacter sp. FY-07,13,15,13,16,15,14,17,9
Enterobacter sp. HK169,28,35,24,38,25,21,22,28
Enterobacter sp. ODB01,16,15,18,22,18,19,18,17
Enterobacter sp. R4-368,27,24,25,32,36,45,35,41
Enterobacter xiangfangensis,25,28,26,36,24,25,24,22
Enterobacterales,1,NA,1,1,1,NA,NA,NA
Enterobacteria phage 285P,NA,NA,NA,NA,NA,1,NA,1
Enterobacteria phage 933W,NA,NA,NA,NA,148,394,154,233
Enterobacteria phage BP-4795,NA,NA,NA,NA,58,193,74,115
Enterobacteria phage cdtI,NA,NA,NA,NA,7,14,14,7
Enterobacteria phage fiAA91-ss,NA,NA,NA,NA,NA,NA,1,1
Enterobacteria phage HK106,NA,NA,NA,NA,1,3,2,4
Enterobacteria phage HK140,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage HK542,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage HK544,NA,NA,NA,NA,2,2,2,5
Enterobacteria phage HK629,NA,NA,NA,NA,7,13,6,8
Enterobacteria phage HK630,NA,NA,NA,NA,7,14,7,9
Enterobacteria phage If1,NA,NA,NA,NA,NA,1,NA,NA
Enterobacteria phage IME08,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage IME10,NA,NA,NA,NA,NA,1,1,NA
Enterobacteria phage JS10,6,NA,1,NA,1,1,NA,NA
Enterobacteria phage JSE,NA,NA,NA,NA,NA,1,NA,1
Enterobacteria phage mEp235,NA,NA,NA,NA,NA,1,3,1
Enterobacteria phage mEp460,NA,NA,NA,NA,7,24,6,6
Enterobacteria phage mEpX1,NA,NA,NA,NA,2,4,4,3
Enterobacteria phage mEpX2,NA,NA,NA,NA,NA,NA,NA,1
Enterobacteria phage Min27,NA,NA,NA,NA,124,334,128,183
Enterobacteria phage NJ01,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage P88,NA,NA,NA,NA,4,3,5,1
Enterobacteria phage phi92,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage phiK,NA,NA,NA,NA,NA,1,1,1
Escherichia phage phiX174,NA,NA,NA,NA,NA,1,4,1
Enterobacteria phage QL01,NA,NA,NA,NA,NA,NA,1,NA
Tequatrovirus RB14,NA,NA,NA,NA,NA,1,2,1
Pseudotevenvirus RB16,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage RB43,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage RB69,NA,NA,NA,NA,1,NA,2,NA
Enterobacteria phage SfI,NA,NA,NA,NA,2,7,2,4
Enterobacteria phage St-1,NA,NA,NA,NA,NA,1,1,1
Enterobacteria phage ST104,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage UAB_Phi20,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage VT2-Sakai,NA,NA,NA,NA,161,461,184,258
Enterobacteria phage VT2phi_272,NA,NA,NA,NA,110,284,121,161
Enterobacteria phage YYZ-2008,NA,NA,NA,NA,111,375,163,231
Enterobacteriaceae,2,NA,5,1,1,4,10,4
Enterobacteriaceae bacterium strain FGI 57,55,36,39,46,33,34,33,28
Enterobacterial phage mEp234,NA,NA,NA,NA,NA,2,NA,NA
Enterococcus,NA,NA,NA,NA,NA,NA,1,NA
Enterococcus casseliflavus,19,12,4,9,20,38,52,23
Enterococcus durans,8,1,4,2,31,49,118,40
Enterococcus faecalis,63,54,101,66,113,171,262,187
Enterococcus faecium,138,197,187,213,564,1363,7889,1874
Enterococcus gallinarum,14,10,6,9,20,47,63,36
Enterococcus hirae,26,9,8,16,40,40,134,41
Enterococcus mundtii,12,11,9,19,40,39,73,36
Enterococcus phage Ec-ZZ2,NA,1,2,NA,NA,NA,NA,1
Enterococcus phage ECP3,NA,NA,NA,NA,NA,NA,1,NA
Enterococcus phage EfaCPT1,NA,NA,NA,NA,NA,NA,NA,1
Enterococcus phage IME-EF4,NA,1,2,NA,NA,NA,NA,1
Enterococcus phage IME-EFm1,NA,NA,NA,NA,NA,1,1,1
Enterococcus phage phiEF24C,NA,NA,NA,NA,NA,NA,NA,1
Enterococcus phage phiFL1A,NA,NA,NA,NA,1,NA,2,NA
Enterococcus phage phiFL2A,NA,NA,NA,NA,1,NA,2,NA
Enterococcus phage phiFL3A,NA,NA,NA,NA,1,NA,2,NA
Enterococcus phage vB_EfaS_IME196,NA,NA,NA,NA,NA,NA,NA,1
Enterococcus phage vB_EfaS_IME198,NA,NA,NA,NA,NA,NA,NA,1
Enterococcus phage VD13,NA,NA,NA,NA,NA,NA,NA,1
Equid herpesvirus 3,NA,NA,NA,NA,NA,NA,1,1
Equid alphaherpesvirus 4,NA,NA,NA,NA,NA,NA,1,1
Equid herpesvirus 5,NA,NA,NA,NA,NA,NA,1,NA
Erwinia,1,2,NA,1,1,NA,NA,NA
Erwinia amylovora,17,13,9,16,12,17,11,21
Erwinia billingiae,71,55,46,58,68,36,28,35
Erwinia gerundensis,39,34,52,38,26,22,21,34
Erwinia phage Ea35-70,8,3,4,1,8,3,1,3
Erwinia phage phiEaH2,NA,NA,NA,NA,2,NA,1,2
Erwinia phage vB_EamM_Asesino,NA,NA,NA,NA,1,1,NA,1
Erwinia phage vB_EamM_EarlPhillipIV,NA,NA,NA,NA,NA,NA,1,NA
Erwinia phage vB_EamM_Kwan,2,4,NA,NA,1,1,1,1
Erwinia pyrifoliae,15,11,7,10,16,22,17,28
Erwinia sp. Ejp617,13,8,10,11,14,11,21,20
Erwinia tasmaniensis,16,23,16,25,20,19,19,23
Erwiniaceae,2,NA,1,NA,NA,NA,NA,2
Erysipelothrix rhusiopathiae,8,8,8,11,18,36,68,48
Erysipelothrix sp. LV19,12,8,4,4,32,43,41,31
Erysipelotrichaceae bacterium I46,80,69,63,102,329,698,509,527
Erythrobacter,1,1,NA,1,NA,NA,NA,NA
Erythrobacter atlanticus,12,15,6,6,9,7,14,3
Erythrobacter litoralis,49,48,44,49,36,23,38,39
Erythrobacteraceae,1,NA,1,1,1,NA,NA,NA
Escherichia,NA,NA,NA,NA,NA,NA,2,NA
Escherichia albertii,13,15,21,25,177,470,192,309
Escherichia coli,107,90,90,148,13900,36099,16283,22451
Escherichia fergusonii,37,38,38,62,251,586,295,375
Escherichia phage 121Q,NA,NA,NA,NA,NA,NA,1,1
Escherichia phage 172-1,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage 4MG,NA,NA,NA,NA,NA,NA,NA,1
Escherichia phage APCEc01,NA,NA,NA,NA,NA,1,1,NA
Escherichia phage ECBP2,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage ECML-117,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage ECML-134,NA,NA,NA,NA,NA,1,1,NA
Escherichia phage Eps7,NA,NA,NA,NA,1,NA,2,2
Escherichia phage FFH2,NA,NA,NA,NA,NA,1,NA,NA
Escherichia phage HK75,NA,NA,NA,NA,NA,1,NA,NA
Escherichia phage HY03,NA,NA,NA,NA,1,NA,NA,NA
Escherichia phage KBNP1711,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage P13374,NA,NA,NA,NA,55,132,48,68
Escherichia phage PA2,NA,NA,NA,NA,104,270,120,156
Escherichia phage phAPEC8,1,1,1,1,1,1,1,NA
Escherichia phage phi191,NA,NA,NA,NA,48,107,41,56
Escherichia phage pro483,NA,NA,NA,NA,NA,NA,1,1
Escherichia phage Rtp,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage slur07,NA,NA,NA,NA,NA,NA,1,1
Escherichia phage slur16,NA,NA,NA,NA,NA,1,NA,NA
Escherichia phage SUSP1,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage SUSP2,NA,NA,NA,NA,NA,NA,1,2
Escherichia phage TL-2011b,NA,NA,NA,NA,1,2,1,2
