"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1293.46113755518,944.620269211777,879.129663476295,1019.25534107269,1255.23575703913,363.079504596122,300.931554007677,441.453038326764
"AVGRE",523.858754084274,465.224661257771,514.026788462078,502.942898955076,82.0414120245745,88.6362115217789,87.9792587421524,88.7696142920273
"NRMSE",1723.6677526188,1645.32124832494,1632.37924369893,1621.29850052449,1600.00311616366,1494.78944253712,1456.21362111946,1442.86466266412
