"abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_50"
0.840070508890455,0.730855109896785,0.41087284479028,0.638754238692024,0.787553825184415,0.5669694307188
