"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100",72,19399,63,427,0.144288577154309,0.00323707738156407
"abundance_cols.Healthy_stool_100_10",69,19399,62,430,0.138276553106212,0.00318585889728174
"abundance_cols.Healthy_stool_100_1",65,19399,62,434,0.130260521042084,0.00318585889728174
"abundance_cols.Healthy_stool_100_50",67,19399,63,432,0.134268537074148,0.00323707738156407
"abundance_cols.Healthy_stool_10_100",24,19399,33,475,0.0480961923847695,0.00169822972416632
"abundance_cols.Healthy_stool_10_10",26,19399,40,473,0.0521042084168337,0.00205771901846803
"abundance_cols.Healthy_stool_10_1",27,19399,47,472,0.0541082164328657,0.00241694950118276
"abundance_cols.Healthy_stool_10_50",24,19399,40,475,0.0480961923847695,0.00205771901846803
