"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100_noerr",130,18326,432,369,0.260521042084168,0.0230301737925152
"abundance_cols.Healthy_stool_100_10_noerr",123,18326,431,376,0.246492985971944,0.0229780881804126
"abundance_cols.Healthy_stool_100_1_noerr",117,18326,833,382,0.234468937875752,0.0434782608695652
"abundance_cols.Healthy_stool_100_50_noerr",114,18326,400,385,0.228456913827655,0.0213606749973299
"abundance_cols.Healthy_stool_10_100_noerr",72,18326,269,427,0.144288577154309,0.0144662543694542
"abundance_cols.Healthy_stool_10_10_noerr",72,18326,458,427,0.144288577154309,0.0243824531516184
"abundance_cols.Healthy_stool_10_1_noerr",94,18326,793,405,0.188376753507014,0.0414770647000366
"abundance_cols.Healthy_stool_10_50_noerr",75,18326,440,424,0.150300601202405,0.0234466588511137
