"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100",254,15685,3270,245,0.509018036072144,0.172513848588763
"abundance_cols.Healthy_stool_100_10",244,15685,2888,255,0.488977955911824,0.155494535077801
"abundance_cols.Healthy_stool_100_1",216,15685,1998,283,0.432865731462926,0.112989877283266
"abundance_cols.Healthy_stool_100_50",245,15685,2716,254,0.490981963927856,0.14760067387642
"abundance_cols.Healthy_stool_10_100",130,15685,1414,369,0.260521042084168,0.0826948944382712
"abundance_cols.Healthy_stool_10_10",130,15685,1404,369,0.260521042084168,0.0821581134062847
"abundance_cols.Healthy_stool_10_1",127,15685,1395,372,0.254509018036072,0.0816744730679157
"abundance_cols.Healthy_stool_10_50",129,15685,1281,370,0.258517034068136,0.0755039490746198
