"","MCC"
"abundance_cols.Healthy_stool_100_100",0.0649477659506816
"abundance_cols.Healthy_stool_100_10",0.0637128651031191
"abundance_cols.Healthy_stool_100_1",0.0596310180816596
"abundance_cols.Healthy_stool_100_50",0.0652993999034441
"abundance_cols.Healthy_stool_10_100",0.0325990558297962
"abundance_cols.Healthy_stool_10_10",0.0326878958094625
"abundance_cols.Healthy_stool_10_1",0.031666433301029
"abundance_cols.Healthy_stool_10_50",0.0334192057262292
