"","abundance_cols.Healthy_stool_100_100_noerr","abundance_cols.Healthy_stool_100_10_noerr","abundance_cols.Healthy_stool_100_1_noerr","abundance_cols.Healthy_stool_100_50_noerr","abundance_cols.Healthy_stool_10_100_noerr","abundance_cols.Healthy_stool_10_10_noerr","abundance_cols.Healthy_stool_10_1_noerr","abundance_cols.Healthy_stool_10_50_noerr"
"RRMSE",922.249847909742,1126.92994935613,1054.65094255465,1284.81840971327,1894.71220264581,1885.51323606963,1669.61118599274,2072.20694631024
"AVGRE",99.8831640561071,99.8647275045112,99.7797994556337,99.8529174977805,99.5083098596464,99.5848422709184,99.583039519057,99.5021675021591
"NRMSE",5412.10431376057,5563.9227659396,5477.85576087316,5776.17049414011,7638.42953422767,7229.66827113084,6399.01612014304,7524.10158655992
