"","MCC"
"abundance_cols.Healthy_stool_100_100_noerr",0.0632740625590203
"abundance_cols.Healthy_stool_100_10_noerr",0.0634980102341451
"abundance_cols.Healthy_stool_100_1_noerr",0.0605576715626456
"abundance_cols.Healthy_stool_100_50_noerr",0.0640082478485337
"abundance_cols.Healthy_stool_10_100_noerr",0.0370033064533749
"abundance_cols.Healthy_stool_10_10_noerr",0.0366418722622381
"abundance_cols.Healthy_stool_10_1_noerr",0.0352566931120184
"abundance_cols.Healthy_stool_10_50_noerr",0.038465982212042
