"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","best_hit_genus","genus_counts","best_hit_species","species_counts","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score"
371601,"Bacteroides xylanisolvens",23559,0.0236840517934695,19316.8,0.0194194776488268,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens","Bacteroides",40,"Bacteroides ovatus",1,1,0,0,0,0
435590,"Phocaeicola vulgatus",22811,0.0229320813897378,15851.6,0.0159358418323806,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus","Phocaeicola",29,"Phocaeicola vulgatus",17,2,0,0,0,0
246787,"Bacteroides cellulosilyticus",21653,0.0217679346951906,20989.8,0.0211013402243344,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides cellulosilyticus","Bacteroides",4,"Bacteroides thetaiotaomicron",1,1,0,0,0,0
1125630,"Klebsiella pneumoniae",20599,0.0207083400353868,16853.7,0.0169432876115009,"0","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","Klebsiella",50,"Klebsiella pneumoniae",39,2,0,0,0,0
818,"Bacteroides thetaiotaomicron",20204,0.020311243364967,18265.7,0.018362776319864,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Bacteroides",43,"Bacteroides thetaiotaomicron",35,1,0,0,0,0
119219,"Cupriavidus metallidurans",19476,0.0195793791217629,19476,0.0195795365886186,"0","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus metallidurans","Cupriavidus",11,"Ralstonia solanacearum",1,1,0,0,0,0
471870,"Bacteroides intestinalis",18842,0.0189420138330384,17377.7,0.0174700667962515,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides intestinalis","Bacteroides",3,"Bacteroides caccae",1,1,0,0,0,0
997873,"Bacteroides caccae",17253,0.0173445793791218,15842.7,0.0159269119801855,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae","Bacteroides",17,"Bacteroides caccae",31,1,0,0,0,0
386585,"Escherichia coli",15812,0.0158959305131092,15799.5,0.0158834631596842,"0","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","Escherichia",39,"Escherichia coli",39,1,0,0,0,0
674529,"Bacteroides faecis",15482,0.0155641788644041,17726.2,0.0178204794661751,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecis","Bacteroides",27,"Bacteroides faecis",40,2,0,0,0,0
291644,"Bacteroides salyersiae",15118,0.015198246742802,15201.2,0.0152820469308795,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides salyersiae","Bacteroides",8,"Bacteroides fragilis",1,3,0,0,0,0
823,"Parabacteroides distasonis",15060,0.015139938877272,15361,0.0154426358020126,"0","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","Parabacteroides",35,"Parabacteroides distasonis",22,1,0,0,0,0
272559,"Bacteroides fragilis",14692,0.0147699855235644,14859.8,0.0149388383781376,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","Bacteroides",46,"Bacteroides fragilis",46,1,0,0,0,0
622312,"Roseburia inulinivorans",14430,0.014506594820653,12845.8,0.0129141237040704,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia inulinivorans","Roseburia",1,"Roseburia intestinalis",2,1,0,0,0,0
28116,"Bacteroides ovatus",14279,0.0143547933086698,18061.3,0.0181573646249272,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides",40,"Bacteroides ovatus",18,1,0,0,0,0
1121115,"Blautia wexlerae",13768,0.01384108090719,13670.8,0.0137434655726586,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia wexlerae","Blautia",1,"Clostridioides difficile",1,3,0,0,0,0
484018,"Phocaeicola plebeius",13607,0.0136792263149429,12706.1,0.0127736913583971,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola plebeius","Phocaeicola",3,"Phocaeicola dorei",1,1,0,0,0,0
536231,"Roseburia intestinalis",12980,0.0130488981824031,13111.2,0.0131808627271404,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia intestinalis","Roseburia",2,"Roseburia intestinalis",34,1,0,0,0,0
820,"Bacteroides uniformis",12451,0.0125170902364484,12997.2,0.0130663002110943,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides",18,"Bacteroides uniformis",17,1,0,0,0,0
28118,"Odoribacter splanchnicus",12420,0.0124859256876307,12489.2,0.0125556365988494,"0","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter splanchnicus","Bacteroides",1,"Odoribacter splanchnicus",50,1,0,0,0,0
483215,"Bacteroides finegoldii",12201,0.0122657632298536,13876.9,0.0139507165852138,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides finegoldii","Bacteroides",12,"Bacteroides caccae",3,1,0,0,0,0
46503,"Parabacteroides merdae",12060,0.0121240147981341,12465.6,0.0125318589756608,"0","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae","Parabacteroides",1,"Phocaeicola dorei",1,1,0,0,0,0
762982,"Paraprevotella xylaniphila",11698,0.0117600932925848,11890.7,0.0119539230506829,"0","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella xylaniphila","Bacteroides",1,"Bacteroides thetaiotaomicron",1,2,0,0,0,0
1121098,"Phocaeicola massiliensis",11684,0.0117460189802155,12344.7,0.0124103032171459,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis","Bacteroides",1,"Bacteriophage sp.",2,1,0,0,0,0
626929,"Bacteroides clarus",11573,0.0116344297892874,11159.7,0.0112190071010906,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides clarus","Bacteroides",5,"Bacteriophage sp.",1,3,0,0,0,0
1550024,"Ruthenibacterium lactatiformans",11465,0.0115258565224385,11489,0.0115500638331724,"0","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium","Ruthenibacterium lactatiformans","Clostridioides",1,"Clostridioides difficile",1,1,0,0,0,0
292800,"Flavonifractor plautii",11339,0.0113991877111147,11290.9,0.0113508745139024,"0","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","Flavonifractor plautii","Flavonifractor",38,"Flavonifractor plautii",38,1,0,0,0,0
28111,"Bacteroides eggerthii",10997,0.011055372366093,11526.4,0.0115877072150249,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides eggerthii","Bacteroides",5,"Escherichia coli",1,1,0,0,0,0
2590157,"Klebsiella variicola",10968,0.011026218433328,14725.8,0.0148041210779697,"0","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella variicola","Klebsiella",49,"Klebsiella variicola",18,2,0,0,0,0
717959,"Alistipes shahii",10853,0.0109106080102944,10973.7,0.0110320843816977,"0","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii","Alistipes",5,"Bacteriophage sp.",1,1,0,0,0,0
449673,"Bacteroides stercoris",10686,0.010742721569889,11506.7,0.011567845926676,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","Bacteroides",5,"Bacteroides faecis",1,1,0,0,0,0
411470,"Mediterraneibacter gnavus",10471,0.0105265803442175,10233.1,0.0102874703508488,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter gnavus","Mediterraneibacter",3,"Bacteriophage sp.",1,1,0,0,0,0
