"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",18,22344,10,481,0.0360721442885772,0.000447347230920641
"abundance_cols.healthy_stool_10_10",20,22344,13,479,0.0400801603206413,0.000581473364047055
"abundance_cols.healthy_stool_10_100",22,22344,15,477,0.0440881763527054,0.000670870790285791
"abundance_cols.healthy_stool_10_50",18,22344,13,481,0.0360721442885772,0.000581473364047055
"abundance_cols.healthy_stool_100_1",105,22344,18,394,0.210420841683367,0.000804936946605849
"abundance_cols.healthy_stool_100_10",100,22344,37,399,0.200400801603206,0.00165318797194049
"abundance_cols.healthy_stool_100_100",105,22344,29,394,0.210420841683367,0.00129620524739642
"abundance_cols.healthy_stool_100_50",104,22344,36,395,0.208416833667335,0.00160857908847185
