"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1231.15834095755,873.924043426066,774.801963231061,929.450243199272,1185.53126037028,347.816961427936,260.48879893818,415.627387723604
"AVGRE",195.955778598684,229.921929479648,211.468879080809,497.043354237034,95.637415105748,95.3650702540208,94.0030243797926,96.023584187298
"NRMSE",6077.89344444366,6077.11167181717,6071.8700404152,6112.99862973159,5896.54892994271,5790.05432337882,5686.81945344328,5781.17706597035
