"sample","r2"
"healthy_stool_100_1",0.996270557293607
"healthy_stool_100_10",0.878222500111548
"healthy_stool_100_100",0.660737708158269
"healthy_stool_100_50",0.891405005249373
"healthy_stool_10_1",0.984095266337324
"healthy_stool_10_10",0.923758095623648
"healthy_stool_10_100",0.824956304139599
"healthy_stool_10_50",0.924941860437319
