"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",28,22227,31,471,0.0561122244488978,0.00139275766016713
"abundance_cols.healthy_stool_10_10",29,22227,31,470,0.0581162324649299,0.00139275766016713
"abundance_cols.healthy_stool_10_100",30,22227,32,469,0.0601202404809619,0.00143762073767914
"abundance_cols.healthy_stool_10_50",30,22227,25,469,0.0601202404809619,0.00112349451734676
"abundance_cols.healthy_stool_100_1",109,22227,57,390,0.218436873747495,0.00255788906838988
"abundance_cols.healthy_stool_100_10",115,22227,77,384,0.230460921843687,0.00345229555236729
"abundance_cols.healthy_stool_100_100",120,22227,97,379,0.240480961923848,0.00434509944454399
"abundance_cols.healthy_stool_100_50",115,22227,78,384,0.230460921843687,0.0034969737726967
