"","MCC"
"abundance_cols.healthy_stool_10_1",0.00879788003757211
"abundance_cols.healthy_stool_10_10",0.00726203934838497
"abundance_cols.healthy_stool_10_100",0.00963690014231501
"abundance_cols.healthy_stool_10_50",0.00698462995275992
"abundance_cols.healthy_stool_100_1",0.0300182150953842
"abundance_cols.healthy_stool_100_10",0.0310815436063295
"abundance_cols.healthy_stool_100_100",0.0324551225430732
"abundance_cols.healthy_stool_100_50",0.0320141818665276
