"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1213.18926155081,864.975232475783,767.152300772881,923.907882786891,1169.12815590528,346.024351337494,258.922587995898,409.034455136813
"AVGRE",385.598703500828,269.417548226135,393.834036737777,253.715430352649,97.528283817778,97.2562125453697,96.6303205255985,96.1134986855105
"NRMSE",6165.7027099666,6117.87522644866,6116.66309620115,6136.39326773731,5983.79259410401,5867.42966168103,5765.24034805262,5900.42966907192
