"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",30,22265,16,469,0.0601202404809619,0.000718100623849917
"abundance_cols.healthy_stool_10_10",25,22265,24,474,0.0501002004008016,0.00107676432320876
"abundance_cols.healthy_stool_10_100",33,22265,24,466,0.0661322645290581,0.00107676432320876
"abundance_cols.healthy_stool_10_50",24,22265,21,475,0.0480961923847695,0.000942295611594723
"abundance_cols.healthy_stool_100_1",102,22265,41,397,0.204408817635271,0.00183807047431184
"abundance_cols.healthy_stool_100_10",106,22265,62,393,0.212424849699399,0.00277690688404174
"abundance_cols.healthy_stool_100_100",111,22265,81,388,0.222444889779559,0.00362480980936185
"abundance_cols.healthy_stool_100_50",109,22265,55,390,0.218436873747495,0.00246415770609319
