"TaxonomyID","read_count"
435590,69503.6039855073
537011,49237.3
411479,43009.7609989648
449673,29525
301302,30938.9
28116,47065.6879270186
1150298,29999.7
300267,27649.6
40520,24758.7363636364
226186,27031.4289078675
435591,27798.9868530021
47678,21322.5328545549
515619,24926.3727272727
349741,18467
411462,19047.6441558442
206672,16201.3454545455
411469,16055.1222510823
411474,15005.7
649756,15135.9
515620,21582.9
246787,15580.9468944099
411460,14564.4127272727
295405,22995.9463250518
536231,21389.8236363636
411903,11818
367928,11427.7
511680,9449.16363636364
679935,9510.4
411461,8930.3
709991,8453.5
471875,6733.3
411483,5745.81818181818
585394,5883.82748917749
626939,4557.86
1550024,4345.1
702459,4045.6
NA,3453
745368,3422.1
1384063,4402.92748917749
266264,3173.5
NA,3092.9
717959,3066.6
1501391,2970.2
999419,2874.7
1121101,2718.47916666667
1384484,2431.7
1304,2322.9
292800,2670.2
518637,2372.9
1051074,2361.6
198214,2378.5
445973,1953.3
762966,1984.3
2585118,1510.1
762982,1747.5
411463,1498.11818181818
518635,1394.5
1069534,1345.2
479437,1323.27272727273
568816,1252.4
NA,1242.6
657308,1312.8
760570,1083.1
537007,967.8
333849,1051.8
NA,1038.2
NA,1004.5
NA,995
679190,2017.12608695652
NA,929.8
1458465,859.245454545455
479436,782.4
901,748
1033732,532.7
97081,439.6
NA,431
196242,438.9
518634,584.009523809524
334413,262.6
564886,220.5
NA,174.7
585502,202
763034,147.8
1236513,159.6
1123313,104.1
566550,110.5
NA,98
1445607,100.2
NA,79.7
NA,89
428127,79.3
214092,79.8
411467,98
1650661,88.2
1121323,73.5
1437610,85
NA,71
NA,95.9
1852370,62.9
1035839,66.3
445972,64
99287,59.7
2681611,72.7
927665,57.3
NA,61
NA,58
1871021,57.1
1841865,54.2
1150423,68.2
NA,52
NA,52
NA,52
NA,55.1
626522,45.8
997353,79.1
68895,49.4
NA,48
NA,47
NA,46
414970,41.9
1815968,43.6
NA,45
1122988,45
NA,44
1427517,44
NA,109.9
742743,43
411473,51.4
NA,42
1121114,40.9
1006000,81.5
1547597,41
563769,44
NA,40.3
997894,40.3
NA,37
NA,37.9
1437607,38
NA,37
1841857,41.2
1041607,33.2
NA,36
NA,36
701347,36.7
NA,35
NA,35
NA,35
547042,36.2
1349822,27.9
1297617,51.1
1254439,45.8
NA,33
NA,33
1513592,31.1
NA,31.9
NA,32
1408437,32.2
NA,31
NA,31
1871018,24.5
1567486,31.3
1122973,27.2
476272,33.6
NA,29.1
NA,29
1211819,29.2
NA,28
411471,27.3
1653435,28.6
1410657,25.7
NA,26.5
NA,27
NA,27
NA,26
1121094,25.9
NA,18
272563,24.8
NA,25
NA,25
NA,25
NA,25
NA,25
411490,26.4
1150461,25
NA,24
194948,91.6
NA,23
NA,23
1297750,22
1447715,23.2
1160721,22
1745713,30
NA,21
NA,21
NA,21
742817,22.2
1158614,20
NA,20
1118056,15.8
NA,26.5
NA,19.5
NA,19
NA,19
NA,19
888743,24.6
NA,18
NA,18
NA,16.2
NA,16.6
742740,16.3
NA,17
NA,17
NA,17
NA,17.2
1437608,14
NA,16.5
NA,16
1796646,16.1
1907654,16
1147152,18.3
1660368,15.5
34002,12.7
478749,13.8
431947,14.3
NA,14
796942,15
740709,13.6
1903263,15.9
679200,14.2
NA,13
NA,13
NA,13
518636,14.4
1203606,12.8
NA,13.6
1236498,12
NA,12
61647,11.6
NA,10.8
NA,11
626937,11
1218112,10.7
591001,5.6
36847,11.7
NA,10
NA,10
NA,10
742733,9.4
1147153,10
365659,9
525254,10.3
39480,27.3
3158780,9.1
1044999,9.5
NA,9
NA,9
NA,9
NA,9
1221996,8.9
1776382,12.6
1871035,9.4
1590550,9
411468,8
1122949,10.2
565655,6.2
1242245,7.6
NA,8
NA,8
NA,8
NA,8
NA,8
1120979,8
NA,7.9
1384589,8.4
NA,9.4
1650662,5.1
1841868,7.1
61652,8.3
NA,7
NA,7
