"TaxonomyID","read_count"
537011,502981.7
435590,138885.918742924
411479,88594.7483100233
515619,50789.6833333333
411903,30415.7333333333
445970,28326.6
367928,28336
411483,10528.1333333333
679935,1103.88714285714
411461,311.1
39482,312.5
1123313,247.6
411467,118.4
1123263,99.5
796942,85.8
585394,151.366666666667
1211819,64.1
411474,63.5333333333333
246787,59.4384615384615
295405,169.159615384615
411463,35.8
667015,52.9
1121323,42.5
411471,63.7
1650661,38.9
301302,83.4
NA,47
435591,84.1477272727273
556268,28.7
537007,37.8
742740,21.4
3158780,20.6
225004,20.3
511680,23.5333333333333
428127,19
28116,14
649756,11.7
1871021,12.2
536231,12.4166666666667
566550,8.6
1121129,8
NA,8.3
NA,7.4
997884,7.7
NA,7.1
1130798,7.2
1796620,6.7
1903263,9.8
449673,5
717959,6.1
1122155,7.5
NA,5
NA,3.4
290054,3
1203606,7.1
1297617,2.8
709991,2
411469,4.2
1125702,2
NA,2.4
1349822,2
796943,2.3
1841865,2
1871035,2.1
869209,1
1122985,0.6
1458465,1
1035196,1
759913,1
1150423,0.8
868129,0.4
1122984,1.2
NA,4.1
NA,1.7
679200,1.5
NA,0.9
445972,1.1
206672,26.3
221027,0.9
663278,1
484018,3.4
1033732,1.4
947969,1
1653435,1.4
1720204,1
1776382,1.1
2897707,1.2
1841868,1.8
1852362,1
