"TaxonomyID","read_count"
435590,29319.7682987711
28116,35357.3842402367
226186,37212.9003774981
246787,25133.0666666667
40520,24889.1912280702
295405,29577.6967210355
266264,15249.1
411479,26647.8076904232
536231,23096.9498245614
1121101,15084.5
47678,22365.1737546632
709991,12460.2319727891
449673,15500.925
435591,18822.2513056836
198214,11713.9
1550024,10752.4460869565
585394,14904.0358657513
679935,11853.725
537011,10348.0874304783
411474,9770.8
479437,9241.7
717959,15970.8319727891
515619,11306.5652326468
762982,10007.5875
411461,11950.9173150267
411462,14370.6233333333
657308,9075.2
471875,8665
411469,9015.06447368421
445973,8528
745368,8551
292800,8701
1384484,8092.5
762966,8037.6
1150298,8099.3
515620,11120.4
349741,7007
511680,7188
649756,7064.17368421053
333849,6895.2
411903,6837.7
411460,6937.17405415713
367928,6641
568816,6356.5
1122981,7380.6
411463,6461.8
1384063,6299.78100686499
518635,5935.9
760570,6063.4
479436,6032.1
702459,5857.1
1069534,5839.4
518637,5542.9
626939,5536.6
1458465,5465.9
592028,5361
206672,5333.8
1051074,4757.1
679190,5139.66206896552
1304,4079.6
901,3635
NA,2661.9
411483,2588.47789473684
999419,2248.6
NA,2349.7
334413,1128.7
300267,1022.4
566550,658.9
NA,834.6
NA,815.6
99287,522.8
NA,707.3
NA,685.1
NA,639.5
537007,611
97081,343.1
1033732,421.4
411471,453.5
NA,299
NA,291
763034,271.1
68895,260.2
NA,228
1236513,200.9
NA,196
NA,196
NA,194
445972,192
NA,188.7
518634,187.5
701347,217.2
NA,185
214092,183.1
888743,182.7
NA,179
196242,234.7
NA,165
908937,117.7
1427517,160.9
1035839,157
1122949,88.7
NA,152
1118056,102.1
NA,135
NA,132
1150423,129.6
1547597,130
626937,122.1
NA,122
NA,121
NA,117
NA,116
NA,115
NA,91.4
1121323,114.9
1852370,116.4
1447715,110.2
NA,110
NA,108
NA,108
NA,106
411467,104.2
NA,104
1297617,83.2
NA,100
NA,98.3
NA,97
NA,97
NA,97
NA,96
NA,94
NA,94
1815968,106
299766,153.7
NA,92
564886,83.2
742817,86.7
1745713,97.6
1776384,83.9
NA,85.6
NA,85
547042,81.8
1445607,84.1
585502,82.5
NA,82
1437610,82.7
NA,79.6
NA,80
NA,79
1034345,78.6
NA,78
1006000,131.6
NA,77
679200,75.4
NA,72
NA,72
226185,66.5
NA,70
NA,69.3
NA,69
NA,69
1841865,70
NA,68.4
1254439,30.9
39482,57.6
NA,61
NA,60
1653435,67.5
NA,58
1410657,60.1
1907654,54
NA,51
NA,51
NA,50.3
NA,49
911023,48
1723382,67.3
NA,48
1590550,47.5
NA,47
NA,46
997894,47.5
NA,43.1
1408437,43
1121094,40.6
1917878,40.1
NA,40.5
NA,41
NA,41
742743,41.7
1121331,34.4
1121114,47.7
NA,38.9
NA,39
1218112,37.1
1300150,36.5
NA,38
NA,37
NA,37
158822,40.9
NA,36
NA,36
NA,33
NA,33
NA,33
NA,34.8
61647,31.5
NA,32
NA,32
927665,34.4
NA,18.6
768486,30.9
82633,230
NA,31
272563,30
1120918,24.9
35760,29.1
NA,27
518636,30.6
796942,34
1841857,32.7
482822,17.6
NA,29
1122988,28.8
796334,30.7
NA,29
1160721,28
NA,27
NA,27
NA,26
NA,26
NA,26
1437608,29.2
NA,24
NA,24
NA,24
NA,23
NA,23
NA,23
NA,23
871963,22.2
NA,22
NA,22
478749,20.2
938289,43.6
525254,42.9
667015,21.1
1211819,17.5
1903263,22
NA,20
NA,20
525255,28.4
1300165,16.5
565655,18
NA,18
888064,17.9
1236498,18
1567486,17
NA,17
1650661,17.1
NA,16.8
NA,22.9
NA,16
604330,16.8
2585118,15.5
1134435,15.9
1871021,16
591001,13.9
365659,15.4
525919,32.4
NA,15
NA,15
NA,15
1236516,13.9
1349822,14.7
NA,15.5
1035196,18.8
NA,14
NA,14
NA,14
NA,14
411490,13.7
NA,14
NA,20.7
1122973,13
NA,13
NA,13
NA,13.5
1121950,13.4
742733,11.5
875454,12.8
1221996,13.1
1871018,13.3
999415,11.7
411473,16.8
1158601,11.8
NA,12
NA,12
NA,12
1150461,12.8
334735,12.3
379893,12.3
1437607,12
1235834,15
414970,8
1139996,11
476272,12.9
NA,11
258723,10.8
1384589,11.1
1769291,11
1776382,26.9
563769,18.3
553175,9.7
NA,10
NA,10
NA,10
NA,10
467210,10
NA,9
626522,9
NA,9
NA,9
NA,9
208224,9.7
1121333,9.3
1122979,7.9
667120,9.4
997353,9.9
77635,8
NA,8
NA,8
NA,8
NA,8
NA,8
1203606,8.2
1432052,8.5
1776381,8.2
1871035,10.2
194948,28
1660368,7.8
28141,7.3
1408428,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
1348253,7
1118057,20.5
NA,7
1796646,7.2
388919,6.9
568814,7
1122993,5.6
29524,6.7
40215,6
44008,10.3
61652,5.3
1044999,6
78344,6
84521,6
NA,5.5
NA,5.5
NA,6
NA,6
NA,6
NA,6
NA,6
862515,6.1
NA,6
880074,6.7
1122983,5.3
1461581,3.6
1211813,6
1640685,7.7
1712031,6
1720313,31.9
1147153,6.1
1392005,4.5
431947,7.6
880526,5.5
29486,5
997350,5.7
36847,5.1
1242245,5.2
406818,5.2
NA,7.3
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
1158614,5
1410674,5
NA,5
472695,5.2
1236517,6.1
NA,5
1034346,4.6
1076550,7.1
1944646,5
432201,4.7
1346,2.5
1121296,3.8
997352,2.3
3158780,4
NA,4
NA,4
NA,4
NA,4
NA,4
1158607,4.2
356829,4
742742,4.3
573983,3
1653434,8.2
1776392,4
1871030,4
1051631,4
1122985,8
203120,2.1
467705,20.7
NA,3.7
428126,3
1051646,3
509191,1.7
1236520,3.3
1302863,5.9
69222,3
1122978,3
NA,7.6
NA,3
NA,3
NA,3
NA,3
NA,3
105219,3
NA,3
1121947,3
290052,3.1
1122155,4
NA,3
1120979,3
862517,3
NA,3
742818,3.4
1437609,2.8
NA,4.1
1329411,3.5
947969,3
1118060,5.2
1870984,2.7
1871002,3
1871025,3
2905959,2.2
NA,1.7
273526,1.4
869213,1.3
553178,1.3
1511,1.7
1423721,2.8
1234679,2
NA,2.3
NA,2.2
411468,2
1121321,2.2
887901,1.2
42322,2.6
1139219,2.6
641143,2.2
53336,2.2
908338,7.1
1158606,2
765909,2
1082705,2
1304883,2.6
398578,2.2
471855,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2.5
1042878,2
NA,2
596154,2
NA,2
888832,2
688246,2
1258574,2
NA,2
1122228,2
441769,2
NA,2
1121129,2
1236518,2
NA,2.3
NA,2.3
NA,2
444461,2.1
1297750,2
1393034,2
NA,2
1118062,7.1
NA,2.1
NA,2
NA,2.1
1619313,2.4
1642646,1.5
1691903,2
1807766,2
1852362,2
1870997,2
344612,2
2681618,2.7
1147152,6.6
1147156,1.9
652,1.9
1229758,0.6
1121865,1.5
1505,1
1423814,1.4
1688,1.2
1692,1
1732,1.2
1122984,1.2
873533,1
NA,3.2
NA,1
398512,1.3
39480,1
883114,1
1123323,2.1
1123282,1
47917,1.6
NA,0.5
1358411,1
1125702,1
1069080,1
561180,1
82983,1.4
1354252,1
1408472,1
1236960,1
NA,1.1
500633,1.7
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1.1
NA,1
NA,1
1123263,1
883112,1
626369,1
1122142,1
1123504,1
155865,3.7
NA,1
1122987,1
1349765,1.4
1121024,1.1
937773,1
290054,1
322095,1.1
NA,1.5
NA,1
NA,1
1388748,1
875093,1
1423786,0.6
882378,0.5
417368,1.4
NA,1
1122986,1.1
NA,1
1176165,1.1
502393,1
592050,1
NA,1
NA,1
1437606,1
679199,2.3
1235794,0.5
762845,0.4
938293,1.5
1033739,1
396588,1
1129897,1.1
1239307,1.1
1095770,1.9
1348853,0.5
1391910,0.3
1116472,1.8
1450648,3.4
1033731,19.3
2731255,1
1477105,1.1
1484053,1
NA,1.1
1631871,0.6
1632858,0.3
1673724,6.7
1689303,1
1720204,2.3
1796620,1
1870991,1
1871022,1
1917880,1.3
2681626,1
255431,1
1177632,1
1655645,1
866553,1.1
1416032,1.1
1147148,6.8
NA,1
1649240,0.5
