"TaxonomyID","read_count"
537011,496411.2
435590,60652.3613357064
411479,42522.2084060514
515619,43425.64
411903,13013.7
445970,12342.7
367928,12244.3
28116,18393.3733896749
449673,9583.81647111656
300267,8007.4
226186,9858.58535170443
40520,10269.24
411462,11925.6466666667
349741,6971.51333333333
435591,8839.56177938809
206672,6352.6
411469,6421.1
47678,8193.39262318841
515620,5723.7
649756,5688.2
411474,5937.4
246787,5060.5951884058
411460,4919.7
295405,7370.84171862739
536231,4684.65333333333
679935,3807.62222222222
511680,3436.04
709991,3172.5
411461,3026.8
411483,3627.1
1282887,2284.3
585394,2061.21333333333
471875,1881.54666666667
1550024,1812.91333333333
626939,1733.65333333333
198214,1713.5
702459,1527.9
NA,1309
717959,2376.8
1384063,1381.94
NA,1182.3
1121101,1049.86207729469
292800,1099.5
266264,982.2
1051074,941.8
999419,950.9
1384484,923.6
1304,803.1
518637,759
762966,757.2
762982,673
445973,647.3
411463,622.093333333333
518635,526
1069534,511.5
1122992,522.7
NA,481.2
568816,468.1
592028,456
479437,449.6
1122981,422.3
NA,429
760570,409.9
657308,397
333849,386.3
NA,384.9
679190,730.572769953052
NA,354.3
NA,352.1
537007,330.5
479436,300
1458465,304.413333333333
97081,151.9
901,199
196242,153.9
NA,170
518634,108.1
1160721,54.3
564886,75.6
334413,65.5
563769,130.9
NA,59
2681611,50.4
752555,30.9
NA,43
1871021,47.1
414970,48.9
NA,45
566550,39.3
1121323,30.8
1745713,34.8
203275,41
1235834,36.2
445972,44.9
888832,25.8
1123313,38.7
NA,36.5
1871035,36.9
1720313,41.6
1776384,33.4
68895,31
NA,31
1121950,29.1
1841857,27.3
NA,30.1
NA,19
742740,24.1
NA,28
1437610,28.3
NA,25
1122988,25
NA,25.9
NA,24
1033732,23.8
1211819,30.2
NA,23
997894,24.8
411471,25.4
1427517,23
1121094,23
76123,22.3
36847,21.7
742733,24.7
547042,20.4
1650661,21
411467,19.7
1033731,13.5
NA,19
NA,19
NA,19
1841865,19.2
626522,21.7
1903263,18.4
1567486,18
NA,17
428127,15.7
1408437,17
NA,17
NA,17
1852370,17.8
1147152,18.7
3158780,16
476272,15.8
NA,16
1150461,16.3
796942,16
1121114,15
NA,15.3
1158614,15
272563,15.4
NA,15.4
NA,14
NA,14
NA,14
NA,14
NA,14
585502,17.8
742817,17.4
1150423,15.7
70584,11
NA,13
NA,13
1218112,11.3
39482,12.4
1006000,11.8
NA,12
NA,12
NA,12
1122991,16.6
742743,12
NA,11.9
214092,11
99287,11
NA,11
NA,11
NA,11
NA,11
NA,11
NA,11
NA,11
862515,13.2
1410653,9.5
431947,9.8
NA,10
NA,10
NA,10
NA,10
NA,9
NA,9
NA,9
NA,9
927665,9.3
1653434,16.5
1796646,8.3
2681618,9.1
1410657,8.1
908937,8.1
NA,8
NA,8
NA,8
1300165,8.6
1437607,8
701347,7.5
1776382,4.3
667120,8.1
NA,8.2
1447715,7.8
365659,7.1
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
667015,7.5
626937,7
1157490,6.7
1841868,5.9
553175,4.9
565655,6.1
411473,6.3
NA,6
NA,6
NA,6
NA,6
299766,6.9
1122987,5.1
688246,5.2
1235794,5.7
444461,5.9
NA,17.3
1816678,18
1907654,6.2
194948,48.2
591001,4.5
NA,4.9
997352,6.8
1242245,5.1
1044999,5
78344,3.6
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
NA,5
411490,6.2
478749,8.9
334735,5
1120979,5
NA,5
NA,5
1870997,5.3
1944646,5.6
1035196,8.2
1122949,3.6
679200,4.8
82983,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
1122142,3.3
911023,4.4
762211,3.6
796334,4
883156,3.1
1723382,4.5
1776381,4.3
1041607,8.5
55884,2.7
936054,5.6
1660368,4
1147153,4
1590550,4
553178,1.6
28141,3
411468,3
29524,3
42322,2.3
61647,3.6
357809,2.8
NA,3.2
NA,3.1
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,2.9
NA,3
NA,3
1123263,2.9
1123058,4.8
NA,3
290052,3.1
319939,2.9
1121333,3.1
NA,2.4
1122228,2.6
875093,3.1
880074,3
NA,3
1122983,3.9
NA,3
NA,3
679199,2.4
2585118,3.7
1134435,3
1159016,3
1129897,1.9
1297617,3
947969,3
1034345,3
NA,3.1
1650662,1.9
1720200,2.4
1871018,3.6
2681617,4
155148,1.8
1147143,3.4
556268,2
966,2.3
1076,1.7
203120,1.3
573058,2
388919,1.4
568814,2.1
768486,3.3
NA,2.8
1423814,2.2
1122973,2
NA,2
525255,2.4
35760,2.1
1236520,2
44008,3.4
1158601,1.8
1082705,1.9
561180,1.2
79604,1.8
1354252,2.1
610130,2.3
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,1.7
NA,2
NA,2
NA,2
NA,2
NA,2
158822,2.1
634500,1.6
208224,3.2
1410674,2
NA,2
NA,2.1
1388748,2.5
379893,2
1203606,14.9
NA,2
NA,2
1236516,2
1437608,2.3
938293,1.7
1035839,2.5
1349822,2.3
1297750,2.2
1329411,2.1
1673723,1.9
1769291,2
1871030,3.3
2905959,2.2
432201,2.4
1815968,2
1246,1
759913,0.4
226185,1.1
698758,1
NA,3.4
1121296,1.3
1604,0.7
1693,1
1732,1
NA,0.5
1120918,1.2
767031,1
NA,1.1
428126,1
997350,1
39480,1
NA,0.8
39495,1.3
592026,0.9
500635,1
1042417,0.6
997353,1
1122978,1.8
84024,1.3
87541,0.8
NA,1.4
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,0.5
1123399,0.8
883112,1
146817,0.5
180332,0.6
1121947,1
888062,0.9
1258574,1
518636,1
1122155,1.1
NA,1
NA,1
NA,1
NA,1
351679,1.2
356829,1
467210,1
1423759,0.9
862517,1
1121129,1
742818,1
1437609,1
NA,1
1120995,1
1137280,1
875454,1
1008457,0.8
740709,1
1221996,1
1118057,1.3
1211813,1.1
1118062,1.3
NA,1
NA,1
1652495,0.5
1673724,1
1712031,1
1720204,1.1
1796620,1.9
1807766,1
1852362,1
1917880,1
344612,2.1
2681594,1
10680,1
590739,1
929814,1
1150869,1.1
1655645,1
1498227,1.1
