"TaxonomyID","read_count"
435590,230204.586092069
411479,210421.602505355
537011,102599.6
515619,100992.115384615
411903,70929.8666666667
367928,60421.8
411483,7960.775
1122981,753.9
999419,731
295405,1173.10792272244
411461,225.2
39482,190.5
246787,226.004761904762
1123313,174.9
40520,178.4
585394,227.384615384615
411474,113.1
435591,297.257051282051
1122984,101.7
NA,92.9
411463,56.4
537007,66.7
3158780,56
796942,55.9
1650661,50.9
28116,42
511680,45.5
1211819,35.9
431947,24.4
NA,29.2
556268,31.1
36847,22.7
997884,21.3
411473,43.8
717959,16.3
1050201,14.4
566550,13.2
1121129,13
1852362,10
NA,8
698758,8.6
428127,7.4
411467,5.8
649756,7
709991,5
NA,5.1
NA,5
1125702,5
679935,5
947969,5
1871021,4.8
1903263,5.2
44008,4.1
1349822,4
1035196,3.1
NA,3.1
536231,5.7
290054,3
759913,2
NA,2
1121950,2.1
411471,2.3
667015,2
NA,2.3
796943,2
1796620,2
869209,1
264731,0.3
NA,1
NA,0.5
290052,1.1
301302,1.3
1410653,1
1122155,1.2
1122228,1.2
762982,1
1445607,1
1033732,1
1841865,1
