"TaxonomyID","read_count"
537011,502557.4
435590,137154.173639781
411479,117872.973632946
515619,50238.6571428572
411903,30300.8
367928,28289.45
411483,7447.23571428572
679935,540.6
1123313,164.9
39482,161
411471,145.5
40520,120.6
585394,152.9
NA,71.5
246787,56.5
411474,49.7714285714286
1121101,43.8
411461,80.2
796942,37.8
1211819,35.6
NA,37.1
1236513,28
3158780,26
435591,82.8527272727273
667015,21.4
556268,21.3
537007,26.9
411463,24.4142857142857
1650661,20.4
511680,16
36847,18.9
28116,14
428127,9.2
225004,9.8
NA,5.8
997884,7.4
717959,8
1871021,8.4
649756,9.27142857142857
NA,5.5
NA,4.8
290054,5
1130798,4.4
NA,4
1121129,4
1796620,4.6
264731,1.1
566550,3.3
1203606,3.1
1903263,3.4
1035196,2
NA,5.1
709991,2
1408437,17.1
449673,2
NA,2
NA,1.7
536231,2.2
221027,1.1
1122155,3.1
796943,2
1841865,2
1122984,1.6
1256908,5.2
NA,2
663278,1
1349822,1
1297617,1
947969,1
1720204,1
1720313,2.9
1776382,1
2897707,1
1852362,1
