"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1405.69565440638,1036.51933076977,952.345505228944,1114.33325901637,1458.42670993286,442.89057636905,346.45547679762,563.037436482832
"AVGRE",326.859687472747,170.740060256527,208.179808052142,168.262602157306,91.8786129277186,95.3814678928261,94.5786791417868,95.50253008125
"NRMSE",5636.69958590068,5453.82976482377,5365.79197650425,5347.2425145083,5080.87421826368,4650.79329303413,4304.29559098308,4572.3800239116
