"","TPR","FPR"
"abundance_cols.healthy_stool_10_1",0.646579804560261,0.00223452832021762
"abundance_cols.healthy_stool_10_10",0.646628757108042,0.00208910265753292
"abundance_cols.healthy_stool_10_100",0.645134914145544,0.00213758258841819
"abundance_cols.healthy_stool_10_50",0.644081632653061,0.00228299412250449
"abundance_cols.healthy_stool_100_1",0.619402985074627,0.00844798455225682
"abundance_cols.healthy_stool_100_10",0.599539700805524,0.0108831744197245
"abundance_cols.healthy_stool_100_100",0.57985257985258,0.0127373227589522
"abundance_cols.healthy_stool_100_50",0.592334494773519,0.0112164829345785
