TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
537011,Segatella copri,49651.0294117647,0.56173312755846,49650.7852941177,0.561730847178094,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Segatella,47,Segatella copri,47,4,1,1,0.24,0.2,TRUE
435590,Phocaeicola vulgatus,6049.88441692466,0.0684461235778736,5960.48498452012,0.0674343914377231,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,47,Phocaeicola vulgatus,34,4,0.82,1,0.66,0.06,TRUE
411479,Bacteroides uniformis,4219.60193004709,0.0477389938798617,4286.86071984901,0.0485000897563407,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,49,Bacteroides uniformis,46,5,1,1,0.8,0.04,TRUE
515619,Agathobacter rectalis,4768.83527131783,0.0539528139397191,4753.55294573643,0.0537801969678582,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,48,Agathobacter rectalis,46,8,1,1,1,0.18,TRUE
411903,Collinsella aerofaciens,1308,0.0147982214981502,1307.8,0.0147961139863608,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,50,Collinsella aerofaciens,50,3,1,1,0.26,0.12,TRUE
445970,Alistipes putredinis,1242,0.0140515222482436,1236.5,0.0139895855912354,0,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes,12,uncultured organism,9,15,0,0.764705882352941,1,0.470588235294118,FALSE
367928,Bifidobacterium adolescentis,1218,0.0137799952482775,1220.5,0.0138087839135407,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,50,Bifidobacterium adolescentis,50,1,1,1,0.56,0.04,TRUE
28116,Bacteroides ovatus,1942.29757036876,0.0219744263468165,1940.96049982058,0.0219593982228961,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,50,Bacteroides ovatus,46,2,0.98,1,0.7,0,TRUE
449673,Bacteroides stercoris,993.302005012531,0.0112378463950552,993.044611528822,0.0112345362719555,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides,48,Bacteroides stercoris,29,18,1,1,0.64,0.16,TRUE
226186,Bacteroides thetaiotaomicron,1016.00871490602,0.0114947415957418,1012.67774961569,0.0114571824735058,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides,49,Bacteroides thetaiotaomicron,44,6,0.98,1,0.24,0.08,TRUE
