TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
537011,Segatella copri,25217,0.309791154791155,25216.1,0.309787393147289,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Segatella,48,Segatella copri,48,6,1,1,0.4,0.2,TRUE
435590,Phocaeicola vulgatus,20839.9308510638,0.256018806524125,20519.3446808511,0.252087118163619,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,46,Phocaeicola vulgatus,36,4,0.84,1,0.5,0.1,TRUE
411479,Bacteroides uniformis,17480.0691489362,0.214742864237545,17791.0553191489,0.21856943807691,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,50,Bacteroides uniformis,46,4,1,1,0.84,0.08,TRUE
515619,Agathobacter rectalis,7603,0.0934029484029484,7591.56,0.0932640585009267,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,45,Agathobacter rectalis,45,19,1,1,1,0.24,TRUE
411903,Collinsella aerofaciens,4501,0.0552948402948403,4509.2,0.0553965837973597,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,50,Collinsella aerofaciens,50,2,1,1,0.28,0.2,TRUE
367928,Bifidobacterium adolescentis,4251,0.0522235872235872,4251,0.0522247993706022,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,50,Bifidobacterium adolescentis,49,4,1,1,0.48,0.04,TRUE
411483,Faecalibacterium duncaniae,1016,0.0124815724815725,1007.1,0.0123733552462099,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium duncaniae,Faecalibacterium,50,Faecalibacterium prausnitzii,47,18,0.9,1,1,0.2,TRUE
449673,Bacteroides stercoris,87,0.00106879606879607,82.5,0.00101325862171155,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Phocaeicola,30,Phocaeicola dorei,30,6,0.54,1,0.88,0.74,TRUE
657308,Gordonibacter pamelaeae,50,0.000614250614250614,43.9,0.000539235424353052,0,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae,Collinsella,48,Collinsella aerofaciens,48,4,1,1,1,1,TRUE
511680,Eshraghiella crossota,38,0.000466830466830467,36.8,0.000451781851764856,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eshraghiella,Eshraghiella crossota,Faecalibacterium,20,Mediterraneibacter gnavus,25,26,0.763157894736842,0.763157894736842,0.921052631578947,0.921052631578947,TRUE
301302,Roseburia faecis,32,0.000393120393120393,24.9,0.000305347275141601,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,Faecalibacterium,24,uncultured human fecal virus,12,27,0,0.40625,1,1,FALSE
40520,Blautia obeum,31,0.000380835380835381,35.4,0.000435248828316193,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Faecalibacterium,29,Blautia wexlerae,21,22,0.290322580645161,0.967741935483871,1,1,FALSE
585394,Roseburia hominis,32,0.000393120393120393,35.82,0.000440480180276013,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,Faecalibacterium,13,Faecalibacterium prausnitzii,9,33,0.84,0.84,0.96,0.92,TRUE
0,unknown genome; accession ID isNZ_GG662007.1,21,0.000257985257985258,16.5,0.000203204334347202,0,0,0,0,0,0,0,Faecalibacterium,11,Faecalibacterium prausnitzii,10,18,0.666666666666667,0.714285714285714,1,1,TRUE
1550024,Ruthenibacterium lactatiformans,14,0.000171990171990172,12.9,0.000158367599720072,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Faecalibacterium,12,Faecalibacterium prausnitzii,8,11,0,0,1,1,FALSE
226186,Bacteroides thetaiotaomicron,29,0.000356265356265357,32.2,0.000394953504954089,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Phocaeicola,8,Bacteroides thetaiotaomicron,8,4,0.615384615384615,1,1,1,TRUE
246787,Bacteroides cellulosilyticus,13,0.00015970515970516,13,0.000159709377073231,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides,13,Bacteroides cellulosilyticus,10,5,1,1,1,1,TRUE
0,unknown genome; accession ID isNZ_EQ973339.1,12,0.000147420147420147,11.5,0.000141781152731222,0,0,0,0,0,0,0,Faecalibacterium,12,Faecalibacterium prausnitzii,11,14,0,0,1,0,FALSE
