TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
435590,Phocaeicola vulgatus,10075.5188812084,0.130481479463446,9890.35014720942,0.128084937857261,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,45,Phocaeicola vulgatus,37,4,0.78,1,0.64,0.2,TRUE
537011,Segatella copri,8461.40816326531,0.109578183367418,8459.24489795918,0.109551688137325,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Segatella,49,Segatella copri,49,2,1,1,0.24,0.14,TRUE
411479,Bacteroides uniformis,6682.9188674229,0.0865461274239543,6782.68736706842,0.0878388982269375,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,50,Bacteroides uniformis,49,2,1,1,0.88,0.02,TRUE
515619,Agathobacter rectalis,7926.77142857143,0.102654451404743,7810.97592592593,0.101154499676232,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,46,Agathobacter rectalis,47,18,1,1,1,0.22,TRUE
411903,Collinsella aerofaciens,2063.05376344086,0.0267172649309858,2061.31075268817,0.0266944113691796,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,49,Collinsella aerofaciens,46,4,1,1,0.34,0.14,TRUE
445970,Alistipes putredinis,2037,0.0263798596182237,2025.4,0.0262299529103289,0,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes,7,uncultured organism,5,10,0.0666666666666667,1,1,0.222222222222222,FALSE
367928,Bifidobacterium adolescentis,1934,0.0250459737366935,1941.2,0.0251393021619201,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,50,Bifidobacterium adolescentis,48,5,1,1,0.4,0,TRUE
28116,Bacteroides ovatus,3007.79789053752,0.0389520304920811,2997.35380423468,0.0388178992641333,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,50,Bacteroides ovatus,48,2,1,1,0.84,0.02,TRUE
449673,Bacteroides stercoris,1643.51927437642,0.0212841471467328,1641.00045351474,0.0212514556696015,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides,47,Bacteroides stercoris,29,12,1,1,0.68,0.14,TRUE
226186,Bacteroides thetaiotaomicron,1911.33060577415,0.0247523971842595,1927.57441903974,0.024963317428442,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides,49,Bacteroides thetaiotaomicron,42,8,0.96,1,0.36,0.1,TRUE
300267,Shigella dysenteriae,1281,0.0165893962547593,1225.9,0.015875571609404,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Escherichia,45,Escherichia coli,45,2,0,0.42,1,1,FALSE
40520,Blautia obeum,1356.37142857143,0.0175654825114795,1366.24259259259,0.0176930322209835,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia,47,Blautia obeum,27,17,0.66,1,0.64,0.32,TRUE
411462,Dorea longicatena,1221.77419354839,0.0158224014290501,1210.32150537634,0.0156743372742417,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea,42,Dorea longicatena,42,8,1,1,0.38,0.34,TRUE
349741,Akkermansia muciniphila,1120.33333333333,0.0145087069508837,1120.37592592593,0.0145094422723213,0,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia,50,Akkermansia muciniphila,50,1,1,1,0,0,TRUE
206672,Bifidobacterium longum,1029.05376344086,0.0133266047222261,1018.51075268817,0.0131896676900866,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium,50,Bifidobacterium longum,50,3,1,1,0.14,0,TRUE
47678,Bacteroides caccae,1321.67160412552,0.0171161076967226,1328.19005924951,0.0172012326074925,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides,50,Bacteroides caccae,50,1,1,1,0.46,0.02,TRUE
435591,Parabacteroides distasonis,1328.94932422928,0.0172103567073646,1332.49365318501,0.0172557788299084,0,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides,50,Parabacteroides distasonis,50,1,1,1,0.56,0.02,TRUE
411469,Anaerobutyricum hallii,1019.95238095238,0.0132087386484029,1040.65925925926,0.0134772617447448,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum,47,Anaerobutyricum hallii,47,9,1,1,0.16,0.1,TRUE
